Target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
PIGX	ENST00000314118.4	phosphatidylinositol glycan anchor biosynthesis, class X 	198	1	0	1	0	0	0	0	0	0	hsa-miR-30e-5p	0.0114	0.0794	0.4283	-0.29	-0.33	0.50	2011
KDM3A	ENST00000409556.1	lysine (K)-specific demethylase 3A 	2300	1	1	0	0	0	0	0	0	0	hsa-miR-30a-5p	0.0181	0.1205	0.5269	-0.29	-0.29	0.95	2005, 2007, 2009, 2011
PICALM	ENST00000532317.1	phosphatidylinositol binding clathrin assembly protein 	1173	1	1	0	0	0	0	0	0	0	hsa-miR-30a-5p	0.0160	0.1084	0.5015	-0.29	-0.29	0.32	2005, 2007, 2009, 2011
PGP	ENST00000333503.7	phosphoglycolate phosphatase 	153	1	1	0	0	0	0	0	0	0	hsa-miR-30a-5p	0.0244	0.1566	0.5910	-0.29	-0.29	0.94	2007, 2009, 2011
DPYSL2	ENST00000311151.5	dihydropyrimidinase-like 2 	3087	1	1	0	0	1	0	1	0	0	hsa-miR-30b-5p	0.0214	0.1496	0.8179	-0.29	-0.29	0.75	2005, 2007, 2009, 2011
SHOC2	ENST00000369452.4	soc-2 suppressor of clear homolog (C. elegans) 	437	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0787	0.4044	1.0274	-0.29	-0.29	0.95	2011
CNKSR2	ENST00000379510.3	connector enhancer of kinase suppressor of Ras 2 	85	1	0	1	0	2	1	1	0	0	hsa-miR-30e-5p	0.0246	0.1726	0.9433	-0.29	-0.30	0.73	2011
HPS4	ENST00000398145.2	Hermansky-Pudlak syndrome 4 	719	1	0	1	0	1	0	0	1	0	hsa-miR-30b-5p	0.0141	0.0989	0.5482	-0.29	-0.29	0.50	2011
TLL2	ENST00000357947.3	tolloid-like 2 	5	2	2	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0711	0.4373	1.5076	-0.29	-0.29	> 0.99	2005, 2007, 2009, 2011
LARGE	ENST00000354992.2	like-glycosyltransferase 	411	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0323	0.2017	0.7242	-0.29	-0.29	0.95	2005, 2007, 2009, 2011
TBC1D10B	ENST00000409939.3	TBC1 domain family, member 10B 	174	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0414	0.2421	0.7024	-0.28	-0.28	0.82	2005, 2007, 2009, 2011
CDC7	ENST00000234626.6	cell division cycle 7 	416	1	1	0	0	1	0	1	0	1	hsa-miR-30e-5p	0.0139	0.0983	0.5582	-0.28	-0.32	< 0.1	2009, 2011
ZNF521	ENST00000361524.3	zinc finger protein 521 	520	1	0	1	0	0	0	0	0	1	hsa-miR-30b-5p	0.0169	0.1138	0.5166	-0.28	-0.29	0.70	2009, 2011
HIVEP1	ENST00000379388.2	human immunodeficiency virus type I enhancer binding protein 1 	781	1	0	1	0	0	0	0	0	0	hsa-miR-30a-5p	0.0137	0.0949	0.4974	-0.28	-0.28	0.67	2009, 2011
LYN	ENST00000520220.2	v-yes-1 Yamaguchi sarcoma viral related oncogene homolog 	61	1	1	0	0	0	0	0	0	0	hsa-miR-30a-5p	0.0241	0.1559	0.6134	-0.28	-0.28	0.69	2009, 2011
RASSF4	ENST00000374417.2	Ras association (RalGDS/AF-6) domain family member 4 	515	2	0	2	0	1	0	0	1	0	hsa-miR-30e-5p	0.0077	0.0550	0.3403	-0.28	-0.36	0.92	2009, 2011
AZIN1	ENST00000337198.5	antizyme inhibitor 1 	2287	1	0	0	1	1	0	1	0	0	hsa-miR-30a-5p	0.0223	0.1476	0.6361	-0.28	-0.41	0.78	2007, 2009, 2011
NT5E	ENST00000369651.3	5'-nucleotidase, ecto (CD73) 	285	2	2	0	0	0	0	0	0	1	hsa-miR-30b-5p	0.0263	0.1741	0.7504	-0.28	-0.51	0.77	2007, 2009, 2011
SPEN	ENST00000375759.3	spen homolog, transcriptional regulator (Drosophila) 	7	2	1	0	1	0	0	0	0	0	hsa-miR-30b-5p	0.0582	0.3494	1.1741	-0.28	-0.28	0.99	2005, 2007, 2009, 2011
FUCA1	ENST00000374479.3	fucosidase, alpha-L- 1, tissue 	181	1	1	0	0	0	0	0	0	0	hsa-miR-30a-5p	0.0129	0.0881	0.4196	-0.28	-0.28	0.17	2009
SPAST	ENST00000315285.3	spastin 	239	2	1	0	1	0	0	0	0	1	hsa-miR-30c-5p	0.0341	0.2183	0.9042	-0.28	-0.32	0.99	2005, 2007, 2009, 2011
IKZF2	ENST00000457361.1	IKAROS family zinc finger 2 (Helios) 	32	1	0	1	0	1	0	1	0	3	hsa-miR-30b-5p	0.0268	0.1936	1.2343	-0.28	-0.29	0.60	2007, 2009, 2011
RUNDC3B	ENST00000338056.3	RUN domain containing 3B 	41	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0523	0.3045	0.9777	-0.28	-0.28	0.91	2011
RFTN2	ENST00000295049.4	raftlin family member 2 	21	1	1	0	0	0	0	0	0	0	hsa-miR-30e-5p	0.0282	0.1793	0.6727	-0.28	-0.28	0.86	2011
ADO	ENST00000373783.1	2-aminoethanethiol (cysteamine) dioxygenase 	686	1	1	0	0	1	1	0	0	1	hsa-miR-30a-5p	0.0261	0.1687	0.6738	-0.28	-0.31	0.65	2003, 2005, 2007, 2009, 2011
FNDC3A	ENST00000492622.2	fibronectin type III domain containing 3A 	122	2	1	1	0	0	0	0	0	1	hsa-miR-30b-5p	0.0304	0.1944	0.8200	-0.28	-0.51	0.86	2005, 2007, 2009, 2011
CHD7	ENST00000423902.2	chromodomain helicase DNA binding protein 7 	925	2	1	0	1	0	0	0	0	0	hsa-miR-30a-5p	0.0325	0.2135	0.9095	-0.28	-0.28	> 0.99	2011
NR6A1	ENST00000487099.2	nuclear receptor subfamily 6, group A, member 1 	1082	2	1	0	1	0	0	0	0	0	hsa-miR-30a-5p	0.0328	0.2204	1.0266	-0.28	-0.28	0.98	2005, 2007
EPG5	ENST00000282041.5	ectopic P-granules autophagy protein 5 homolog (C. elegans) 	269	1	1	0	0	0	0	0	0	1	hsa-miR-30b-5p	0.0570	0.3191	0.9216	-0.28	-0.28	0.95	2007, 2009, 2011
OTUD4	ENST00000454497.2	OTU domain containing 4 	18	2	0	2	0	1	0	1	0	0	hsa-miR-30b-5p	0.0314	0.2175	1.1164	-0.28	-0.28	0.89	2007, 2009
AP2A1	ENST00000354293.5	adaptor-related protein complex 2, alpha 1 subunit 	285	1	1	0	0	0	0	0	0	0	hsa-miR-30a-5p	0.0316	0.1941	0.6403	-0.28	-0.28	0.84	2005, 2007, 2009, 2011
ITGA2	ENST00000296585.5	integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor) 	50	1	0	0	1	2	1	0	1	0	hsa-miR-30e-5p	0.0215	0.1530	0.9061	-0.28	-0.28	0.78	NULL
DGKZ	ENST00000343674.6	diacylglycerol kinase, zeta 	65	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0276	0.1734	0.6079	-0.28	-0.28	0.90	2005, 2007, 2009, 2011
SP4	ENST00000222584.3	Sp4 transcription factor 	131	1	1	0	0	1	1	0	0	0	hsa-miR-30b-5p	0.0321	0.2188	1.0688	-0.28	-0.28	0.75	2007, 2009, 2011
POLE3	ENST00000374169.3	polymerase (DNA directed), epsilon 3, accessory subunit 	243	1	0	1	0	0	0	0	0	0	hsa-miR-30a-5p	0.0131	0.0910	0.4660	-0.28	-0.28	0.41	NULL
DEXI	ENST00000331808.4	Dexi homolog (mouse) 	1646	1	1	0	0	0	0	0	0	0	hsa-miR-30a-5p	0.0148	0.1000	0.4501	-0.28	-0.28	0.37	2005, 2007, 2009, 2011
PPTC7	ENST00000354300.3	PTC7 protein phosphatase homolog (S. cerevisiae) 	817	1	1	0	0	0	0	0	0	0	hsa-miR-30e-5p	0.0382	0.2329	0.7956	-0.28	-0.28	0.95	2007, 2009, 2011
GLUD1	ENST00000277865.4	glutamate dehydrogenase 1 	287	1	0	0	1	0	0	0	0	0	hsa-miR-30e-5p	0.0101	0.0706	0.3688	-0.27	-0.27	0.78	2009, 2011
CYSLTR1	ENST00000373304.3	cysteinyl leukotriene receptor 1 	5	1	1	0	0	0	0	0	0	0	hsa-miR-30e-5p	0.0189	0.1290	0.6369	-0.27	-0.27	0.36	NULL
RAVER2	ENST00000371072.4	ribonucleoprotein, PTB-binding 2 	218	1	1	0	0	1	0	1	0	0	hsa-miR-30b-5p	0.0241	0.1642	0.7869	-0.27	-0.29	< 0.1	2009, 2011
NR5A2	ENST00000367362.3	nuclear receptor subfamily 5, group A, member 2 	121	2	1	1	0	0	0	0	0	0	hsa-miR-30b-5p	0.0437	0.2656	0.9490	-0.27	-0.33	0.95	2005, 2007, 2009, 2011
MBNL3	ENST00000370839.3	muscleblind-like splicing regulator 3 	593	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0290	0.1945	0.9366	-0.27	-0.28	0.95	2005, 2007, 2009, 2011
RTKN2	ENST00000373789.3	rhotekin 2 	192	1	1	0	0	2	2	0	0	0	hsa-miR-30b-5p	0.0224	0.1535	0.7645	-0.27	-0.36	0.24	2009, 2011
ADAM19	ENST00000257527.4	ADAM metallopeptidase domain 19 	981	1	1	0	0	0	0	0	0	0	hsa-miR-30a-5p	0.0632	0.3398	0.8854	-0.27	-0.27	0.95	2005, 2007, 2009, 2011
TRPM7	ENST00000560955.1	transient receptor potential cation channel, subfamily M, member 7 	281	1	1	0	0	0	0	0	0	1	hsa-miR-30b-5p	0.0422	0.2460	0.7543	-0.27	-0.34	0.95	2005, 2007, 2009, 2011
PDE4D	ENST00000340635.6	phosphodiesterase 4D, cAMP-specific 	747	1	1	0	0	3	0	1	2	1	hsa-miR-30b-5p	0.0395	0.2639	1.2837	-0.27	-0.34	0.95	2005, 2007, 2009, 2011
TAOK1	ENST00000261716.3	TAO kinase 1 	164	3	2	1	0	2	0	1	1	0	hsa-miR-30b-5p	0.0594	0.3964	1.7792	-0.27	-0.36	> 0.99	2005, 2007, 2009, 2011
PSEN2	ENST00000340188.4	presenilin 2 (Alzheimer disease 4) 	613	1	0	1	0	0	0	0	0	0	hsa-miR-30b-5p	0.0093	0.0660	0.3778	-0.27	-0.27	0.63	2005, 2007
GATA5	ENST00000252997.2	GATA binding protein 5 	7	1	1	0	0	0	0	0	0	0	hsa-miR-30e-5p	0.0183	0.1208	0.5039	-0.27	-0.27	< 0.1	NULL
PDAP1	ENST00000350498.3	PDGFA associated protein 1 	208	1	0	1	0	1	0	0	1	0	hsa-miR-30e-5p	0.0150	0.1049	0.5730	-0.27	-0.27	0.69	NULL
C10orf25	ENST00000298298.1	chromosome 10 open reading frame 25 	29	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0209	0.1361	0.5492	-0.27	-0.30	0.13	2009, 2011
GJA1	ENST00000282561.3	gap junction protein, alpha 1, 43kDa 	1732	1	1	0	0	0	0	0	0	0	hsa-miR-30e-5p	0.0150	0.1026	0.4982	-0.27	-0.27	0.85	2005, 2007, 2009, 2011
FGF20	ENST00000180166.5	fibroblast growth factor 20 	5	1	0	1	0	0	0	0	0	0	hsa-miR-30a-5p	0.0095	0.0664	0.3467	-0.27	-0.27	0.40	NULL
STK35	ENST00000381482.3	serine/threonine kinase 35 	263	2	1	1	0	1	0	1	0	1	hsa-miR-30b-5p	0.0364	0.2494	1.2251	-0.27	-0.29	0.99	2005, 2007, 2009, 2011
NRBF2	ENST00000277746.6	nuclear receptor binding factor 2 	11	1	0	0	1	0	0	0	0	0	hsa-miR-30e-5p	0.0072	0.0508	0.2902	-0.27	-0.27	0.78	2005, 2007, 2009, 2011
YWHAZ	ENST00000395957.2	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide 	184	1	0	1	0	0	0	0	0	0	hsa-miR-30a-5p	0.0226	0.1500	0.6541	-0.27	-0.27	0.71	2007, 2009, 2011
ZNF382	ENST00000292928.2	zinc finger protein 382 	54	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0182	0.1206	0.5083	-0.27	-0.27	< 0.1	2009, 2011
RNF34	ENST00000361234.5	ring finger protein 34, E3 ubiquitin protein ligase 	533	1	0	0	1	1	1	0	0	0	hsa-miR-30b-5p	0.0103	0.0714	0.3699	-0.27	-0.48	0.78	NULL
ZDHHC21	ENST00000380916.4	zinc finger, DHHC-type containing 21 	196	1	0	1	0	0	0	0	0	1	hsa-miR-30b-5p	0.0156	0.1094	0.5973	-0.27	-0.29	0.70	2005, 2007, 2009, 2011
NHS	ENST00000380060.3	Nance-Horan syndrome (congenital cataracts and dental anomalies) 	72	2	0	1	1	0	0	0	0	0	hsa-miR-30b-5p	0.0227	0.1593	0.8697	-0.27	-0.27	0.88	2005, 2007, 2009, 2011
ACSBG1	ENST00000258873.4	acyl-CoA synthetase bubblegum family member 1 	5	1	0	0	1	1	0	0	1	0	hsa-miR-30e-5p	0.0196	0.1356	0.6985	-0.27	-0.27	0.78	NULL
CBX2	ENST00000310942.4	chromobox homolog 2 	1816	1	0	1	0	1	0	1	0	0	hsa-miR-30b-5p	0.0125	0.0884	0.4978	-0.27	-0.27	0.78	2007, 2009, 2011
RAB7A	ENST00000265062.3	RAB7A, member RAS oncogene family 	7894	1	1	0	0	0	0	0	0	0	hsa-miR-30c-5p	0.0121	0.0835	0.4251	-0.27	-0.27	0.22	2011
KLF12	ENST00000377669.2	Kruppel-like factor 12 	251	1	1	0	0	2	1	0	1	0	hsa-miR-30e-5p	0.0432	0.2962	1.4658	-0.27	-0.30	0.83	2009, 2011
ELL2	ENST00000237853.4	elongation factor, RNA polymerase II, 2 	397	1	1	0	0	2	1	0	1	0	hsa-miR-30e-5p	0.0379	0.2469	1.0442	-0.27	-0.28	0.91	2005, 2007, 2009, 2011
KLF11	ENST00000305883.1	Kruppel-like factor 11 	42	1	0	0	1	0	0	0	0	0	hsa-miR-30d-5p	0.0145	0.1024	0.5732	-0.27	-0.27	0.78	2005, 2007, 2009, 2011
FBXL14	ENST00000339235.3	F-box and leucine-rich repeat protein 14 	76	1	0	1	0	0	0	0	0	0	hsa-miR-30e-5p	0.0096	0.0667	0.3455	-0.27	-0.27	0.56	2011
DLL4	ENST00000249749.5	delta-like 4 (Drosophila) 	605	1	1	0	0	0	0	0	0	0	hsa-miR-30a-5p	0.0521	0.2888	0.7500	-0.27	-0.27	0.95	2005, 2007, 2009, 2011
VIP	ENST00000367244.3	vasoactive intestinal peptide 	5	1	0	0	1	0	0	0	0	0	hsa-miR-30b-5p	0.0118	0.0816	0.4140	-0.27	-0.27	0.78	2005, 2007, 2009, 2011
CCNY	ENST00000374706.1	cyclin Y 	672	1	0	1	0	0	0	0	0	0	hsa-miR-30e-5p	0.0145	0.0984	0.4562	-0.26	-0.29	0.71	2011
UBAC1	ENST00000371756.3	UBA domain containing 1 	52	1	1	0	0	0	0	0	0	0	hsa-miR-30a-5p	0.0122	0.0838	0.4062	-0.26	-0.26	0.95	2009, 2011
IER5	ENST00000367577.4	immediate early response 5 	11212	1	0	0	1	1	0	1	0	1	hsa-miR-30b-5p	0.0112	0.0773	0.3887	-0.26	-0.38	0.78	2005, 2007, 2009, 2011
KIAA0226L	ENST00000378781.3	KIAA0226-like 	21	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0231	0.1494	0.5813	-0.26	-0.26	0.46	2005, 2007, 2009, 2011
SGMS2	ENST00000394684.4	sphingomyelin synthase 2 	111	1	0	1	0	1	0	0	1	1	hsa-miR-30b-5p	0.0190	0.1319	0.7080	-0.26	-0.36	0.79	2011
ARF4	ENST00000303436.6	ADP-ribosylation factor 4 	390	1	0	1	0	0	0	0	0	0	hsa-miR-30e-5p	0.0083	0.0579	0.2993	-0.26	-0.31	0.55	2007
ERLIN1	ENST00000421367.2	ER lipid raft associated 1 	86	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0388	0.2306	0.7270	-0.26	-0.28	0.90	2007, 2009, 2011
BTBD10	ENST00000278174.5	BTB (POZ) domain containing 10 	5	1	0	1	0	0	0	0	0	0	hsa-miR-30b-5p	0.0094	0.0655	0.3488	-0.26	-0.26	0.65	2007, 2009, 2011
RWDD4	ENST00000326397.5	RWD domain containing 4 	5	1	0	1	0	0	0	0	0	0	hsa-miR-30e-5p	0.0083	0.0595	0.3525	-0.26	-0.26	0.45	2011
ROR1	ENST00000371079.1	receptor tyrosine kinase-like orphan receptor 1 	80	2	1	1	0	2	1	1	0	0	hsa-miR-30e-5p	0.0233	0.1640	0.9141	-0.26	-0.40	0.64	NULL
SURF4	ENST00000545297.1	surfeit 4 	3667	1	0	0	1	0	0	0	0	0	hsa-miR-30b-5p	0.0148	0.1003	0.4677	-0.26	-0.28	0.78	2009, 2011
AIDA	ENST00000340020.6	axin interactor, dorsalization associated 	48	1	0	0	1	3	0	1	2	0	hsa-miR-30b-5p	0.0127	0.0914	0.5821	-0.26	-0.28	0.78	NULL
CUL2	ENST00000374746.1	cullin 2 	27	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0277	0.1755	0.6430	-0.26	-0.26	0.95	2005, 2007, 2009, 2011
AMOTL2	ENST00000249883.5	angiomotin like 2 	78	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0481	0.2733	0.7703	-0.26	-0.27	0.95	2005, 2007, 2009, 2011
SLC6A9	ENST00000372310.3	solute carrier family 6 (neurotransmitter transporter, glycine), member 9 	74	1	1	0	0	0	0	0	0	0	hsa-miR-30a-5p	0.0244	0.1562	0.5872	-0.26	-0.26	0.88	2007, 2009, 2011
HMGB3	ENST00000325307.7	high mobility group box 3 	295	1	0	0	1	0	0	0	0	0	hsa-miR-30e-5p	0.0185	0.1227	0.5249	-0.26	-0.26	0.78	2005, 2007, 2009, 2011
PSMD7	ENST00000219313.4	proteasome (prosome, macropain) 26S subunit, non-ATPase, 7 	826	1	0	1	0	0	0	0	0	0	hsa-miR-30a-5p	0.0142	0.0963	0.4484	-0.26	-0.32	0.64	2005, 2007, 2009, 2011
RAB8A	ENST00000300935.3	RAB8A, member RAS oncogene family 	226	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0179	0.1161	0.4537	-0.26	-0.32	0.95	2005, 2007, 2009, 2011
PCGF5	ENST00000336126.5	polycomb group ring finger 5 	176	1	0	1	0	1	0	1	0	0	hsa-miR-30e-5p	0.0132	0.0945	0.5669	-0.26	-0.38	0.71	2005, 2007, 2009, 2011
RASAL2	ENST00000448150.3	RAS protein activator like 2 	950	2	0	0	2	0	0	0	0	1	hsa-miR-30e-5p	0.0168	0.1197	0.7193	-0.26	-0.26	0.95	2005, 2007, 2011
SLC22A5	ENST00000245407.3	solute carrier family 22 (organic cation/carnitine transporter), member 5 	37	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0294	0.1847	0.6603	-0.26	-0.26	0.79	2009, 2011
GLDC	ENST00000321612.6	glycine dehydrogenase (decarboxylating) 	5	1	1	0	0	0	0	0	0	0	hsa-miR-30a-5p	0.0221	0.1436	0.5646	-0.26	-0.26	0.55	2011
RAB4B	ENST00000357052.2	RAB4B, member RAS oncogene family 	52	1	1	0	0	0	0	0	0	0	hsa-miR-30e-5p	0.0301	0.1868	0.6292	-0.26	-0.56	0.66	2005, 2007, 2009, 2011
QKI	ENST00000392127.2	QKI, KH domain containing, RNA binding 	323	1	1	0	0	2	1	0	1	2	hsa-miR-30b-5p	0.0377	0.2502	1.1933	-0.26	-0.48	0.90	2005, 2007, 2009, 2011
FAM160B1	ENST00000369248.4	family with sequence similarity 160, member B1 	91	2	2	0	0	0	0	0	0	0	hsa-miR-30a-5p	0.0853	0.4706	1.3062	-0.26	-0.34	0.99	2005, 2007, 2009, 2011
TRAF3IP2	ENST00000368761.5	TRAF3 interacting protein 2 	44	1	0	1	0	1	0	1	0	0	hsa-miR-30b-5p	0.0181	0.1219	0.5543	-0.26	-0.27	0.70	NULL
TEAD1	ENST00000361905.4	TEA domain family member 1 (SV40 transcriptional enhancer factor) 	740	1	0	0	1	0	0	0	0	5	hsa-miR-30e-5p	0.0251	0.1804	1.1270	-0.26	-0.27	0.78	2009, 2011
SEC22C	ENST00000264454.3	SEC22 vesicle trafficking protein homolog C (S. cerevisiae) 	855	1	1	0	0	0	0	0	0	1	hsa-miR-30b-5p	0.0338	0.2064	0.7281	-0.26	-0.32	0.88	2011
DPY19L1	ENST00000310974.4	dpy-19-like 1 (C. elegans) 	80	1	1	0	0	2	0	2	0	0	hsa-miR-30e-5p	0.0292	0.1798	0.7272	-0.26	-0.60	0.86	2009, 2011
TNPO1	ENST00000337273.5	transportin 1 	2041	1	0	1	0	1	0	0	1	2	hsa-miR-30e-5p	0.0269	0.1874	1.0128	-0.26	-0.29	0.93	2007, 2009, 2011
ITSN1	ENST00000379960.5	intersectin 1 (SH3 domain protein) 	194	1	1	0	0	0	0	0	0	1	hsa-miR-30a-5p	0.0489	0.2753	0.7628	-0.26	-0.27	0.90	2005, 2007, 2009, 2011
TAF4B	ENST00000269142.5	TAF4b RNA polymerase II, TATA box binding protein (TBP)-associated factor, 105kDa 	52	1	1	0	0	0	0	0	0	0	hsa-miR-30a-5p	0.0528	0.2938	0.7850	-0.26	-0.26	0.94	2009, 2011
NFAT5	ENST00000354436.2	nuclear factor of activated T-cells 5, tonicity-responsive 	128	3	1	1	1	1	1	0	0	0	hsa-miR-30e-5p	0.0384	0.2585	1.1881	-0.26	-0.35	0.97	2005, 2007, 2009, 2011
SEMA3A	ENST00000265362.4	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A 	162	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0494	0.2823	0.8160	-0.26	-0.26	0.95	2005, 2007, 2009, 2011
INSIG2	ENST00000245787.4	insulin induced gene 2 	562	1	0	1	0	1	0	1	0	0	hsa-miR-30a-5p	0.0115	0.0798	0.4240	-0.26	-0.35	0.70	2005, 2007, 2009, 2011
KPNA3	ENST00000261667.3	karyopherin alpha 3 (importin alpha 4) 	104	2	0	2	0	1	0	1	0	0	hsa-miR-30b-5p	0.0148	0.1039	0.5685	-0.25	-0.54	0.88	2005, 2007, 2009, 2011
FIGN	ENST00000333129.3	fidgetin 	10	2	0	2	0	0	0	0	0	1	hsa-miR-30b-5p	0.0257	0.1785	0.9449	-0.25	-0.34	0.90	2009, 2011
ACTN1	ENST00000193403.6	actinin, alpha 1 	10087	1	0	0	1	0	0	0	0	0	hsa-miR-30b-5p	0.0127	0.0869	0.4128	-0.25	-0.25	0.78	2005, 2007, 2009, 2011
LMBR1	ENST00000353442.5	limb development membrane protein 1 	1435	2	2	0	0	0	0	0	0	1	hsa-miR-30b-5p	0.0331	0.2134	0.8688	-0.25	-0.41	0.85	2009, 2011
MBNL2	ENST00000345429.6	muscleblind-like splicing regulator 2 	34	1	0	1	0	0	0	0	0	2	hsa-miR-30e-5p	0.0182	0.1241	0.6202	-0.25	-0.37	0.69	2007, 2009, 2011
PVRL3	ENST00000319792.3	poliovirus receptor-related 3 	361	1	0	1	0	1	0	1	0	0	hsa-miR-30b-5p	0.0127	0.0898	0.5088	-0.25	-0.34	0.63	NULL
NAV3	ENST00000228327.6	neuron navigator 3 	277	2	0	0	2	0	0	0	0	0	hsa-miR-30a-5p	0.0275	0.1885	0.9117	-0.25	-0.25	0.95	2005, 2007, 2009, 2011
GOLGA1	ENST00000373555.4	golgin A1 	334	1	1	0	0	0	0	0	0	1	hsa-miR-30b-5p	0.0423	0.2515	0.7970	-0.25	-0.25	0.95	2005, 2007, 2009, 2011
RNF122	ENST00000256257.1	ring finger protein 122 	16	1	1	0	0	0	0	0	0	0	hsa-miR-30e-5p	0.0152	0.1025	0.4577	-0.25	-0.25	0.93	2005, 2007, 2009, 2011
PLEKHO2	ENST00000323544.4	pleckstrin homology domain containing, family O member 2 	279	2	0	1	1	0	0	0	0	0	hsa-miR-30b-5p	0.0311	0.2062	0.8898	-0.25	-0.25	0.94	2009, 2011
VOPP1	ENST00000285279.5	vesicular, overexpressed in cancer, prosurvival protein 1 	82	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0286	0.1794	0.6342	-0.25	-0.25	0.92	2007, 2009, 2011
SCN3A	ENST00000360093.3	sodium channel, voltage-gated, type III, alpha subunit 	5	1	1	0	0	1	0	0	1	1	hsa-miR-30e-5p	0.0687	0.3830	1.1906	-0.25	-0.25	0.90	2005, 2007, 2009, 2011
ITGA4	ENST00000397033.2	integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor) 	29	1	1	0	0	0	0	0	0	0	hsa-miR-30e-5p	0.0168	0.1136	0.5339	-0.25	-0.25	0.75	2009, 2011
KCTD8	ENST00000360029.3	potassium channel tetramerization domain containing 8 	5	1	0	1	0	0	0	0	0	0	hsa-miR-30e-5p	0.0153	0.1040	0.4898	-0.25	-0.25	0.40	2005, 2007
SOX4	ENST00000244745.1	SRY (sex determining region Y)-box 4 	2736	1	1	0	0	0	0	0	0	1	hsa-miR-30a-5p	0.0315	0.1969	0.7065	-0.25	-0.28	0.95	2005, 2007, 2009, 2011
EPC1	ENST00000319778.6	enhancer of polycomb homolog 1 (Drosophila) 	102	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0210	0.1372	0.5518	-0.25	-0.25	0.89	NULL
JAK1	ENST00000342505.4	Janus kinase 1 	139	1	0	1	0	0	0	0	0	0	hsa-miR-30b-5p	0.0151	0.1033	0.5006	-0.25	-0.25	0.69	2009, 2011
DGKE	ENST00000284061.3	diacylglycerol kinase, epsilon 64kDa 	470	1	0	1	0	0	0	0	0	1	hsa-miR-30b-5p	0.0242	0.1655	0.8430	-0.25	-0.28	0.62	NULL
SLC35A3	ENST00000465289.1	solute carrier family 35 (UDP-N-acetylglucosamine (UDP-GlcNAc) transporter), member A3 	191	1	1	0	0	2	1	1	0	0	hsa-miR-30c-5p	0.0170	0.1194	0.6587	-0.25	-0.49	0.25	NULL
IQCG	ENST00000265239.6	IQ motif containing G 	22	1	1	0	0	0	0	0	0	0	hsa-miR-30a-5p	0.0119	0.0824	0.4251	-0.25	-0.35	0.49	NULL
SPHKAP	ENST00000392056.3	SPHK1 interactor, AKAP domain containing 	5	1	0	1	0	0	0	0	0	0	hsa-miR-30e-5p	0.0159	0.1070	0.4814	-0.25	-0.25	0.70	2005, 2007, 2009, 2011
EAF1	ENST00000396842.2	ELL associated factor 1 	63	1	1	0	0	0	0	0	0	0	hsa-miR-30a-5p	0.0141	0.0962	0.4636	-0.25	-0.26	0.94	2005, 2007, 2009, 2011
BCL2L11	ENST00000393256.3	BCL2-like 11 (apoptosis facilitator) 	105	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0216	0.1399	0.5403	-0.25	-0.25	0.84	2005, 2007, 2009, 2011
GALNT3	ENST00000392701.3	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 3 (GalNAc-T3) 	40	1	1	0	0	0	0	0	0	1	hsa-miR-30a-5p	0.0388	0.2352	0.7875	-0.25	-0.25	0.95	2005, 2007, 2009, 2011
TBPL1	ENST00000237264.4	TBP-like 1 	69	1	0	0	1	0	0	0	0	0	hsa-miR-30e-5p	0.0133	0.0932	0.5092	-0.25	-0.25	0.78	2005, 2007, 2009, 2011
