Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
AL645728.1	ENST00000366221.2	Uncharacterized protein  	8	3	0	1	2	0	hsa-miR-3200-3p	0.0095	0.0658	0.3380	-0.22	-0.66	N/A
YEATS2	ENST00000305135.5	YEATS domain containing 2 	499	1	0	1	0	0	hsa-miR-3200-3p	0.0198	0.1352	0.6614	-0.22	-0.22	N/A
TXNRD1	ENST00000378070.4	thioredoxin reductase 1 	1255	1	0	1	0	0	hsa-miR-3200-3p	0.0178	0.1187	0.5127	-0.22	-0.22	N/A
RP6-24A23.6	ENST00000563887.1	Uncharacterized protein  	937	1	0	1	0	0	hsa-miR-3200-3p	0.0184	0.1223	0.5328	-0.22	-0.26	N/A
TMEM144	ENST00000296529.6	transmembrane protein 144 	131	1	0	1	0	0	hsa-miR-3200-3p	0.0111	0.0770	0.4031	-0.22	-0.23	N/A
TSHZ2	ENST00000371497.5	teashirt zinc finger homeobox 2 	351	2	0	2	0	3	hsa-miR-3200-3p	0.0575	0.3766	1.6272	-0.22	-0.22	N/A
KAT2B	ENST00000263754.4	K(lysine) acetyltransferase 2B 	117	1	0	1	0	0	hsa-miR-3200-3p	0.0297	0.1912	0.7711	-0.22	-0.22	N/A
SNAP29	ENST00000215730.7	synaptosomal-associated protein, 29kDa 	766	2	1	1	0	0	hsa-miR-3200-3p	0.0131	0.0870	0.3826	-0.22	-0.49	N/A
SUMO3	ENST00000332859.6	small ubiquitin-like modifier 3 	11677	1	0	1	0	0	hsa-miR-3200-3p	0.0059	0.0419	0.2483	-0.22	-0.27	N/A
POU6F2	ENST00000518318.2	POU class 6 homeobox 2 	5	1	0	1	0	0	hsa-miR-3200-3p	0.0148	0.1048	0.6100	-0.22	-0.22	N/A
KRTAP4-6	ENST00000345847.4	keratin associated protein 4-6 	5	1	0	1	0	0	hsa-miR-3200-3p	0.0032	0.0234	0.1504	-0.22	-0.22	N/A
URI1	ENST00000392271.1	URI1, prefoldin-like chaperone 	1221	1	0	0	1	0	hsa-miR-3200-3p	0.0055	0.0398	0.2512	-0.22	-0.22	N/A
KLK2	ENST00000358049.4	kallikrein-related peptidase 2 	5	1	0	0	1	2	hsa-miR-3200-3p	0.0105	0.0767	0.5095	-0.22	-0.22	N/A
VASH2	ENST00000366968.4	vasohibin 2 	70	1	0	1	0	0	hsa-miR-3200-3p	0.0275	0.1826	0.8147	-0.22	-0.23	N/A
CLEC9A	ENST00000355819.1	C-type lectin domain family 9, member A 	5	1	0	0	1	0	hsa-miR-3200-3p	0.0035	0.0252	0.1703	-0.22	-0.22	N/A
SLC35F1	ENST00000360388.4	solute carrier family 35, member F1 	56	1	1	0	0	1	hsa-miR-3200-3p	0.0131	0.0934	0.5499	-0.22	-0.22	N/A
ZNF286B	ENST00000285274.5	zinc finger protein 286B 	5	1	0	0	1	1	hsa-miR-3200-3p	0.0096	0.0693	0.4476	-0.22	-0.22	N/A
RGPD5	ENST00000016946.3	RANBP2-like and GRIP domain containing 5 	5	1	0	1	0	0	hsa-miR-3200-3p	0.0101	0.0708	0.3746	-0.22	-0.22	N/A
RGPD6	ENST00000329516.3	RANBP2-like and GRIP domain containing 6 	5	1	0	1	0	0	hsa-miR-3200-3p	0.0101	0.0708	0.3746	-0.22	-0.22	N/A
GPER1	ENST00000397092.1	G protein-coupled estrogen receptor 1 	284	1	0	1	0	1	hsa-miR-3200-3p	0.0224	0.1449	0.5617	-0.22	-0.24	N/A
PLEKHN1	ENST00000379410.3	pleckstrin homology domain containing, family N member 1 	5	1	0	1	0	0	hsa-miR-3200-3p	0.0168	0.1127	0.4950	-0.21	-0.21	N/A
PEX19	ENST00000368072.5	peroxisomal biogenesis factor 19 	1804	1	0	1	0	1	hsa-miR-3200-3p	0.0169	0.1139	0.5125	-0.21	-0.23	N/A
GSTK1	ENST00000358406.5	glutathione S-transferase kappa 1 	299	1	1	0	0	2	hsa-miR-3200-3p	0.0209	0.1193	0.3448	-0.21	-0.58	N/A
LAMP3	ENST00000265598.3	lysosomal-associated membrane protein 3 	11	1	0	1	0	1	hsa-miR-3200-3p	0.0061	0.0440	0.2697	-0.21	-0.21	N/A
HCAR3	ENST00000528880.2	hydroxycarboxylic acid receptor 3 	5	1	0	1	0	0	hsa-miR-3200-3p	0.0153	0.1036	0.4749	-0.21	-0.21	N/A
TMEM182	ENST00000412401.2	transmembrane protein 182 	69	1	0	1	0	0	hsa-miR-3200-3p	0.0050	0.0360	0.2165	-0.21	-0.21	N/A
CACNB4	ENST00000539935.1	calcium channel, voltage-dependent, beta 4 subunit 	57	1	0	1	0	1	hsa-miR-3200-3p	0.0187	0.1274	0.6151	-0.21	-0.23	N/A
HDAC6	ENST00000334136.5	histone deacetylase 6 	68	1	0	1	0	0	hsa-miR-3200-3p	0.0078	0.0548	0.2975	-0.21	-0.28	N/A
ALDH3B2	ENST00000530069.1	aldehyde dehydrogenase 3 family, member B2 	5	1	0	1	0	0	hsa-miR-3200-3p	0.0114	0.0783	0.3856	-0.21	-0.21	N/A
NICN1	ENST00000273598.3	nicolin 1 	244	1	0	1	0	0	hsa-miR-3200-3p	0.0062	0.0444	0.2586	-0.21	-0.22	N/A
MAPKAPK2	ENST00000294981.4	mitogen-activated protein kinase-activated protein kinase 2 	178	1	0	1	0	1	hsa-miR-3200-3p	0.0240	0.1538	0.5822	-0.21	-0.22	N/A
ST8SIA4	ENST00000231461.5	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4 	5	1	1	0	0	0	hsa-miR-3200-3p	0.0144	0.1003	0.5257	-0.21	-0.21	N/A
PIGL	ENST00000225609.5	phosphatidylinositol glycan anchor biosynthesis, class L 	45	2	1	1	0	0	hsa-miR-3200-3p	0.0095	0.0638	0.2920	-0.21	-0.68	N/A
C2orf15	ENST00000512183.2	chromosome 2 open reading frame 15 	246	1	0	1	0	0	hsa-miR-3200-3p	0.0095	0.0662	0.3383	-0.21	-0.22	N/A
MRPL30	ENST00000338148.3	mitochondrial ribosomal protein L30 	246	1	0	1	0	0	hsa-miR-3200-3p	0.0095	0.0662	0.3383	-0.21	-0.22	N/A
TPMT	ENST00000309983.4	thiopurine S-methyltransferase 	155	1	0	1	0	1	hsa-miR-3200-3p	0.0166	0.1095	0.4635	-0.21	-0.28	N/A
VCPIP1	ENST00000310421.4	valosin containing protein (p97)/p47 complex interacting protein 1 	228	2	0	1	1	1	hsa-miR-3200-3p	0.0246	0.1611	0.6968	-0.21	-0.27	N/A
IL12RB2	ENST00000262345.1	interleukin 12 receptor, beta 2 	5	1	0	0	1	1	hsa-miR-3200-3p	0.0091	0.0656	0.4071	-0.21	-0.21	N/A
SOCS6	ENST00000397942.3	suppressor of cytokine signaling 6 	140	1	0	1	0	0	hsa-miR-3200-3p	0.0134	0.0924	0.4742	-0.21	-0.21	N/A
HCAR2	ENST00000328880.5	hydroxycarboxylic acid receptor 2 	5	1	0	1	0	0	hsa-miR-3200-3p	0.0177	0.1185	0.5179	-0.21	-0.21	N/A
PROX1	ENST00000366958.4	prospero homeobox 1 	131	1	1	0	0	0	hsa-miR-3200-3p	0.0216	0.1427	0.6160	-0.21	-0.22	N/A
ANKRD42	ENST00000393389.3	ankyrin repeat domain 42 	224	2	0	0	2	0	hsa-miR-3200-3p	0.0062	0.0446	0.2751	-0.21	-0.22	N/A
PSAT1	ENST00000376588.3	phosphoserine aminotransferase 1 	11	1	0	1	0	1	hsa-miR-3200-3p	0.0104	0.0712	0.3586	-0.21	-0.33	N/A
POPDC2	ENST00000264231.3	popeye domain containing 2 	7	1	0	1	0	0	hsa-miR-3200-3p	0.0087	0.0608	0.3236	-0.21	-0.21	N/A
LATS2	ENST00000382592.4	large tumor suppressor kinase 2 	464	1	0	1	0	0	hsa-miR-3200-3p	0.0334	0.2037	0.6622	-0.21	-0.21	N/A
NPHS2	ENST00000367615.4	nephrosis 2, idiopathic, steroid-resistant (podocin) 	5	1	0	1	0	0	hsa-miR-3200-3p	0.0066	0.0469	0.2738	-0.21	-0.21	N/A
TSPYL6	ENST00000317802.7	TSPY-like 6 	5	1	0	1	0	0	hsa-miR-3200-3p	0.0100	0.0698	0.3656	-0.21	-0.21	N/A
KPNA4	ENST00000334256.4	karyopherin alpha 4 (importin alpha 3) 	111	2	0	2	0	2	hsa-miR-3200-3p	0.0229	0.1518	0.6929	-0.21	-0.31	N/A
TMOD3	ENST00000308580.7	tropomodulin 3 (ubiquitous) 	1533	1	0	1	0	0	hsa-miR-3200-3p	0.0151	0.1070	0.6106	-0.21	-0.23	N/A
DOCK4	ENST00000428084.1	dedicator of cytokinesis 4 	211	1	0	1	0	1	hsa-miR-3200-3p	0.0115	0.0817	0.4739	-0.21	-0.21	N/A
HRH1	ENST00000397056.1	histamine receptor H1 	130	1	0	1	0	2	hsa-miR-3200-3p	0.0212	0.1400	0.5907	-0.21	-0.21	N/A
FAM76A	ENST00000373954.6	family with sequence similarity 76, member A 	173	1	0	1	0	0	hsa-miR-3200-3p	0.0267	0.1758	0.7513	-0.21	-0.21	N/A
OXTR	ENST00000316793.3	oxytocin receptor 	24	1	0	1	0	2	hsa-miR-3200-3p	0.0104	0.0753	0.4790	-0.21	-0.26	N/A
GLYATL1	ENST00000300079.5	glycine-N-acyltransferase-like 1 	5	1	0	1	0	1	hsa-miR-3200-3p	0.0123	0.0868	0.4890	-0.21	-0.21	N/A
LRRC7	ENST00000310961.5	leucine rich repeat containing 7 	18	2	0	0	2	0	hsa-miR-3200-3p	0.0058	0.0419	0.2796	-0.21	-0.21	N/A
CTB-96E2.2	ENST00000555059.2	Uncharacterized protein  	5	1	0	0	1	0	hsa-miR-3200-3p	0.0013	0.0098	0.0684	-0.21	-0.21	N/A
ACSL4	ENST00000469796.2	acyl-CoA synthetase long-chain family member 4 	229	1	1	0	0	0	hsa-miR-3200-3p	0.0263	0.1690	0.7230	-0.21	-0.39	N/A
GPR34	ENST00000378142.4	G protein-coupled receptor 34 	5	2	0	0	2	0	hsa-miR-3200-3p	0.0062	0.0449	0.2917	-0.21	-0.32	N/A
TIRAP	ENST00000392679.1	toll-interleukin 1 receptor (TIR) domain containing adaptor protein 	82	1	0	1	0	1	hsa-miR-3200-3p	0.0053	0.0380	0.2338	-0.21	-0.21	N/A
FBXO40	ENST00000338040.4	F-box protein 40 	5	1	0	1	0	0	hsa-miR-3200-3p	0.0247	0.1603	0.6358	-0.20	-0.20	N/A
UBALD1	ENST00000590965.1	UBA-like domain containing 1 	41	1	0	1	0	0	hsa-miR-3200-3p	0.0059	0.0422	0.2454	-0.20	-0.20	N/A
CBLN3	ENST00000267406.6	cerebellin 3 precursor 	30	1	0	1	0	0	hsa-miR-3200-3p	0.0044	0.0314	0.1930	-0.20	-0.20	N/A
ITK	ENST00000422843.3	IL2-inducible T-cell kinase 	5	1	0	1	0	0	hsa-miR-3200-3p	0.0280	0.1791	0.6952	-0.20	-0.20	N/A
PDCL	ENST00000259467.4	phosducin-like 	154	2	0	0	2	1	hsa-miR-3200-3p	0.0080	0.0582	0.3863	-0.20	-0.24	N/A
SLC39A14	ENST00000381237.1	solute carrier family 39 (zinc transporter), member 14 	2413	1	0	1	0	0	hsa-miR-3200-3p	0.0229	0.1565	0.7588	-0.20	-0.20	N/A
HARS2	ENST00000435019.2	histidyl-tRNA synthetase 2, mitochondrial 	150	1	0	0	1	0	hsa-miR-3200-3p	0.0058	0.0420	0.2717	-0.20	-0.20	N/A
CLCN3	ENST00000513761.1	chloride channel, voltage-sensitive 3 	1142	1	0	1	0	0	hsa-miR-3200-3p	0.0074	0.0530	0.3126	-0.20	-0.20	N/A
ZBTB22	ENST00000418724.1	zinc finger and BTB domain containing 22 	550	1	0	0	1	1	hsa-miR-3200-3p	0.0039	0.0288	0.2003	-0.20	-0.20	N/A
ST3GAL1	ENST00000319914.5	ST3 beta-galactoside alpha-2,3-sialyltransferase 1 	59	1	0	1	0	0	hsa-miR-3200-3p	0.0094	0.0658	0.3531	-0.20	-0.20	N/A
AL033381.1	ENST00000314040.1	Uncharacterized protein; cDNA FLJ34594 fis, clone KIDNE2009109  	5	1	0	1	0	0	hsa-miR-3200-3p	0.0192	0.1298	0.6047	-0.20	-0.20	N/A
ARHGEF5	ENST00000056217.5	Rho guanine nucleotide exchange factor (GEF) 5 	200	1	0	1	0	0	hsa-miR-3200-3p	0.0098	0.0694	0.3938	-0.20	-0.22	N/A
KCNN2	ENST00000512097.3	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 2 	5	1	0	0	1	0	hsa-miR-3200-3p	0.0035	0.0252	0.1662	-0.20	-0.20	N/A
LYL1	ENST00000264824.4	lymphoblastic leukemia derived sequence 1 	39	1	0	1	0	0	hsa-miR-3200-3p	0.0017	0.0126	0.0859	-0.20	-0.20	N/A
C21orf49	ENST00000382375.4	chromosome 21 open reading frame 49 	5	1	0	1	0	1	hsa-miR-3200-3p	0.0076	0.0550	0.3492	-0.20	-0.20	N/A
TMEM123	ENST00000361236.3	transmembrane protein 123 	2135	1	0	0	1	0	hsa-miR-3200-3p	0.0035	0.0250	0.1594	-0.20	-0.20	N/A
SNX29	ENST00000566228.1	sorting nexin 29 	266	1	0	1	0	0	hsa-miR-3200-3p	0.0191	0.1304	0.6403	-0.20	-0.20	N/A
IL6ST	ENST00000381287.4	interleukin 6 signal transducer (gp130, oncostatin M receptor) 	213	1	0	1	0	0	hsa-miR-3200-3p	0.0302	0.2013	0.9269	-0.20	-0.20	N/A
AP001652.1	ENST00000454512.1	Uncharacterized protein; cDNA FLJ60524  	5	1	0	0	1	0	hsa-miR-3200-3p	0.0042	0.0304	0.1883	-0.20	-0.20	N/A
AMOT	ENST00000304758.1	angiomotin 	515	2	0	1	1	0	hsa-miR-3200-3p	0.0220	0.1513	0.7719	-0.20	-0.23	N/A
MTM1	ENST00000542741.1	myotubularin 1 	68	1	0	1	0	0	hsa-miR-3200-3p	0.0229	0.1463	0.5379	-0.20	-0.22	N/A
MTMR9	ENST00000221086.3	myotubularin related protein 9 	400	2	0	0	2	0	hsa-miR-3200-3p	0.0080	0.0584	0.3829	-0.20	-0.21	N/A
FAM199X	ENST00000493442.1	family with sequence similarity 199, X-linked 	856	3	0	1	2	2	hsa-miR-3200-3p	0.0144	0.1038	0.6689	-0.20	-0.22	N/A
RASSF6	ENST00000307439.5	Ras association (RalGDS/AF-6) domain family member 6 	11	3	0	0	3	0	hsa-miR-3200-3p	0.0089	0.0644	0.4151	-0.20	-0.26	N/A
C22orf46	ENST00000402966.1	chromosome 22 open reading frame 46 	70	1	0	1	0	3	hsa-miR-3200-3p	0.0176	0.1268	0.7939	-0.20	-0.20	N/A
SMTNL1	ENST00000457912.1	smoothelin-like 1 	5	1	0	1	0	0	hsa-miR-3200-3p	0.0085	0.0605	0.3549	-0.20	-0.20	N/A
SEPT9	ENST00000431235.2	septin 9 	7738	1	0	1	0	0	hsa-miR-3200-3p	0.0156	0.1080	0.5610	-0.20	-0.20	N/A
NLGN4X	ENST00000381095.3	neuroligin 4, X-linked 	5	1	0	1	0	0	hsa-miR-3200-3p	0.0206	0.1357	0.5603	-0.20	-0.20	N/A
MDM4	ENST00000391947.2	Mdm4 p53 binding protein homolog (mouse) 	443	2	1	0	1	2	hsa-miR-3200-3p	0.0155	0.1114	0.6957	-0.20	-0.22	N/A
ITFG3	ENST00000600536.1	Protein ITFG3; Uncharacterized protein; cDNA FLJ60496  	5	1	0	0	1	0	hsa-miR-3200-3p	0.0031	0.0223	0.1444	-0.20	-0.20	N/A
VTI1A	ENST00000393077.2	vesicle transport through interaction with t-SNAREs 1A 	376	1	0	1	0	1	hsa-miR-3200-3p	0.0270	0.1792	0.7962	-0.20	-0.24	N/A
TACR3	ENST00000304883.2	tachykinin receptor 3 	5	1	0	1	0	1	hsa-miR-3200-3p	0.0171	0.1198	0.6585	-0.20	-0.20	N/A
ZSWIM3	ENST00000255152.2	zinc finger, SWIM-type containing 3 	52	1	0	1	0	0	hsa-miR-3200-3p	0.0094	0.0676	0.4162	-0.20	-0.20	N/A
RSPO3	ENST00000356698.4	R-spondin 3 	118	1	0	0	1	0	hsa-miR-3200-3p	0.0043	0.0314	0.2107	-0.20	-0.20	N/A
RUFY1	ENST00000377001.2	RUN and FYVE domain containing 1 	187	1	0	1	0	0	hsa-miR-3200-3p	0.0040	0.0289	0.1871	-0.20	-0.20	N/A
SEMA6A	ENST00000343348.6	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A 	106	1	0	1	0	0	hsa-miR-3200-3p	0.0121	0.0848	0.4548	-0.20	-0.20	N/A
SLC26A2	ENST00000286298.4	solute carrier family 26 (anion exchanger), member 2 	748	1	1	0	0	1	hsa-miR-3200-3p	0.0347	0.2204	0.8727	-0.20	-0.20	N/A
SPIN1	ENST00000375859.3	spindlin 1 	686	1	0	1	0	0	hsa-miR-3200-3p	0.0195	0.1283	0.5197	-0.19	-0.20	N/A
OPA3	ENST00000263275.4	optic atrophy 3 (autosomal recessive, with chorea and spastic paraplegia) 	137	2	0	2	0	3	hsa-miR-3200-3p	0.0127	0.0908	0.5431	-0.19	-0.21	N/A
TMEM216	ENST00000334888.5	transmembrane protein 216 	616	1	0	1	0	0	hsa-miR-3200-3p	0.0023	0.0165	0.1105	-0.19	-0.19	N/A
B4GALT1	ENST00000379731.4	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1 	2265	1	0	1	0	0	hsa-miR-3200-3p	0.0093	0.0652	0.3443	-0.19	-0.19	N/A
SEC23IP	ENST00000369075.3	SEC23 interacting protein 	765	2	0	1	1	0	hsa-miR-3200-3p	0.0087	0.0613	0.3345	-0.19	-0.22	N/A
CHCHD1	ENST00000372837.3	coiled-coil-helix-coiled-coil-helix domain containing 1 	97	1	0	1	0	0	hsa-miR-3200-3p	0.0059	0.0413	0.2240	-0.19	-0.27	N/A
TBC1D9B	ENST00000519746.1	TBC1 domain family, member 9B (with GRAM domain) 	5042	1	0	1	0	1	hsa-miR-3200-3p	0.0108	0.0750	0.3875	-0.19	-0.19	N/A
AGXT	ENST00000307503.3	alanine-glyoxylate aminotransferase 	365	1	0	1	0	0	hsa-miR-3200-3p	0.0058	0.0419	0.2574	-0.19	-0.19	N/A
SLC23A3	ENST00000396775.3	solute carrier family 23, member 3 	9	1	0	1	0	0	hsa-miR-3200-3p	0.0044	0.0315	0.1938	-0.19	-0.19	N/A
SAMD4A	ENST00000392067.3	sterile alpha motif domain containing 4A 	449	1	0	1	0	1	hsa-miR-3200-3p	0.0184	0.1269	0.6603	-0.19	-0.22	N/A
FIGN	ENST00000333129.3	fidgetin 	10	2	0	2	0	1	hsa-miR-3200-3p	0.0335	0.2285	1.1145	-0.19	-0.26	N/A
SLC25A48	ENST00000274513.5	solute carrier family 25, member 48 	5	1	0	0	1	0	hsa-miR-3200-3p	0.0043	0.0313	0.2153	-0.19	-0.19	N/A
SLC16A3	ENST00000581287.1	solute carrier family 16 (monocarboxylate transporter), member 3 	16333	1	0	1	0	2	hsa-miR-3200-3p	0.0039	0.0284	0.1779	-0.19	-0.23	N/A
ZNF569	ENST00000392149.2	zinc finger protein 569 	34	2	0	0	2	1	hsa-miR-3200-3p	0.0054	0.0392	0.2655	-0.19	-0.29	N/A
SLC25A30	ENST00000539591.1	solute carrier family 25, member 30 	92	1	0	1	0	1	hsa-miR-3200-3p	0.0124	0.0880	0.4979	-0.19	-0.20	N/A
AURKA	ENST00000395907.1	aurora kinase A 	435	1	0	1	0	0	hsa-miR-3200-3p	0.0089	0.0621	0.3284	-0.19	-0.19	N/A
GINS1	ENST00000429262.2	GINS complex subunit 1 (Psf1 homolog) 	56	1	0	1	0	1	hsa-miR-3200-3p	0.0112	0.0771	0.3907	-0.19	-0.23	N/A
SYT6	ENST00000607941.1	synaptotagmin VI 	5	2	0	0	2	2	hsa-miR-3200-3p	0.0048	0.0351	0.2373	-0.19	-0.19	N/A
SH3BGRL2	ENST00000369838.4	SH3 domain binding glutamic acid-rich protein like 2 	32	1	1	0	0	0	hsa-miR-3200-3p	0.0140	0.0850	0.2760	-0.19	-0.55	N/A
TCEANC	ENST00000380600.1	transcription elongation factor A (SII) N-terminal and central domain containing 	21	1	0	1	0	0	hsa-miR-3200-3p	0.0078	0.0535	0.2621	-0.19	-0.29	N/A
INIP	ENST00000374242.4	INTS3 and NABP interacting protein 	423	1	0	1	0	0	hsa-miR-3200-3p	0.0095	0.0662	0.3398	-0.19	-0.22	N/A
GPR55	ENST00000392040.1	G protein-coupled receptor 55 	5	1	0	1	0	0	hsa-miR-3200-3p	0.0135	0.0927	0.4454	-0.19	-0.19	N/A
AC016559.1	ENST00000594347.1	Uncharacterized protein  	15	1	0	0	1	1	hsa-miR-3200-3p	0.0113	0.0820	0.5375	-0.19	-0.19	N/A
PIP5KL1	ENST00000388747.4	phosphatidylinositol-4-phosphate 5-kinase-like 1 	12	2	0	2	0	1	hsa-miR-3200-3p	0.0082	0.0582	0.3455	-0.19	-0.32	N/A
TMEM245	ENST00000374586.3	transmembrane protein 245 	1320	1	0	1	0	0	hsa-miR-3200-3p	0.0127	0.0893	0.4900	-0.19	-0.20	N/A
CREG2	ENST00000324768.5	cellular repressor of E1A-stimulated genes 2 	38	1	1	0	0	1	hsa-miR-3200-3p	0.0223	0.1435	0.5784	-0.19	-0.26	N/A
WNT3	ENST00000225512.5	wingless-type MMTV integration site family, member 3 	46	1	0	1	0	0	hsa-miR-3200-3p	0.0070	0.0502	0.3185	-0.19	-0.19	N/A
OR9Q1	ENST00000335397.3	olfactory receptor, family 9, subfamily Q, member 1 	5	1	0	0	1	1	hsa-miR-3200-3p	0.0035	0.0256	0.1743	-0.19	-0.19	N/A
NANP	ENST00000304788.3	N-acetylneuraminic acid phosphatase 	78	1	0	0	1	0	hsa-miR-3200-3p	0.0091	0.0661	0.4297	-0.19	-0.19	N/A
TPRA1	ENST00000296210.7	transmembrane protein, adipocyte asscociated 1 	44	1	0	1	0	0	hsa-miR-3200-3p	0.0058	0.0415	0.2425	-0.19	-0.19	N/A
ARL10	ENST00000310389.5	ADP-ribosylation factor-like 10 	236	1	0	1	0	6	hsa-miR-3200-3p	0.0274	0.1867	0.9580	-0.19	-0.22	N/A
PARM1	ENST00000513238.1	prostate androgen-regulated mucin-like protein 1 	161	1	0	1	0	0	hsa-miR-3200-3p	0.0131	0.0873	0.3836	-0.19	-0.28	N/A
AFAP1	ENST00000360265.4	actin filament associated protein 1 	1966	1	1	0	0	0	hsa-miR-3200-3p	0.0268	0.1727	0.7050	-0.19	-0.21	N/A
MUC21	ENST00000376296.3	mucin 21, cell surface associated 	5	2	0	1	1	1	hsa-miR-3200-3p	0.0056	0.0411	0.2789	-0.18	-0.18	N/A
CNTD1	ENST00000588408.1	cyclin N-terminal domain containing 1 	7	1	0	0	1	0	hsa-miR-3200-3p	0.0027	0.0194	0.1295	-0.18	-0.18	N/A
TNN	ENST00000239462.4	tenascin N 	17	1	0	1	0	0	hsa-miR-3200-3p	0.0035	0.0252	0.1641	-0.18	-0.18	N/A
AC117395.1	ENST00000593416.1	LOC646903 protein; Uncharacterized protein  	22	1	0	0	1	0	hsa-miR-3200-3p	0.0047	0.0343	0.2213	-0.18	-0.18	N/A
RAB11FIP4	ENST00000325874.8	RAB11 family interacting protein 4 (class II) 	169	2	0	2	0	1	hsa-miR-3200-3p	0.0173	0.1200	0.6128	-0.18	-0.23	N/A
CLIC4	ENST00000374379.4	chloride intracellular channel 4 	226	1	0	0	1	2	hsa-miR-3200-3p	0.0056	0.0400	0.2451	-0.18	-0.23	N/A
ZNF705G	ENST00000400156.4	zinc finger protein 705G 	5	1	0	0	1	0	hsa-miR-3200-3p	0.0037	0.0275	0.1950	-0.18	-0.18	N/A
CDR2L	ENST00000337231.5	cerebellar degeneration-related protein 2-like 	28	1	0	1	0	0	hsa-miR-3200-3p	0.0073	0.0517	0.2936	-0.18	-0.18	N/A
TSPYL4	ENST00000420283.1	TSPY-like 4 	5	1	0	1	0	0	hsa-miR-3200-3p	0.0143	0.0985	0.5005	-0.18	-0.18	N/A
RPAP3	ENST00000005386.3	RNA polymerase II associated protein 3 	55	2	0	1	1	0	hsa-miR-3200-3p	0.0173	0.1089	0.3865	-0.18	-0.39	N/A
SGIP1	ENST00000371036.3	SH3-domain GRB2-like (endophilin) interacting protein 1 	180	2	1	0	1	0	hsa-miR-3200-3p	0.0112	0.0734	0.3101	-0.18	-0.49	N/A
SLC25A21	ENST00000331299.5	solute carrier family 25 (mitochondrial oxoadipate carrier), member 21 	110	1	0	0	1	0	hsa-miR-3200-3p	0.0045	0.0320	0.1962	-0.18	-0.18	N/A
PKIB	ENST00000258014.3	protein kinase (cAMP-dependent, catalytic) inhibitor beta 	545	1	0	0	1	0	hsa-miR-3200-3p	0.0016	0.0120	0.0828	-0.18	-0.18	N/A
INF2	ENST00000392634.4	inverted formin, FH2 and WH2 domain containing 	484	1	0	1	0	2	hsa-miR-3200-3p	0.0084	0.0592	0.3294	-0.18	-0.18	N/A
LRRC20	ENST00000355790.4	leucine rich repeat containing 20 	159	1	0	1	0	0	hsa-miR-3200-3p	0.0166	0.1170	0.6513	-0.18	-0.18	N/A
ZNF829	ENST00000520965.1	zinc finger protein 829 	103	1	0	0	1	0	hsa-miR-3200-3p	0.0085	0.0618	0.4121	-0.18	-0.18	N/A
C9orf57	ENST00000377024.3	chromosome 9 open reading frame 57 	5	1	0	0	1	0	hsa-miR-3200-3p	0.0035	0.0252	0.1641	-0.18	-0.18	N/A
SH2D5	ENST00000375031.1	SH2 domain containing 5 	7	1	0	1	0	0	hsa-miR-3200-3p	0.0067	0.0488	0.3182	-0.18	-0.18	N/A
LIN7A	ENST00000552864.1	lin-7 homolog A (C. elegans) 	86	1	1	0	0	1	hsa-miR-3200-3p	0.0059	0.0405	0.2037	-0.18	-0.41	N/A
PHF21A	ENST00000257821.4	PHD finger protein 21A 	301	1	0	0	1	1	hsa-miR-3200-3p	0.0058	0.0424	0.2789	-0.18	-0.19	N/A
PIANP	ENST00000534837.1	PILR alpha associated neural protein 	8	1	1	0	0	0	hsa-miR-3200-3p	0.0082	0.0555	0.2707	-0.18	-0.54	N/A
KCNE1	ENST00000399289.3	potassium voltage-gated channel, Isk-related family, member 1 	5	1	0	1	0	0	hsa-miR-3200-3p	0.0127	0.0868	0.4125	-0.18	-0.18	N/A
SHOC2	ENST00000369452.4	soc-2 suppressor of clear homolog (C. elegans) 	437	1	0	1	0	1	hsa-miR-3200-3p	0.0155	0.1080	0.5761	-0.18	-0.18	N/A
STAC	ENST00000273183.3	SH3 and cysteine rich domain 	172	1	0	1	0	0	hsa-miR-3200-3p	0.0093	0.0651	0.3422	-0.18	-0.18	N/A
UBR7	ENST00000013070.6	ubiquitin protein ligase E3 component n-recognin 7 (putative) 	468	1	0	1	0	1	hsa-miR-3200-3p	0.0129	0.0895	0.4637	-0.18	-0.21	N/A
CASZ1	ENST00000377022.3	castor zinc finger 1 	5	1	0	1	0	0	hsa-miR-3200-3p	0.0165	0.1147	0.6031	-0.18	-0.18	N/A
CRKL	ENST00000354336.3	v-crk avian sarcoma virus CT10 oncogene homolog-like 	2142	1	0	1	0	0	hsa-miR-3200-3p	0.0179	0.1233	0.6196	-0.18	-0.18	N/A
NRG4	ENST00000394907.3	neuregulin 4 	73	1	0	1	0	0	hsa-miR-3200-3p	0.0149	0.0983	0.4188	-0.18	-0.28	N/A
