Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
GPR75	ENST00000394705.2	G protein-coupled receptor 75 	35	4	1	2	1	1	hsa-miR-627-3p				-0.22	-0.26	N/A
LETMD1	ENST00000380123.2	LETM1 domain containing 1 	1619	4	0	2	2	0	hsa-miR-627-3p				-0.22	-0.29	N/A
GORAB	ENST00000367763.3	golgin, RAB6-interacting 	60	1	0	1	0	0	hsa-miR-627-3p				-0.22	-0.22	N/A
AC000003.2	ENST00000581040.1	CDNA FLJ25865 fis, clone CBR01927  	5	1	1	0	0	0	hsa-miR-627-3p				-0.22	-0.22	N/A
ARPC3	ENST00000228825.7	actin related protein 2/3 complex, subunit 3, 21kDa 	323	1	1	0	0	0	hsa-miR-627-3p				-0.22	-0.22	N/A
KCTD14	ENST00000353172.5	potassium channel tetramerization domain containing 14 	5	1	1	0	0	0	hsa-miR-627-3p				-0.22	-0.22	N/A
BCAS1	ENST00000371440.3	breast carcinoma amplified sequence 1 	0	2	1	0	1	0	hsa-miR-627-3p				-0.22	-0.22	N/A
RPL34	ENST00000394668.2	ribosomal protein L34 	624	5	1	1	3	0	hsa-miR-627-3p				-0.22	-0.69	N/A
RNMT	ENST00000383314.2	RNA (guanine-7-) methyltransferase 	64	2	1	1	0	0	hsa-miR-627-3p				-0.22	-0.34	N/A
PBOV1	ENST00000527246.2	prostate and breast cancer overexpressed 1 	5	2	0	1	1	1	hsa-miR-627-3p				-0.22	-0.22	N/A
UBE2E1	ENST00000306627.3	ubiquitin-conjugating enzyme E2E 1 	3195	2	1	1	0	0	hsa-miR-627-3p				-0.22	-0.29	N/A
BRD3	ENST00000303407.7	bromodomain containing 3 	77	1	1	0	0	0	hsa-miR-627-3p				-0.22	-0.22	N/A
PCDH11Y	ENST00000215473.6	protocadherin 11 Y-linked 	0	3	2	1	0	0	hsa-miR-627-3p				-0.22	-0.22	N/A
BTBD1	ENST00000379403.2	BTB (POZ) domain containing 1 	84	2	1	0	1	0	hsa-miR-627-3p				-0.22	-0.28	N/A
NOX4	ENST00000393282.2	NADPH oxidase 4 	15	1	0	1	0	0	hsa-miR-627-3p				-0.22	-0.34	N/A
ST3GAL1	ENST00000319914.5	ST3 beta-galactoside alpha-2,3-sialyltransferase 1 	59	5	1	4	0	2	hsa-miR-627-3p				-0.22	-0.26	N/A
POC1B	ENST00000378528.2	POC1 centriolar protein B 	61	5*	0	3	1	0	hsa-miR-627-3p				-0.22	-0.25	N/A
FBXO45	ENST00000311630.6	F-box protein 45 	72	4	1	1	2	2	hsa-miR-627-3p				-0.22	-0.25	N/A
PLAG1	ENST00000316981.3	pleiomorphic adenoma gene 1 	58	2	2	0	0	0	hsa-miR-627-3p				-0.22	-0.27	N/A
ZNF879	ENST00000444149.2	zinc finger protein 879 	11	2	1	1	0	0	hsa-miR-627-3p				-0.22	-0.22	N/A
EIF2A	ENST00000460851.1	eukaryotic translation initiation factor 2A, 65kDa 	3166	2	2	0	0	0	hsa-miR-627-3p				-0.22	-0.28	N/A
KLHL24	ENST00000454652.2	kelch-like family member 24 	143	5	2	1	2	0	hsa-miR-627-3p				-0.22	-0.34	N/A
STX17	ENST00000259400.6	syntaxin 17 	510	5	1	2	2	2	hsa-miR-627-3p				-0.22	-0.32	N/A
ARRDC4	ENST00000268042.6	arrestin domain containing 4 	10	5	2	3	0	1	hsa-miR-627-3p				-0.22	-0.22	N/A
CADM2	ENST00000383699.3	cell adhesion molecule 2 	5	2	0	1	1	0	hsa-miR-627-3p				-0.22	-0.22	N/A
FABP1	ENST00000393750.3	fatty acid binding protein 1, liver 	49	1	1	0	0	0	hsa-miR-627-3p				-0.22	-0.22	N/A
SMAD9	ENST00000399275.2	SMAD family member 9 	62	4	1	2	1	2	hsa-miR-627-3p				-0.22	-0.24	N/A
NEGR1	ENST00000357731.5	neuronal growth regulator 1 	28	7	3	3	1	3	hsa-miR-627-3p				-0.22	-0.67	N/A
LRRTM4	ENST00000409911.1	leucine rich repeat transmembrane neuronal 4 	5	1	1	0	0	0	hsa-miR-627-3p				-0.22	-0.22	N/A
FAM60A	ENST00000539409.1	family with sequence similarity 60, member A 	58	1	1	0	0	2	hsa-miR-627-3p				-0.22	-0.22	N/A
TUBD1	ENST00000346141.6	tubulin, delta 1 	157	2	1	1	0	0	hsa-miR-627-3p				-0.22	-0.22	N/A
PDE5A	ENST00000354960.3	phosphodiesterase 5A, cGMP-specific 	69	2	0	2	0	1	hsa-miR-627-3p				-0.22	-0.35	N/A
RBM47	ENST00000319592.4	RNA binding motif protein 47 	264	3	2	0	1	1	hsa-miR-627-3p				-0.22	-0.26	N/A
APOBEC3G	ENST00000407997.3	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3G 	38	1	0	1	0	0	hsa-miR-627-3p				-0.22	-0.22	N/A
C12orf45	ENST00000552951.1	chromosome 12 open reading frame 45 	16	1	0	0	1	0	hsa-miR-627-3p				-0.22	-0.22	N/A
ZNF788	ENST00000430298.2	zinc finger family member 788 	16	2	0	1	1	2	hsa-miR-627-3p				-0.22	-0.22	N/A
CEP57L1	ENST00000368968.2	centrosomal protein 57kDa-like 1 	90	2	2	0	0	2	hsa-miR-627-3p				-0.22	-0.61	N/A
STX11	ENST00000367568.4	syntaxin 11 	13	2	1	0	1	1	hsa-miR-627-3p				-0.22	-0.22	N/A
POU5F1B	ENST00000465342.2	POU class 5 homeobox 1B 	5	1	1	0	0	0	hsa-miR-627-3p				-0.21	-0.21	N/A
RBMS1	ENST00000348849.3	RNA binding motif, single stranded interacting protein 1 	90	1	1	0	0	0	hsa-miR-627-3p				-0.21	-0.21	N/A
ZNF441	ENST00000357901.4	zinc finger protein 441 	5	2	1	0	1	1	hsa-miR-627-3p				-0.21	-0.21	N/A
CDH1	ENST00000261769.5	cadherin 1, type 1, E-cadherin (epithelial) 	128	4	2	2	0	2	hsa-miR-627-3p				-0.21	-0.24	N/A
C2orf69	ENST00000319974.5	chromosome 2 open reading frame 69 	82	3	0	2	1	1	hsa-miR-627-3p				-0.21	-0.22	N/A
OPN3	ENST00000366554.2	opsin 3 	208	1	1	0	0	0	hsa-miR-627-3p				-0.21	-0.24	N/A
CLSTN2	ENST00000458420.3	calsyntenin 2 	119	7*	1	2	3	2	hsa-miR-627-3p				-0.21	-0.58	N/A
NOV	ENST00000259526.3	nephroblastoma overexpressed 	44	1	0	1	0	0	hsa-miR-627-3p				-0.21	-0.21	N/A
ACBD7	ENST00000356189.5	acyl-CoA binding domain containing 7 	34	1	0	1	0	0	hsa-miR-627-3p				-0.21	-0.21	N/A
CD2AP	ENST00000359314.5	CD2-associated protein 	145	2	0	2	0	0	hsa-miR-627-3p				-0.21	-0.22	N/A
EIF4EBP2	ENST00000373218.4	eukaryotic translation initiation factor 4E binding protein 2 	690	7	2	3	2	1	hsa-miR-627-3p				-0.21	-0.26	N/A
SUMO1	ENST00000392246.2	small ubiquitin-like modifier 1 	180	2	0	2	0	0	hsa-miR-627-3p				-0.21	-0.21	N/A
OOEP	ENST00000370363.1	oocyte expressed protein 	22	1	0	1	0	0	hsa-miR-627-3p				-0.21	-0.21	N/A
MRS2	ENST00000274747.7	MRS2 magnesium transporter 	826	3	0	2	1	0	hsa-miR-627-3p				-0.21	-0.25	N/A
AP006621.5	ENST00000530083.1	Protein LOC100506518  	25	1	1	0	0	0	hsa-miR-627-3p				-0.21	-0.27	N/A
TPMT	ENST00000309983.4	thiopurine S-methyltransferase 	155	2	1	1	0	0	hsa-miR-627-3p				-0.21	-0.30	N/A
BOD1	ENST00000311086.4	biorientation of chromosomes in cell division 1 	1465	2	0	2	0	0	hsa-miR-627-3p				-0.21	-0.23	N/A
VPS36	ENST00000378060.4	vacuolar protein sorting 36 homolog (S. cerevisiae) 	57	2	0	2	0	2	hsa-miR-627-3p				-0.21	-0.22	N/A
NAA20	ENST00000310450.4	N(alpha)-acetyltransferase 20, NatB catalytic subunit 	1586	2	0	1	1	0	hsa-miR-627-3p				-0.21	-0.21	N/A
SLC11A2	ENST00000262051.7	solute carrier family 11 (proton-coupled divalent metal ion transporter), member 2 	526	1	1	0	0	0	hsa-miR-627-3p				-0.21	-0.21	N/A
NAT1	ENST00000307719.4	N-acetyltransferase 1 (arylamine N-acetyltransferase) 	89	1	0	1	0	0	hsa-miR-627-3p				-0.21	-0.21	N/A
NLGN1	ENST00000457714.1	neuroligin 1 	36	2	0	0	2	1	hsa-miR-627-3p				-0.21	-0.26	N/A
C11orf30	ENST00000529032.1	chromosome 11 open reading frame 30 	230	2	0	1	1	1	hsa-miR-627-3p				-0.21	-0.24	N/A
ZNF688	ENST00000223459.6	zinc finger protein 688 	81	1	0	1	0	0	hsa-miR-627-3p				-0.21	-0.21	N/A
MAFA	ENST00000333480.2	v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog A 	7	1	1	0	0	0	hsa-miR-627-3p				-0.21	-0.21	N/A
APCDD1	ENST00000355285.5	adenomatosis polyposis coli down-regulated 1 	83	1	1	0	0	1	hsa-miR-627-3p				-0.21	-0.21	N/A
REP15	ENST00000310791.2	RAB15 effector protein 	5	1	0	0	1	1	hsa-miR-627-3p				-0.21	-0.21	N/A
ADH7	ENST00000437033.2	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide 	5	1	1	0	0	0	hsa-miR-627-3p				-0.21	-0.21	N/A
PWWP2A	ENST00000456329.3	PWWP domain containing 2A 	272	2	0	2	0	1	hsa-miR-627-3p				-0.21	-0.21	N/A
CCDC69	ENST00000355417.2	coiled-coil domain containing 69 	22	1	1	0	0	1	hsa-miR-627-3p				-0.21	-0.25	N/A
PHF20	ENST00000439301.1	PHD finger protein 20 	191	2	1	0	1	2	hsa-miR-627-3p				-0.21	-0.37	N/A
APOL3	ENST00000397293.2	apolipoprotein L, 3 	5	2	0	1	1	2	hsa-miR-627-3p				-0.21	-0.32	N/A
CCDC68	ENST00000591504.1	coiled-coil domain containing 68 	72	3	2	0	1	0	hsa-miR-627-3p				-0.21	-0.21	N/A
SYNJ2BP	ENST00000256366.4	synaptojanin 2 binding protein 	329	4	1	2	1	1	hsa-miR-627-3p				-0.21	-0.35	N/A
SVIL	ENST00000375400.3	supervillin 	62	1	0	1	0	1	hsa-miR-627-3p				-0.21	-0.22	N/A
TOB2	ENST00000327492.3	transducer of ERBB2, 2 	71	2	1	0	1	0	hsa-miR-627-3p				-0.21	-0.21	N/A
SMAGP	ENST00000603798.1	small cell adhesion glycoprotein 	103	1	1	0	0	0	hsa-miR-627-3p				-0.21	-0.21	N/A
TGIF2	ENST00000373874.2	TGFB-induced factor homeobox 2 	192	3	1	2	0	1	hsa-miR-627-3p				-0.21	-0.21	N/A
DHX40	ENST00000251241.4	DEAH (Asp-Glu-Ala-His) box polypeptide 40 	538	2	2	0	0	3	hsa-miR-627-3p				-0.21	-0.21	N/A
RGS17	ENST00000367225.2	regulator of G-protein signaling 17 	11	1	0	1	0	2	hsa-miR-627-3p				-0.21	-0.37	N/A
ZNF331	ENST00000253144.9	zinc finger protein 331 	553	3	1	0	2	1	hsa-miR-627-3p				-0.21	-0.30	N/A
BCAP29	ENST00000005259.4	B-cell receptor-associated protein 29 	326	1	0	1	0	1	hsa-miR-627-3p				-0.21	-0.21	N/A
NDNF	ENST00000379692.4	neuron-derived neurotrophic factor 	51	3	1	1	1	1	hsa-miR-627-3p				-0.21	-0.44	N/A
CCR9	ENST00000357632.2	chemokine (C-C motif) receptor 9 	5	1	1	0	0	1	hsa-miR-627-3p				-0.21	-0.21	N/A
CWF19L2	ENST00000282251.5	CWF19-like 2, cell cycle control (S. pombe) 	118	1	0	1	0	1	hsa-miR-627-3p				-0.21	-0.21	N/A
TMEM176B	ENST00000492607.1	transmembrane protein 176B 	994	1	0	1	0	0	hsa-miR-627-3p				-0.21	-0.21	N/A
KEAP1	ENST00000171111.5	kelch-like ECH-associated protein 1 	2169	1	1	0	0	0	hsa-miR-627-3p				-0.21	-0.21	N/A
MINPP1	ENST00000371994.4	multiple inositol-polyphosphate phosphatase 1 	1079	2	2	0	0	2	hsa-miR-627-3p				-0.21	-0.33	N/A
CAV1	ENST00000405348.1	caveolin 1, caveolae protein, 22kDa 	415	1	1	0	0	0	hsa-miR-627-3p				-0.21	-0.29	N/A
NFATC3	ENST00000329524.4	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 3 	221	1	1	0	0	1	hsa-miR-627-3p				-0.20	-0.20	N/A
AC003102.1	ENST00000399246.2		5	1	0	1	0	0	hsa-miR-627-3p				-0.20	-0.20	N/A
C10orf107	ENST00000330194.2	chromosome 10 open reading frame 107 	6	1	0	1	0	0	hsa-miR-627-3p				-0.20	-0.20	N/A
RBL2	ENST00000262133.6	retinoblastoma-like 2 (p130) 	108	1	1	0	0	1	hsa-miR-627-3p				-0.20	-0.25	N/A
LRRC39	ENST00000370138.1	leucine rich repeat containing 39 	5	1	0	1	0	0	hsa-miR-627-3p				-0.20	-0.20	N/A
GRK5	ENST00000392870.2	G protein-coupled receptor kinase 5 	337	3*	0	1	1	1	hsa-miR-627-3p				-0.20	-0.21	N/A
RILPL2	ENST00000280571.8	Rab interacting lysosomal protein-like 2 	72	1	1	0	0	0	hsa-miR-627-3p				-0.20	-0.20	N/A
CLECL1	ENST00000327839.3	C-type lectin-like 1 	5	1	0	0	1	0	hsa-miR-627-3p				-0.20	-0.20	N/A
RANBP3L	ENST00000296604.3	RAN binding protein 3-like 	5	2	1	1	0	0	hsa-miR-627-3p				-0.20	-0.35	N/A
MICU2	ENST00000382374.4	mitochondrial calcium uptake 2 	68	1	0	1	0	0	hsa-miR-627-3p				-0.20	-0.23	N/A
VPS26A	ENST00000395098.1	vacuolar protein sorting 26 homolog A (S. pombe) 	127	2	0	2	0	0	hsa-miR-627-3p				-0.20	-0.20	N/A
DNAJC3	ENST00000602402.1	DnaJ (Hsp40) homolog, subfamily C, member 3 	125	2	1	0	1	2	hsa-miR-627-3p				-0.20	-0.24	N/A
ZNF462	ENST00000277225.5	zinc finger protein 462 	214	2	2	0	0	1	hsa-miR-627-3p				-0.20	-0.22	N/A
ERO1LB	ENST00000354619.5	ERO1-like beta (S. cerevisiae) 	478	1	0	1	0	1	hsa-miR-627-3p				-0.20	-0.24	N/A
AC079602.1	ENST00000539163.1		8	3	1	1	1	0	hsa-miR-627-3p				-0.20	-0.38	N/A
ENC1	ENST00000302351.4	ectodermal-neural cortex 1 (with BTB domain) 	57	3	1	1	1	0	hsa-miR-627-3p				-0.20	-0.22	N/A
SPTSSA	ENST00000298130.4	serine palmitoyltransferase, small subunit A 	27	2	1	0	1	0	hsa-miR-627-3p				-0.20	-0.42	N/A
FPGT	ENST00000370894.5	fucose-1-phosphate guanylyltransferase 	108	2	2	0	0	1	hsa-miR-627-3p				-0.20	-0.40	N/A
CDC42	ENST00000344548.3	cell division cycle 42 	34	2	0	2	0	0	hsa-miR-627-3p				-0.20	-0.20	N/A
PPARG	ENST00000397000.1	peroxisome proliferator-activated receptor gamma 	861	1	0	1	0	0	hsa-miR-627-3p				-0.20	-0.20	N/A
ZNF583	ENST00000333201.9	zinc finger protein 583 	24	1	1	0	0	2	hsa-miR-627-3p				-0.20	-0.37	N/A
TEAD1	ENST00000361905.4	TEA domain family member 1 (SV40 transcriptional enhancer factor) 	740	2	0	1	1	3	hsa-miR-627-3p				-0.20	-0.20	N/A
TMC5	ENST00000381414.4	transmembrane channel-like 5 	6	2	1	1	0	0	hsa-miR-627-3p				-0.20	-0.22	N/A
LMLN	ENST00000330198.4	leishmanolysin-like (metallopeptidase M8 family) 	18	2	1	0	1	1	hsa-miR-627-3p				-0.20	-0.21	N/A
NFKB1	ENST00000226574.4	nuclear factor of kappa light polypeptide gene enhancer in B-cells 1 	316	1	1	0	0	1	hsa-miR-627-3p				-0.20	-0.20	N/A
INO80D	ENST00000403263.1	INO80 complex subunit D 	5	4	1	2	1	1	hsa-miR-627-3p				-0.20	-0.20	N/A
TMEM74	ENST00000297459.3	transmembrane protein 74 	5	2	0	2	0	0	hsa-miR-627-3p				-0.20	-0.20	N/A
STXBP4	ENST00000376352.2	syntaxin binding protein 4 	62	3	1	1	1	0	hsa-miR-627-3p				-0.20	-0.30	N/A
BCAS2	ENST00000369541.3	breast carcinoma amplified sequence 2 	159	2	1	1	0	0	hsa-miR-627-3p				-0.20	-0.25	N/A
NFIB	ENST00000397575.3	nuclear factor I/B 	1149	5	0	3	2	6	hsa-miR-627-3p				-0.20	-0.38	N/A
TAS2R20	ENST00000538986.1	taste receptor, type 2, member 20 	17	1	0	1	0	0	hsa-miR-627-3p				-0.20	-0.20	N/A
MRPL50	ENST00000374865.4	mitochondrial ribosomal protein L50 	56	1	0	1	0	1	hsa-miR-627-3p				-0.20	-0.23	N/A
C2CD4A	ENST00000355522.5	C2 calcium-dependent domain containing 4A 	23	2	2	0	0	1	hsa-miR-627-3p				-0.20	-0.39	N/A
TCF24	ENST00000563496.1	transcription factor 24 	11	2	0	2	0	0	hsa-miR-627-3p				-0.20	-0.23	N/A
SCEL	ENST00000377246.3	sciellin 	5	2	0	2	0	2	hsa-miR-627-3p				-0.20	-0.26	N/A
CDKL1	ENST00000395834.1	cyclin-dependent kinase-like 1 (CDC2-related kinase) 	90	2	1	1	0	0	hsa-miR-627-3p				-0.20	-0.20	N/A
LRRTM2	ENST00000274711.6	leucine rich repeat transmembrane neuronal 2 	5	3	1	1	1	4	hsa-miR-627-3p				-0.20	-0.20	N/A
HTR5A	ENST00000287907.2	5-hydroxytryptamine (serotonin) receptor 5A, G protein-coupled 	5	1	1	0	0	0	hsa-miR-627-3p				-0.20	-0.20	N/A
SPOP	ENST00000393328.2	speckle-type POZ protein 	883	1	1	0	0	1	hsa-miR-627-3p				-0.20	-0.20	N/A
DHFRL1	ENST00000314636.2	dihydrofolate reductase-like 1 	35	3	1	2	0	2	hsa-miR-627-3p				-0.20	-0.20	N/A
SLC35G3	ENST00000297307.5	solute carrier family 35, member G3 	5	2	0	0	2	0	hsa-miR-627-3p				-0.20	-0.20	N/A
MRPS18C	ENST00000295491.4	mitochondrial ribosomal protein S18C 	1758	1	0	1	0	0	hsa-miR-627-3p				-0.20	-0.20	N/A
CYBRD1	ENST00000375252.3	cytochrome b reductase 1 	4467	2	1	0	1	2	hsa-miR-627-3p				-0.20	-0.21	N/A
BCL2L2	ENST00000250405.5	BCL2-like 2 	1380	1	1	0	0	0	hsa-miR-627-3p				-0.20	-0.20	N/A
SATB2	ENST00000417098.1	SATB homeobox 2 	820	3	2	0	1	0	hsa-miR-627-3p				-0.20	-0.20	N/A
CANX	ENST00000247461.4	calnexin 	17053	3	1	2	0	0	hsa-miR-627-3p				-0.20	-0.28	N/A
IGFBP7	ENST00000295666.4	insulin-like growth factor binding protein 7 	1325	2	0	1	1	0	hsa-miR-627-3p				-0.20	-0.33	N/A
FOPNL	ENST00000573396.1	FGFR1OP N-terminal like 	29	1	0	1	0	0	hsa-miR-627-3p				-0.20	-0.20	N/A
IGDCC3	ENST00000327987.4	immunoglobulin superfamily, DCC subclass, member 3 	464	1	1	0	0	0	hsa-miR-627-3p				-0.20	-0.20	N/A
AGL	ENST00000370161.2	amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase 	48	2	0	0	2	0	hsa-miR-627-3p				-0.20	-0.20	N/A
SERPINB1	ENST00000380739.5	serpin peptidase inhibitor, clade B (ovalbumin), member 1 	660	1	1	0	0	0	hsa-miR-627-3p				-0.19	-0.24	N/A
NANP	ENST00000304788.3	N-acetylneuraminic acid phosphatase 	78	1	0	1	0	1	hsa-miR-627-3p				-0.19	-0.26	N/A
GPR135	ENST00000395116.1	G protein-coupled receptor 135 	40	7	3	3	1	4	hsa-miR-627-3p				-0.19	-0.36	N/A
CNTD1	ENST00000588408.1	cyclin N-terminal domain containing 1 	7	2	1	1	0	1	hsa-miR-627-3p				-0.19	-0.31	N/A
SOCS4	ENST00000395472.2	suppressor of cytokine signaling 4 	336	4	1	1	2	1	hsa-miR-627-3p				-0.19	-0.37	N/A
KLF9	ENST00000377126.2	Kruppel-like factor 9 	20	4	1	3	0	0	hsa-miR-627-3p				-0.19	-0.28	N/A
MAGEE1	ENST00000361470.2	melanoma antigen family E, 1 	5	1	1	0	0	1	hsa-miR-627-3p				-0.19	-0.19	N/A
C11orf82	ENST00000528759.1	chromosome 11 open reading frame 82 	579	1	0	1	0	2	hsa-miR-627-3p				-0.19	-0.19	N/A
ARID4B	ENST00000349213.3	AT rich interactive domain 4B (RBP1-like) 	940	1	0	1	0	0	hsa-miR-627-3p				-0.19	-0.20	N/A
ZNF85	ENST00000328178.8	zinc finger protein 85 	35	2	1	0	1	1	hsa-miR-627-3p				-0.19	-0.22	N/A
ASPH	ENST00000356457.5	aspartate beta-hydroxylase 	3013	2	1	1	0	1	hsa-miR-627-3p				-0.19	-0.19	N/A
TLE1	ENST00000376499.3	transducin-like enhancer of split 1 (E(sp1) homolog, Drosophila) 	1996	1	0	1	0	0	hsa-miR-627-3p				-0.19	-0.19	N/A
TRA2B	ENST00000453386.2	transformer 2 beta homolog (Drosophila) 	1868	2	0	1	1	1	hsa-miR-627-3p				-0.19	-0.25	N/A
C10orf40	ENST00000521074.1	chromosome 10 open reading frame 40 	5	3	0	0	3	1	hsa-miR-627-3p				-0.19	-0.19	N/A
GAS2L3	ENST00000547754.1	growth arrest-specific 2 like 3 	478	2	1	1	0	2	hsa-miR-627-3p				-0.19	-0.19	N/A
RP11-210M15.2	ENST00000559008.1	Uncharacterized protein  	5	3	1	1	1	2	hsa-miR-627-3p				-0.19	-0.58	N/A
ZBTB16	ENST00000335953.4	zinc finger and BTB domain containing 16 	73	5	0	2	3	4	hsa-miR-627-3p				-0.19	-0.20	N/A
ZNF720	ENST00000534369.1	zinc finger protein 720 	19	1	0	1	0	1	hsa-miR-627-3p				-0.19	-0.22	N/A
MDM4	ENST00000391947.2	Mdm4 p53 binding protein homolog (mouse) 	443	3*	2	0	0	3	hsa-miR-627-3p				-0.19	-0.20	N/A
FLJ45079	ENST00000374983.2		5	2	2	0	0	0	hsa-miR-627-3p				-0.19	-0.19	N/A
ESRP1	ENST00000358397.5	epithelial splicing regulatory protein 1 	74	2	1	0	1	0	hsa-miR-627-3p				-0.19	-0.19	N/A
DERA	ENST00000428559.2	deoxyribose-phosphate aldolase (putative) 	2028	1	0	1	0	0	hsa-miR-627-3p				-0.19	-0.19	N/A
BHMT	ENST00000274353.5	betaine--homocysteine S-methyltransferase 	10	1	1	0	0	3	hsa-miR-627-3p				-0.19	-0.19	N/A
PLEKHA3	ENST00000234453.5	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 3 	767	6	3	3	0	2	hsa-miR-627-3p				-0.19	-0.36	N/A
NEBL	ENST00000377122.4	nebulette 	181	3	0	1	2	0	hsa-miR-627-3p				-0.19	-0.20	N/A
RHOXF2B	ENST00000371402.2	Rhox homeobox family, member 2B 	5	1	0	1	0	0	hsa-miR-627-3p				-0.19	-0.19	N/A
CCDC178	ENST00000581852.1	coiled-coil domain containing 178 	7	1	0	1	0	0	hsa-miR-627-3p				-0.19	-0.19	N/A
DCAF8L1	ENST00000441525.1	DDB1 and CUL4 associated factor 8-like 1 	5	3	0	2	1	0	hsa-miR-627-3p				-0.19	-0.19	N/A
PON2	ENST00000536183.1	paraoxonase 2 	597	1	1	0	0	0	hsa-miR-627-3p				-0.19	-0.19	N/A
CDC73	ENST00000367435.3	cell division cycle 73 	579	6	2	2	2	5	hsa-miR-627-3p				-0.19	-1.78	N/A
ABI3BP	ENST00000471714.1	ABI family, member 3 (NESH) binding protein 	18	1	1	0	0	0	hsa-miR-627-3p				-0.19	-0.19	N/A
RAB13	ENST00000368575.3	RAB13, member RAS oncogene family 	26	1	0	1	0	1	hsa-miR-627-3p				-0.19	-0.19	N/A
CRCP	ENST00000415001.2	CGRP receptor component 	1776	5*	2	2	0	0	hsa-miR-627-3p				-0.19	-0.52	N/A
SEP15	ENST00000401030.3	Homo sapiens 15 kDa selenoprotein (SEP15), transcript variant 2, mRNA. 	2047	1	0	1	0	1	hsa-miR-627-3p				-0.19	-0.19	N/A
NUF2	ENST00000367900.3	NUF2, NDC80 kinetochore complex component 	63	2	0	2	0	0	hsa-miR-627-3p				-0.19	-0.21	N/A
VHLL	ENST00000339922.3	von Hippel-Lindau tumor suppressor-like 	18	2	1	1	0	0	hsa-miR-627-3p				-0.19	-0.27	N/A
ZNF302	ENST00000505365.2	zinc finger protein 302 	13	3	0	3	0	2	hsa-miR-627-3p				-0.19	-0.20	N/A
ORC3	ENST00000392844.3	origin recognition complex, subunit 3 	702	1	0	1	0	0	hsa-miR-627-3p				-0.19	-0.19	N/A
ELF2	ENST00000394235.2	E74-like factor 2 (ets domain transcription factor) 	26	2	0	2	0	0	hsa-miR-627-3p				-0.19	-0.23	N/A
RGPD1	ENST00000559485.1	RANBP2-like and GRIP domain containing 1 	5	2	0	0	2	1	hsa-miR-627-3p				-0.19	-0.19	N/A
HPGDS	ENST00000295256.5	hematopoietic prostaglandin D synthase 	5	1	1	0	0	0	hsa-miR-627-3p				-0.19	-0.19	N/A
HFE	ENST00000357618.5	hemochromatosis 	563	4	0	4	0	0	hsa-miR-627-3p				-0.19	-0.21	N/A
GOLM1	ENST00000388712.3	golgi membrane protein 1 	4212	2	0	2	0	1	hsa-miR-627-3p				-0.19	-0.20	N/A
OPALIN	ENST00000371172.3	oligodendrocytic myelin paranodal and inner loop protein 	5	2	1	0	1	3	hsa-miR-627-3p				-0.19	-0.19	N/A
AHCYL1	ENST00000369799.5	adenosylhomocysteinase-like 1 	1279	1	1	0	0	0	hsa-miR-627-3p				-0.19	-0.19	N/A
FAM13C	ENST00000373867.3	family with sequence similarity 13, member C 	343	2	0	0	2	1	hsa-miR-627-3p				-0.19	-0.19	N/A
DCAF4L1	ENST00000333141.5	DDB1 and CUL4 associated factor 4-like 1 	5	1	1	0	0	2	hsa-miR-627-3p				-0.19	-0.19	N/A
TOX2	ENST00000372999.1	TOX high mobility group box family member 2 	21	1	1	0	0	1	hsa-miR-627-3p				-0.19	-0.19	N/A
ZNF705A	ENST00000359286.4	zinc finger protein 705A 	5	2	0	2	0	0	hsa-miR-627-3p				-0.19	-0.19	N/A
TMEM233	ENST00000426426.1	transmembrane protein 233 	5	2	1	0	1	1	hsa-miR-627-3p				-0.19	-0.70	N/A
ZNF570	ENST00000388801.3	zinc finger protein 570 	12	2	2	0	0	0	hsa-miR-627-3p				-0.19	-0.37	N/A
ENPP4	ENST00000321037.4	ectonucleotide pyrophosphatase/phosphodiesterase 4 (putative) 	114	2	2	0	0	2	hsa-miR-627-3p				-0.19	-0.21	N/A
SNRNP27	ENST00000244227.3	small nuclear ribonucleoprotein 27kDa (U4/U6.U5) 	289	1	0	1	0	0	hsa-miR-627-3p				-0.19	-0.20	N/A
UBE3D	ENST00000369747.3	ubiquitin protein ligase E3D 	8	1	0	1	0	0	hsa-miR-627-3p				-0.18	-0.18	N/A
SMIM21	ENST00000579022.1	small integral membrane protein 21 	5	1	0	0	1	1	hsa-miR-627-3p				-0.18	-0.18	N/A
IL17A	ENST00000340057.1	interleukin 17A 	5	2	0	1	1	0	hsa-miR-627-3p				-0.18	-0.18	N/A
NAP1L2	ENST00000373517.3	nucleosome assembly protein 1-like 2 	5	2	0	1	1	0	hsa-miR-627-3p				-0.18	-0.18	N/A
BMP2K	ENST00000335016.5	BMP2 inducible kinase 	164	4	1	2	1	1	hsa-miR-627-3p				-0.18	-0.19	N/A
