Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
DDX47	ENST00000358007.3	DEAD (Asp-Glu-Ala-Asp) box polypeptide 47 	252	1	0	1	0	0	hsa-miR-2110				-0.27	-0.27	N/A
STK40	ENST00000359297.2	serine/threonine kinase 40 	214	3	0	3	0	4	hsa-miR-2110				-0.27	-0.30	N/A
PADI2	ENST00000375486.4	peptidyl arginine deiminase, type II 	11	5	1	2	2	4	hsa-miR-2110				-0.27	-0.52	N/A
MMP2	ENST00000219070.4	matrix metallopeptidase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase) 	2187	1	0	1	0	0	hsa-miR-2110				-0.27	-0.27	N/A
RNF170	ENST00000534961.1	ring finger protein 170 	203	1	0	1	0	1	hsa-miR-2110				-0.27	-0.29	N/A
CLSTN2	ENST00000458420.3	calsyntenin 2 	119	5	0	2	3	9	hsa-miR-2110				-0.27	-0.43	N/A
ZBED3	ENST00000255198.2	zinc finger, BED-type containing 3 	399	2	0	2	0	2	hsa-miR-2110				-0.27	-0.33	N/A
ARF6	ENST00000298316.5	ADP-ribosylation factor 6 	31	2	0	1	1	0	hsa-miR-2110				-0.27	-0.33	N/A
GPIHBP1	ENST00000330824.2	glycosylphosphatidylinositol anchored high density lipoprotein binding protein 1 	5	2	0	1	1	3	hsa-miR-2110				-0.27	-0.27	N/A
ESPL1	ENST00000257934.4	extra spindle pole bodies homolog 1 (S. cerevisiae) 	96	1	0	1	0	0	hsa-miR-2110				-0.27	-0.27	N/A
ZNF337	ENST00000376436.1	zinc finger protein 337 	7	2	0	0	2	0	hsa-miR-2110				-0.27	-0.27	N/A
HSPB8	ENST00000281938.2	heat shock 22kDa protein 8 	206	1	0	0	1	1	hsa-miR-2110				-0.27	-0.27	N/A
LCE1E	ENST00000368770.3	late cornified envelope 1E 	5	1	0	1	0	1	hsa-miR-2110				-0.27	-0.27	N/A
JUP	ENST00000540235.1	junction plakoglobin 	823	1	0	1	0	0	hsa-miR-2110				-0.27	-0.27	N/A
BLOC1S1	ENST00000549147.1	biogenesis of lysosomal organelles complex-1, subunit 1 	429	1	0	1	0	1	hsa-miR-2110				-0.27	-0.33	N/A
NR1I3	ENST00000508387.1	nuclear receptor subfamily 1, group I, member 3 	5	1	0	1	0	0	hsa-miR-2110				-0.27	-0.27	N/A
F11R	ENST00000368026.6	F11 receptor 	2844	1	0	1	0	1	hsa-miR-2110				-0.27	-0.28	N/A
GUCA1C	ENST00000393963.3	guanylate cyclase activator 1C 	5	1	0	1	0	0	hsa-miR-2110				-0.27	-0.27	N/A
HOXB7	ENST00000239165.7	homeobox B7 	6	1	1	0	0	0	hsa-miR-2110				-0.27	-0.27	N/A
VANGL2	ENST00000368061.2	VANGL planar cell polarity protein 2 	560	2	0	1	1	4	hsa-miR-2110				-0.27	-0.27	N/A
GZMK	ENST00000231009.2	granzyme K (granzyme 3; tryptase II) 	5	1	0	1	0	0	hsa-miR-2110				-0.27	-0.27	N/A
ATN1	ENST00000356654.4	atrophin 1 	187	1	0	1	0	1	hsa-miR-2110				-0.27	-0.27	N/A
GTPBP1	ENST00000216044.5	GTP binding protein 1 	1765	2	0	1	1	2	hsa-miR-2110				-0.27	-0.28	N/A
RGS5	ENST00000313961.5	regulator of G-protein signaling 5 	56	1	0	1	0	1	hsa-miR-2110				-0.27	-0.29	N/A
TAOK3	ENST00000419821.2	TAO kinase 3 	8	1	0	1	0	1	hsa-miR-2110				-0.27	-0.27	N/A
RABEPK	ENST00000394124.4	Rab9 effector protein with kelch motifs 	2485	1	0	0	1	0	hsa-miR-2110				-0.27	-0.27	N/A
UBXN10	ENST00000375099.3	UBX domain protein 10 	5	2	1	1	0	0	hsa-miR-2110				-0.27	-0.27	N/A
MYCL	ENST00000397332.2	v-myc avian myelocytomatosis viral oncogene lung carcinoma derived homolog 	10	1	1	0	0	0	hsa-miR-2110				-0.27	-0.27	N/A
RWDD2A	ENST00000369724.4	RWD domain containing 2A 	286	2	1	0	1	0	hsa-miR-2110				-0.27	-0.32	N/A
TMEM229B	ENST00000557006.1	transmembrane protein 229B 	5	1	0	0	1	2	hsa-miR-2110				-0.27	-0.27	N/A
ORMDL3	ENST00000304046.2	ORM1-like 3 (S. cerevisiae) 	82	2	0	1	1	3	hsa-miR-2110				-0.27	-0.40	N/A
KDM4B	ENST00000159111.4	lysine (K)-specific demethylase 4B 	547	3	0	2	1	1	hsa-miR-2110				-0.27	-0.27	N/A
MED20	ENST00000409312.1	mediator complex subunit 20 	32	2	0	0	2	0	hsa-miR-2110				-0.27	-0.37	N/A
SSX5	ENST00000376923.1	synovial sarcoma, X breakpoint 5 	5	1	0	1	0	0	hsa-miR-2110				-0.27	-0.27	N/A
PAX4	ENST00000338516.3	paired box 4 	5	1	0	0	1	0	hsa-miR-2110				-0.27	-0.27	N/A
MSI1	ENST00000257552.2	musashi RNA-binding protein 1 	287	2	0	1	1	1	hsa-miR-2110				-0.27	-0.27	N/A
MGST1	ENST00000540056.1	microsomal glutathione S-transferase 1 	397	1	0	1	0	0	hsa-miR-2110				-0.27	-0.27	N/A
SARS2	ENST00000221431.6	seryl-tRNA synthetase 2, mitochondrial 	700	1	0	0	1	0	hsa-miR-2110				-0.27	-0.27	N/A
TAGLN2	ENST00000368096.1	transgelin 2 	2192	1	0	1	0	0	hsa-miR-2110				-0.26	-0.27	N/A
NSUN7	ENST00000316607.5	NOP2/Sun domain family, member 7 	9	2	0	1	1	0	hsa-miR-2110				-0.26	-0.26	N/A
IQCK	ENST00000320394.6	IQ motif containing K 	42	1	0	0	1	1	hsa-miR-2110				-0.26	-0.26	N/A
FYN	ENST00000368682.3	FYN oncogene related to SRC, FGR, YES 	2659	1	0	0	1	2	hsa-miR-2110				-0.26	-0.26	N/A
AC074389.6	ENST00000382528.1	LOC401296 protein; Uncharacterized protein  	5	1	0	1	0	0	hsa-miR-2110				-0.26	-0.26	N/A
RUFY2	ENST00000388768.2	RUN and FYVE domain containing 2 	15	2	0	2	0	0	hsa-miR-2110				-0.26	-0.26	N/A
AC091801.1	ENST00000402115.1	LOC392621; Uncharacterized protein  	5	1	1	0	0	0	hsa-miR-2110				-0.26	-0.26	N/A
MS4A4A	ENST00000337908.4	membrane-spanning 4-domains, subfamily A, member 4A 	5	1	0	1	0	0	hsa-miR-2110				-0.26	-0.26	N/A
ARSI	ENST00000328668.7	arylsulfatase family, member I 	19	2	0	2	0	0	hsa-miR-2110				-0.26	-0.32	N/A
HOXD3	ENST00000249440.3	homeobox D3 	23	1	1	0	0	1	hsa-miR-2110				-0.26	-0.35	N/A
B4GALT5	ENST00000371711.4	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 5 	1000	1	1	0	0	2	hsa-miR-2110				-0.26	-0.27	N/A
MLLT6	ENST00000325718.7	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 6 	24	3	0	3	0	2	hsa-miR-2110				-0.26	-0.30	N/A
SIGLECL1	ENST00000316401.7	SIGLEC family like 1 	5	1	0	1	0	0	hsa-miR-2110				-0.26	-0.26	N/A
WSCD2	ENST00000332082.4	WSC domain containing 2 	5	2	2	0	0	0	hsa-miR-2110				-0.26	-0.26	N/A
RP11-1026M7.2	ENST00000502515.1	Uncharacterized protein  	5	1	0	1	0	0	hsa-miR-2110				-0.26	-0.26	N/A
SIX5	ENST00000560168.1	SIX homeobox 5 	47	1	0	1	0	6	hsa-miR-2110				-0.26	-0.27	N/A
VSTM4	ENST00000332853.4	V-set and transmembrane domain containing 4 	59	4	0	3	1	1	hsa-miR-2110				-0.26	-0.39	N/A
YARS	ENST00000373477.4	tyrosyl-tRNA synthetase 	1227	1	0	0	1	2	hsa-miR-2110				-0.26	-0.27	N/A
IKZF4	ENST00000262032.5	IKAROS family zinc finger 4 (Eos) 	329	2	1	1	0	3	hsa-miR-2110				-0.26	-0.27	N/A
OMP	ENST00000529803.1	olfactory marker protein 	9	1	0	0	1	2	hsa-miR-2110				-0.26	-0.26	N/A
CSNK1A1L	ENST00000379800.3	casein kinase 1, alpha 1-like 	5	1	0	0	1	1	hsa-miR-2110				-0.26	-0.26	N/A
STRN	ENST00000263918.4	striatin, calmodulin binding protein 	476	5	0	3	2	0	hsa-miR-2110				-0.26	-0.31	N/A
ZMYM4	ENST00000314607.6	zinc finger, MYM-type 4 	280	2	1	1	0	1	hsa-miR-2110				-0.26	-0.31	N/A
CYB5R1	ENST00000367249.4	cytochrome b5 reductase 1 	545	1	0	1	0	0	hsa-miR-2110				-0.26	-0.26	N/A
NPTX2	ENST00000265634.3	neuronal pentraxin II 	56	2	1	1	0	0	hsa-miR-2110				-0.26	-0.26	N/A
C16orf45	ENST00000300006.4	chromosome 16 open reading frame 45 	60	2	0	2	0	2	hsa-miR-2110				-0.26	-0.43	N/A
PEX11B	ENST00000369306.3	peroxisomal biogenesis factor 11 beta 	766	1	0	1	0	0	hsa-miR-2110				-0.26	-0.26	N/A
TREH	ENST00000529101.1	trehalase (brush-border membrane glycoprotein) 	5	1	0	0	1	0	hsa-miR-2110				-0.26	-0.26	N/A
AK4	ENST00000545314.1	adenylate kinase 4 	116	2	1	1	0	5	hsa-miR-2110				-0.26	-0.26	N/A
STK35	ENST00000381482.3	serine/threonine kinase 35 	263	3	0	2	1	3	hsa-miR-2110				-0.26	-0.28	N/A
RP11-644F5.10	ENST00000550412.1	Uncharacterized protein  	265	2	0	1	1	2	hsa-miR-2110				-0.26	-0.28	N/A
COG5	ENST00000347053.3	component of oligomeric golgi complex 5 	455	1	0	0	1	1	hsa-miR-2110				-0.26	-0.27	N/A
AMIGO1	ENST00000369864.4	adhesion molecule with Ig-like domain 1 	167	1	1	0	0	1	hsa-miR-2110				-0.26	-0.26	N/A
MOB3B	ENST00000262244.5	MOB kinase activator 3B 	52	3	0	1	2	3	hsa-miR-2110				-0.26	-0.41	N/A
CTC-360G5.8	ENST00000599996.1	Serine--tRNA ligase, mitochondrial  	700	1	0	0	1	0	hsa-miR-2110				-0.26	-0.26	N/A
GPX1	ENST00000419349.1	glutathione peroxidase 1 	122	1	0	1	0	0	hsa-miR-2110				-0.26	-0.27	N/A
TRIM41	ENST00000315073.5	tripartite motif containing 41 	494	1	0	1	0	3	hsa-miR-2110				-0.26	-0.32	N/A
ANAPC13	ENST00000510994.1	anaphase promoting complex subunit 13 	443	1	0	1	0	1	hsa-miR-2110				-0.26	-0.28	N/A
BCL2L11	ENST00000393256.3	BCL2-like 11 (apoptosis facilitator) 	105	1	1	0	0	1	hsa-miR-2110				-0.26	-0.33	N/A
SFTPB	ENST00000519937.2	surfactant protein B 	5	2	0	2	0	2	hsa-miR-2110				-0.26	-0.26	N/A
CELF6	ENST00000287202.5	CUGBP, Elav-like family member 6 	5	2	0	1	1	1	hsa-miR-2110				-0.26	-0.26	N/A
GNG7	ENST00000382159.3	guanine nucleotide binding protein (G protein), gamma 7 	92	1	0	0	1	3	hsa-miR-2110				-0.26	-0.26	N/A
ZBTB37	ENST00000367701.5	zinc finger and BTB domain containing 37 	213	2	0	0	2	1	hsa-miR-2110				-0.26	-0.29	N/A
TCF7	ENST00000518915.1	transcription factor 7 (T-cell specific, HMG-box) 	883	2	0	2	0	5	hsa-miR-2110				-0.26	-0.26	N/A
HLA-DQA2	ENST00000374940.3	major histocompatibility complex, class II, DQ alpha 2 	5	1	0	1	0	0	hsa-miR-2110				-0.26	-0.26	N/A
SLC9A5	ENST00000299798.11	solute carrier family 9, subfamily A (NHE5, cation proton antiporter 5), member 5 	8	1	1	0	0	1	hsa-miR-2110				-0.26	-0.26	N/A
CNTNAP3	ENST00000297668.6	contactin associated protein-like 3 	5	1	1	0	0	1	hsa-miR-2110				-0.26	-0.26	N/A
GABBR1	ENST00000376977.3	gamma-aminobutyric acid (GABA) B receptor, 1 	213	1	1	0	0	2	hsa-miR-2110				-0.26	-0.26	N/A
NOD2	ENST00000300589.2	nucleotide-binding oligomerization domain containing 2 	8	2	1	1	0	0	hsa-miR-2110				-0.26	-0.26	N/A
TESK2	ENST00000372084.1	testis-specific kinase 2 	11	2	0	2	0	0	hsa-miR-2110				-0.26	-0.26	N/A
PAF1	ENST00000221265.3	Paf1, RNA polymerase II associated factor, homolog (S. cerevisiae) 	490	1	0	1	0	0	hsa-miR-2110				-0.26	-0.26	N/A
MXD3	ENST00000439742.2	MAX dimerization protein 3 	175	2	0	0	2	0	hsa-miR-2110				-0.26	-0.26	N/A
PRRT2	ENST00000300797.6	proline-rich transmembrane protein 2 	33	3	0	0	3	0	hsa-miR-2110				-0.26	-0.26	N/A
ESRRB	ENST00000261532.7	estrogen-related receptor beta 	7	3	0	2	1	0	hsa-miR-2110				-0.26	-0.53	N/A
GPX3	ENST00000517973.1	glutathione peroxidase 3 (plasma) 	1142	1	0	0	1	2	hsa-miR-2110				-0.26	-0.26	N/A
NF2	ENST00000347330.5	neurofibromin 2 (merlin) 	828	2	0	2	0	2	hsa-miR-2110				-0.26	-0.28	N/A
DARS2	ENST00000361951.4	aspartyl-tRNA synthetase 2, mitochondrial 	422	2	1	0	1	0	hsa-miR-2110				-0.26	-0.32	N/A
SENP8	ENST00000544411.1	SUMO/sentrin specific peptidase family member 8 	80	1	0	1	0	2	hsa-miR-2110				-0.26	-0.29	N/A
RP11-17M16.1	ENST00000532511.1	Homo sapiens FLJ44313 protein (FLJ44313), mRNA. 	9	1	0	0	1	0	hsa-miR-2110				-0.26	-0.26	N/A
KRT82	ENST00000257974.2	keratin 82 	5	1	1	0	0	0	hsa-miR-2110				-0.26	-0.26	N/A
TP53AIP1	ENST00000602346.1	tumor protein p53 regulated apoptosis inducing protein 1 	5	1	0	0	1	1	hsa-miR-2110				-0.26	-0.26	N/A
TNNI3K	ENST00000370891.2	TNNI3 interacting kinase 	5	1	0	1	0	0	hsa-miR-2110				-0.26	-0.26	N/A
DYNLRB1	ENST00000357156.2	dynein, light chain, roadblock-type 1 	970	1	0	1	0	0	hsa-miR-2110				-0.26	-0.26	N/A
C20orf144	ENST00000375222.3	chromosome 20 open reading frame 144 	10	4	1	2	1	0	hsa-miR-2110				-0.26	-0.59	N/A
NRAS	ENST00000369535.4	neuroblastoma RAS viral (v-ras) oncogene homolog 	551	2	1	1	0	0	hsa-miR-2110				-0.26	-0.48	N/A
IGF2BP3	ENST00000258729.3	insulin-like growth factor 2 mRNA binding protein 3 	30	1	1	0	0	0	hsa-miR-2110				-0.26	-0.37	N/A
UVSSA	ENST00000389851.4	UV-stimulated scaffold protein A 	86	2	0	2	0	0	hsa-miR-2110				-0.26	-0.28	N/A
KERA	ENST00000266719.3	keratocan 	5	1	0	1	0	0	hsa-miR-2110				-0.26	-0.26	N/A
HAO1	ENST00000378789.3	hydroxyacid oxidase (glycolate oxidase) 1 	5	1	0	1	0	0	hsa-miR-2110				-0.26	-0.26	N/A
ETV3L	ENST00000454449.2	ets variant 3-like 	5	1	0	1	0	1	hsa-miR-2110				-0.26	-0.26	N/A
CPA3	ENST00000296046.3	carboxypeptidase A3 (mast cell) 	5	1	0	0	1	0	hsa-miR-2110				-0.26	-0.26	N/A
ZNF831	ENST00000371030.2	zinc finger protein 831 	5	7	0	7	0	1	hsa-miR-2110				-0.26	-0.26	N/A
CNR2	ENST00000374472.4	cannabinoid receptor 2 (macrophage) 	5	1	1	0	0	2	hsa-miR-2110				-0.26	-0.26	N/A
FXYD6	ENST00000540359.1	FXYD domain containing ion transport regulator 6 	42	1	0	1	0	2	hsa-miR-2110				-0.26	-0.26	N/A
CRP	ENST00000255030.5	C-reactive protein, pentraxin-related 	5	2	1	1	0	2	hsa-miR-2110				-0.26	-0.58	N/A
ASB11	ENST00000537676.1	ankyrin repeat and SOCS box containing 11 	5	2	0	1	1	0	hsa-miR-2110				-0.26	-0.26	N/A
SLC10A1	ENST00000216540.4	solute carrier family 10 (sodium/bile acid cotransporter), member 1 	5	1	0	0	1	0	hsa-miR-2110				-0.26	-0.26	N/A
IFIT1B	ENST00000371809.3	interferon-induced protein with tetratricopeptide repeats 1B 	5	1	0	1	0	0	hsa-miR-2110				-0.26	-0.26	N/A
CD160	ENST00000369290.1	CD160 molecule 	5	1	1	0	0	0	hsa-miR-2110				-0.26	-0.26	N/A
TMED4	ENST00000457408.2	transmembrane emp24 protein transport domain containing 4 	3117	4	0	3	1	0	hsa-miR-2110				-0.26	-0.66	N/A
FAM110C	ENST00000327669.4	family with sequence similarity 110, member C 	29	1	1	0	0	0	hsa-miR-2110				-0.26	-0.26	N/A
FPGT-TNNI3K	ENST00000557284.2	FPGT-TNNI3K readthrough 	0	1	0	1	0	0	hsa-miR-2110				-0.26	-0.26	N/A
SPATA31A6	ENST00000332857.6	SPATA31 subfamily A, member 6 	5	1	0	0	1	0	hsa-miR-2110				-0.26	-0.26	N/A
SCN3B	ENST00000392770.2	sodium channel, voltage-gated, type III, beta subunit 	10	2	0	1	1	0	hsa-miR-2110				-0.26	-0.26	N/A
FBXL20	ENST00000394294.3	F-box and leucine-rich repeat protein 20 	455	2	0	0	2	2	hsa-miR-2110				-0.26	-0.55	N/A
MT1H	ENST00000569155.1	metallothionein 1H 	5	1	0	1	0	0	hsa-miR-2110				-0.26	-0.26	N/A
AC024940.1	ENST00000313737.4		5	1	0	0	1	0	hsa-miR-2110				-0.26	-0.26	N/A
ZNF280D	ENST00000558320.1	zinc finger protein 280D 	173	1	1	0	0	1	hsa-miR-2110				-0.26	-0.26	N/A
RYR1	ENST00000355481.4	ryanodine receptor 1 (skeletal) 	69	1	0	0	1	0	hsa-miR-2110				-0.26	-0.26	N/A
B3GAT1	ENST00000392580.1	beta-1,3-glucuronyltransferase 1 (glucuronosyltransferase P) 	77	1	1	0	0	4	hsa-miR-2110				-0.26	-0.26	N/A
AL626787.1	ENST00000595430.1		5	1	0	1	0	0	hsa-miR-2110				-0.26	-0.26	N/A
TRIB1	ENST00000311922.3	tribbles pseudokinase 1 	313	1	1	0	0	0	hsa-miR-2110				-0.25	-0.27	N/A
MAFF	ENST00000338483.2	v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog F 	160	1	0	0	1	2	hsa-miR-2110				-0.25	-0.26	N/A
MEX3A	ENST00000532414.2	mex-3 RNA binding family member A 	912	1	0	1	0	4	hsa-miR-2110				-0.25	-0.32	N/A
TREML1	ENST00000373127.4	triggering receptor expressed on myeloid cells-like 1 	5	1	0	1	0	0	hsa-miR-2110				-0.25	-0.25	N/A
HTR3E	ENST00000415389.2	5-hydroxytryptamine (serotonin) receptor 3E, ionotropic 	5	1	0	0	1	0	hsa-miR-2110				-0.25	-0.25	N/A
PHC2	ENST00000431992.1	polyhomeotic homolog 2 (Drosophila) 	11	2	0	1	1	0	hsa-miR-2110				-0.25	-0.25	N/A
SPATA31A3	ENST00000356699.5	SPATA31 subfamily A, member 3 	5	1	0	0	1	0	hsa-miR-2110				-0.25	-0.25	N/A
TMEM176A	ENST00000004103.3	transmembrane protein 176A 	1561	1	0	1	0	0	hsa-miR-2110				-0.25	-0.25	N/A
IL22RA2	ENST00000339602.3	interleukin 22 receptor, alpha 2 	5	1	0	1	0	0	hsa-miR-2110				-0.25	-0.25	N/A
CST9	ENST00000376971.3	cystatin 9 (testatin) 	5	1	0	0	1	1	hsa-miR-2110				-0.25	-0.25	N/A
DUSP23	ENST00000368109.1	dual specificity phosphatase 23 	59	1	0	1	0	0	hsa-miR-2110				-0.25	-0.25	N/A
VPS26A	ENST00000395098.1	vacuolar protein sorting 26 homolog A (S. pombe) 	127	1	1	0	0	0	hsa-miR-2110				-0.25	-0.28	N/A
ZNF501	ENST00000396048.2	zinc finger protein 501 	24	1	0	1	0	0	hsa-miR-2110				-0.25	-0.28	N/A
AL591479.1	ENST00000594172.1	Uncharacterized protein  	5	1	0	1	0	2	hsa-miR-2110				-0.25	-0.25	N/A
SPATA31A4	ENST00000429767.1	SPATA31 subfamily A, member 4 	5	1	0	0	1	0	hsa-miR-2110				-0.25	-0.25	N/A
NRGN	ENST00000412681.2	neurogranin (protein kinase C substrate, RC3) 	60	1	0	1	0	1	hsa-miR-2110				-0.25	-0.25	N/A
NDUFA11	ENST00000592634.1	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 11, 14.7kDa 	32826	1	0	0	1	3	hsa-miR-2110				-0.25	-0.25	N/A
SPATA31A7	ENST00000355045.2	SPATA31 subfamily A, member 7 	5	1	0	0	1	0	hsa-miR-2110				-0.25	-0.25	N/A
SPATA31A5	ENST00000377621.1	SPATA31 subfamily A, member 5 	5	1	0	0	1	0	hsa-miR-2110				-0.25	-0.25	N/A
AP1B1	ENST00000357586.2	adaptor-related protein complex 1, beta 1 subunit 	646	1	0	0	1	3	hsa-miR-2110				-0.25	-0.33	N/A
ANKRD52	ENST00000267116.7	ankyrin repeat domain 52 	2913	5	0	3	2	5	hsa-miR-2110				-0.25	-0.26	N/A
PGF	ENST00000555567.1	placental growth factor 	1745	1	1	0	0	0	hsa-miR-2110				-0.25	-0.25	N/A
FOXRED1	ENST00000263578.5	FAD-dependent oxidoreductase domain containing 1 	309	1	0	1	0	1	hsa-miR-2110				-0.25	-0.25	N/A
LEFTY1	ENST00000272134.5	left-right determination factor 1 	15	1	0	0	1	0	hsa-miR-2110				-0.25	-0.25	N/A
PLCD4	ENST00000450993.2	phospholipase C, delta 4 	11	2	0	1	1	0	hsa-miR-2110				-0.25	-0.25	N/A
KCNE1	ENST00000399289.3	potassium voltage-gated channel, Isk-related family, member 1 	5	1	0	1	0	1	hsa-miR-2110				-0.25	-0.25	N/A
FAM98C	ENST00000588262.1	family with sequence similarity 98, member C 	155	1	0	0	1	0	hsa-miR-2110				-0.25	-0.25	N/A
MYBPC2	ENST00000357701.5	myosin binding protein C, fast type 	25	1	0	0	1	0	hsa-miR-2110				-0.25	-0.25	N/A
ATF5	ENST00000423777.2	activating transcription factor 5 	1363	1	0	1	0	0	hsa-miR-2110				-0.25	-0.25	N/A
C11orf82	ENST00000528759.1	chromosome 11 open reading frame 82 	579	1	0	1	0	1	hsa-miR-2110				-0.25	-0.25	N/A
CCDC87	ENST00000333861.3	coiled-coil domain containing 87 	5	1	0	0	1	0	hsa-miR-2110				-0.25	-0.25	N/A
GPR135	ENST00000395116.1	G protein-coupled receptor 135 	40	1	1	0	0	2	hsa-miR-2110				-0.25	-0.27	N/A
DPP8	ENST00000341861.5	dipeptidyl-peptidase 8 	1293	2	1	1	0	0	hsa-miR-2110				-0.25	-0.31	N/A
FKRP	ENST00000318584.5	fukutin related protein 	989	2	0	1	1	0	hsa-miR-2110				-0.25	-0.25	N/A
MN1	ENST00000302326.4	meningioma (disrupted in balanced translocation) 1 	15	1	0	0	1	3	hsa-miR-2110				-0.25	-0.25	N/A
TRIM58	ENST00000366481.3	tripartite motif containing 58 	68	2	0	1	1	1	hsa-miR-2110				-0.25	-0.27	N/A
SEPT4	ENST00000426861.1	septin 4 	40	2	0	2	0	0	hsa-miR-2110				-0.25	-0.25	N/A
MRVI1	ENST00000421747.1	murine retrovirus integration site 1 homolog 	26	4	1	1	2	3	hsa-miR-2110				-0.25	-0.29	N/A
KCNK5	ENST00000359534.3	potassium channel, subfamily K, member 5 	143	5	0	2	3	8	hsa-miR-2110				-0.25	-0.48	N/A
KRTAP17-1	ENST00000334202.3	keratin associated protein 17-1 	5	1	0	0	1	0	hsa-miR-2110				-0.25	-0.25	N/A
CLHC1	ENST00000406437.2	clathrin heavy chain linker domain containing 1 	21	1	0	1	0	0	hsa-miR-2110				-0.25	-0.30	N/A
LRMP	ENST00000547044.1	lymphoid-restricted membrane protein 	46	1	0	0	1	0	hsa-miR-2110				-0.25	-0.25	N/A
FOXD2	ENST00000334793.5	forkhead box D2 	118	1	1	0	0	0	hsa-miR-2110				-0.25	-0.25	N/A
ZDHHC14	ENST00000359775.5	zinc finger, DHHC-type containing 14 	253	3	1	1	1	4	hsa-miR-2110				-0.25	-0.36	N/A
CDA	ENST00000375071.3	cytidine deaminase 	302	1	0	1	0	0	hsa-miR-2110				-0.25	-0.25	N/A
SPATA31A1	ENST00000377647.3	SPATA31 subfamily A, member 1 	5	1	0	0	1	0	hsa-miR-2110				-0.25	-0.25	N/A
CLPSL1	ENST00000373861.5	colipase-like 1 	5	1	0	1	0	0	hsa-miR-2110				-0.25	-0.25	N/A
EHMT2	ENST00000395728.3	euchromatic histone-lysine N-methyltransferase 2 	1379	1	0	1	0	2	hsa-miR-2110				-0.25	-0.25	N/A
WDTC1	ENST00000319394.3	WD and tetratricopeptide repeats 1 	137	1	0	1	0	3	hsa-miR-2110				-0.25	-0.25	N/A
TSPYL5	ENST00000322128.3	TSPY-like 5 	20	2	0	1	1	2	hsa-miR-2110				-0.25	-0.25	N/A
MLANA	ENST00000381477.3	melan-A 	5	1	0	1	0	0	hsa-miR-2110				-0.25	-0.25	N/A
PPP1R3E	ENST00000452015.4	protein phosphatase 1, regulatory subunit 3E 	77	4	0	2	2	0	hsa-miR-2110				-0.25	-0.54	N/A
SUV39H1	ENST00000453214.2	suppressor of variegation 3-9 homolog 1 (Drosophila) 	499	2	1	1	0	0	hsa-miR-2110				-0.25	-0.25	N/A
PRUNE	ENST00000271620.3	prune exopolyphosphatase 	41	1	0	1	0	1	hsa-miR-2110				-0.25	-0.25	N/A
SEPW1	ENST00000509570.2	selenoprotein W, 1 	303	1	0	1	0	0	hsa-miR-2110				-0.25	-0.25	N/A
VWA5B2	ENST00000426955.2	von Willebrand factor A domain containing 5B2 	14	1	0	0	1	0	hsa-miR-2110				-0.25	-0.25	N/A
NPFFR1	ENST00000277942.6	neuropeptide FF receptor 1 	5	4	2	1	1	2	hsa-miR-2110				-0.25	-0.25	N/A
SPATA31A2	ENST00000456183.2	SPATA31 subfamily A, member 2 	5	1	0	0	1	0	hsa-miR-2110				-0.25	-0.25	N/A
WDFY4	ENST00000413659.2	WDFY family member 4 	5	4	1	2	1	0	hsa-miR-2110				-0.25	-0.25	N/A
GFRA4	ENST00000290417.2	GDNF family receptor alpha 4 	5	1	0	1	0	0	hsa-miR-2110				-0.25	-0.25	N/A
HHLA3	ENST00000361764.4	HERV-H LTR-associating 3 	5	1	0	1	0	0	hsa-miR-2110				-0.25	-0.25	N/A
UGT3A2	ENST00000282507.3	UDP glycosyltransferase 3 family, polypeptide A2 	5	1	0	0	1	0	hsa-miR-2110				-0.25	-0.25	N/A
SGK494	ENST00000301037.5	uncharacterized serine/threonine-protein kinase SgK494  	17	2	0	1	1	0	hsa-miR-2110				-0.25	-0.25	N/A
TNFSF15	ENST00000374045.4	tumor necrosis factor (ligand) superfamily, member 15 	29	2	0	1	1	1	hsa-miR-2110				-0.25	-0.25	N/A
SPHK2	ENST00000245222.4	sphingosine kinase 2 	142	1	0	0	1	0	hsa-miR-2110				-0.25	-0.25	N/A
C3orf18	ENST00000426034.1	chromosome 3 open reading frame 18 	29	1	0	1	0	1	hsa-miR-2110				-0.25	-0.25	N/A
MMP19	ENST00000409200.3	matrix metallopeptidase 19 	135	2	0	2	0	0	hsa-miR-2110				-0.25	-0.28	N/A
CCDC15	ENST00000344762.5	coiled-coil domain containing 15 	134	1	0	1	0	0	hsa-miR-2110				-0.25	-0.25	N/A
SPRYD4	ENST00000338146.5	SPRY domain containing 4 	1999	2	0	2	0	0	hsa-miR-2110				-0.25	-0.38	N/A
C12orf43	ENST00000536407.2	chromosome 12 open reading frame 43 	172	2	0	1	1	0	hsa-miR-2110				-0.25	-0.25	N/A
