Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
MCFD2	ENST00000444761.2	multiple coagulation factor deficiency 2 	1648	1	0	0	1	1	hsa-miR-625-5p	0.0044	0.0326	0.2285	-0.28	-0.33	N/A
DRG2	ENST00000395726.4	developmentally regulated GTP binding protein 2 	1552	1	0	1	0	1	hsa-miR-625-5p	0.0022	0.0157	0.1056	-0.28	-0.28	N/A
POFUT1	ENST00000375749.3	protein O-fucosyltransferase 1 	647	2	0	1	1	0	hsa-miR-625-5p	0.0034	0.0247	0.1698	-0.28	-0.35	N/A
MSRB3	ENST00000308259.5	methionine sulfoxide reductase B3 	83	1	0	1	0	0	hsa-miR-625-5p	0.0024	0.0176	0.1170	-0.28	-0.28	N/A
LYNX1	ENST00000395192.2	Ly6/neurotoxin 1 	5	2	0	0	2	3	hsa-miR-625-5p	0.0051	0.0379	0.2707	-0.28	-0.28	N/A
TBP	ENST00000230354.6	TATA box binding protein 	1997	1	0	0	1	0	hsa-miR-625-5p	0.0019	0.0141	0.1009	-0.28	-0.28	N/A
RABIF	ENST00000367262.3	RAB interacting factor 	948	1	1	0	0	0	hsa-miR-625-5p	0.0016	0.0121	0.0822	-0.28	-0.57	N/A
RARRES3	ENST00000255688.3	retinoic acid receptor responder (tazarotene induced) 3 	60	1	0	0	1	0	hsa-miR-625-5p	0.0009	0.0070	0.0493	-0.28	-0.28	N/A
DHH	ENST00000266991.2	desert hedgehog 	5	1	0	0	1	0	hsa-miR-625-5p	0.0014	0.0099	0.0691	-0.28	-0.28	N/A
LMX1B	ENST00000355497.5	LIM homeobox transcription factor 1, beta 	8	3	0	1	2	1	hsa-miR-625-5p	0.0058	0.0428	0.3065	-0.28	-0.28	N/A
GLIPR2	ENST00000396613.3	GLI pathogenesis-related 2 	218	1	0	0	1	4	hsa-miR-625-5p	0.0027	0.0198	0.1379	-0.28	-0.55	N/A
TTC17	ENST00000039989.4	tetratricopeptide repeat domain 17 	27	1	1	0	0	0	hsa-miR-625-5p	0.0014	0.0105	0.0719	-0.28	-0.33	N/A
ASB14	ENST00000487349.1	ankyrin repeat and SOCS box containing 14 	5	1	0	1	0	0	hsa-miR-625-5p	0.0024	0.0175	0.1225	-0.28	-0.28	N/A
STK17B	ENST00000263955.4	serine/threonine kinase 17b 	113	2	0	1	1	0	hsa-miR-625-5p	0.0025	0.0185	0.1266	-0.28	-0.42	N/A
RERG	ENST00000256953.2	RAS-like, estrogen-regulated, growth inhibitor 	162	1	0	0	1	0	hsa-miR-625-5p	0.0021	0.0155	0.1076	-0.28	-0.30	N/A
SETD3	ENST00000331768.5	SET domain containing 3 	58	1	1	0	0	1	hsa-miR-625-5p	0.0030	0.0219	0.1489	-0.28	-0.39	N/A
NEUROG1	ENST00000314744.4	neurogenin 1 	5	1	0	1	0	0	hsa-miR-625-5p	0.0025	0.0186	0.1284	-0.28	-0.28	N/A
WIBG	ENST00000408946.2	within bgcn homolog (Drosophila) 	247	1	0	1	0	0	hsa-miR-625-5p	0.0016	0.0116	0.0820	-0.28	-0.28	N/A
CCL8	ENST00000394620.1	chemokine (C-C motif) ligand 8 	5	1	0	0	1	0	hsa-miR-625-5p	0.0015	0.0113	0.0778	-0.28	-0.28	N/A
ELN	ENST00000252034.7	elastin 	445	1	0	0	1	2	hsa-miR-625-5p	0.0062	0.0458	0.3245	-0.28	-0.28	N/A
NEDD9	ENST00000379446.5	neural precursor cell expressed, developmentally down-regulated 9 	1164	1	0	1	0	0	hsa-miR-625-5p	0.0032	0.0233	0.1635	-0.28	-0.28	N/A
ARF5	ENST00000000233.5	ADP-ribosylation factor 5 	2941	1	0	0	1	0	hsa-miR-625-5p	0.0015	0.0111	0.0763	-0.28	-0.28	N/A
TMPRSS4	ENST00000534111.1	transmembrane protease, serine 4 	5	2	0	1	1	2	hsa-miR-625-5p	0.0052	0.0378	0.2579	-0.28	-0.28	N/A
IRX1	ENST00000302006.3	iroquois homeobox 1 	5	1	0	1	0	0	hsa-miR-625-5p	0.0014	0.0101	0.0720	-0.28	-0.28	N/A
GYPC	ENST00000259254.4	glycophorin C (Gerbich blood group) 	243	1	0	0	1	0	hsa-miR-625-5p	0.0012	0.0086	0.0606	-0.28	-0.28	N/A
LILRA6	ENST00000391735.3	leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 6 	5	1	0	0	1	0	hsa-miR-625-5p	0.0038	0.0283	0.2033	-0.28	-0.28	N/A
PNCK	ENST00000340888.3	pregnancy up-regulated non-ubiquitously expressed CaM kinase 	5	1	0	0	1	1	hsa-miR-625-5p	0.0023	0.0167	0.1198	-0.28	-0.28	N/A
FOXP3	ENST00000376207.4	forkhead box P3 	7	2	0	1	1	0	hsa-miR-625-5p	0.0044	0.0326	0.2316	-0.28	-0.28	N/A
MSL2	ENST00000309993.2	male-specific lethal 2 homolog (Drosophila) 	175	1	0	1	0	0	hsa-miR-625-5p	0.0023	0.0166	0.1116	-0.28	-0.28	N/A
AQP2	ENST00000199280.3	aquaporin 2 (collecting duct) 	5	1	1	0	0	0	hsa-miR-625-5p	0.0049	0.0357	0.2524	-0.28	-0.28	N/A
ISOC2	ENST00000438389.2	isochorismatase domain containing 2 	1602	1	0	1	0	0	hsa-miR-625-5p	0.0013	0.0093	0.0657	-0.28	-0.28	N/A
TES	ENST00000358204.4	testis derived transcript (3 LIM domains) 	34	1	0	1	0	0	hsa-miR-625-5p	0.0023	0.0165	0.1101	-0.28	-0.28	N/A
SLC2A4	ENST00000317370.8	solute carrier family 2 (facilitated glucose transporter), member 4 	233	1	1	0	0	0	hsa-miR-625-5p	0.0028	0.0207	0.1433	-0.28	-0.28	N/A
GNAI3	ENST00000369851.4	guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 3 	2439	1	0	1	0	1	hsa-miR-625-5p	0.0017	0.0121	0.0833	-0.28	-0.31	N/A
ELP5	ENST00000574993.1	elongator acetyltransferase complex subunit 5 	123	1	0	1	0	0	hsa-miR-625-5p	0.0019	0.0138	0.0940	-0.28	-0.30	N/A
ASCC2	ENST00000307790.3	activating signal cointegrator 1 complex subunit 2 	139	1	1	0	0	0	hsa-miR-625-5p	0.0020	0.0147	0.1055	-0.28	-0.28	N/A
B4GALT5	ENST00000371711.4	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 5 	1000	2	0	1	1	2	hsa-miR-625-5p	0.0051	0.0377	0.2673	-0.28	-0.28	N/A
NXT2	ENST00000372106.1	nuclear transport factor 2-like export factor 2 	390	1	0	0	1	0	hsa-miR-625-5p	0.0019	0.0142	0.0960	-0.28	-0.28	N/A
HES4	ENST00000428771.2	hairy and enhancer of split 4 (Drosophila) 	51	2	0	1	1	4	hsa-miR-625-5p	0.0039	0.0283	0.2003	-0.28	-0.38	N/A
AP3B1	ENST00000255194.6	adaptor-related protein complex 3, beta 1 subunit 	180	1	0	1	0	0	hsa-miR-625-5p	0.0030	0.0220	0.1468	-0.28	-0.28	N/A
FOXD4	ENST00000382500.2	forkhead box D4 	5	1	0	1	0	0	hsa-miR-625-5p	0.0026	0.0190	0.1288	-0.28	-0.28	N/A
CCDC43	ENST00000457422.2	coiled-coil domain containing 43 	36	1	0	1	0	0	hsa-miR-625-5p	0.0021	0.0154	0.1068	-0.28	-0.28	N/A
ALOX12	ENST00000251535.6	arachidonate 12-lipoxygenase 	5	1	0	0	1	0	hsa-miR-625-5p	0.0023	0.0169	0.1174	-0.28	-0.28	N/A
MUS81	ENST00000533035.1	MUS81 structure-specific endonuclease subunit 	43	1	0	0	1	0	hsa-miR-625-5p	0.0017	0.0126	0.0906	-0.28	-0.28	N/A
OR2W3	ENST00000537741.1	olfactory receptor, family 2, subfamily W, member 3 	23	1	0	0	1	1	hsa-miR-625-5p	0.0033	0.0239	0.1676	-0.28	-0.28	N/A
BCL7B	ENST00000223368.2	B-cell CLL/lymphoma 7B 	4037	1	0	0	1	0	hsa-miR-625-5p	0.0017	0.0128	0.0918	-0.28	-0.28	N/A
CASC4	ENST00000360824.3	cancer susceptibility candidate 4 	5	1	0	1	0	0	hsa-miR-625-5p	0.0021	0.0156	0.1068	-0.28	-0.28	N/A
STX5	ENST00000377897.4	syntaxin 5 	402	1	0	0	1	1	hsa-miR-625-5p	0.0023	0.0167	0.1187	-0.28	-0.29	N/A
LETM1	ENST00000302787.2	leucine zipper-EF-hand containing transmembrane protein 1 	198	1	1	0	0	0	hsa-miR-625-5p	0.0037	0.0266	0.1772	-0.28	-0.31	N/A
DENND3	ENST00000519811.1	DENN/MADD domain containing 3 	926	2	1	0	1	0	hsa-miR-625-5p	0.0027	0.0201	0.1430	-0.28	-0.29	N/A
SPATA12	ENST00000334325.1	spermatogenesis associated 12 	7	1	0	0	1	0	hsa-miR-625-5p	0.0025	0.0181	0.1289	-0.28	-0.28	N/A
PI4K2A	ENST00000370649.3	Phosphatidylinositol 4-kinase type 2-alpha; Uncharacterized protein  	1489	1	0	1	0	0	hsa-miR-625-5p	0.0040	0.0289	0.1985	-0.28	-0.28	N/A
DOHH	ENST00000250937.3	deoxyhypusine hydroxylase/monooxygenase 	160	1	0	0	1	2	hsa-miR-625-5p	0.0028	0.0204	0.1442	-0.28	-0.28	N/A
ADRA2B	ENST00000409345.3	adrenoceptor alpha 2B 	7	1	0	1	0	2	hsa-miR-625-5p	0.0045	0.0328	0.2311	-0.28	-0.28	N/A
KCNK3	ENST00000302909.3	potassium channel, subfamily K, member 3 	19	2	0	1	1	1	hsa-miR-625-5p	0.0054	0.0397	0.2814	-0.28	-0.30	N/A
VPS25	ENST00000253794.2	vacuolar protein sorting 25 homolog (S. cerevisiae) 	1196	1	0	0	1	0	hsa-miR-625-5p	0.0009	0.0068	0.0479	-0.28	-0.28	N/A
FSTL4	ENST00000265342.7	follistatin-like 4 	60	2	0	0	2	1	hsa-miR-625-5p	0.0053	0.0389	0.2767	-0.28	-0.39	N/A
FKTN	ENST00000223528.2	fukutin 	153	2	0	1	1	0	hsa-miR-625-5p	0.0035	0.0256	0.1787	-0.28	-0.28	N/A
CECR1	ENST00000399839.1	cat eye syndrome chromosome region, candidate 1 	46	2	0	0	2	0	hsa-miR-625-5p	0.0016	0.0120	0.0866	-0.28	-0.28	N/A
FLJ14816	ENST00000593290.1		5	1	0	0	1	0	hsa-miR-625-5p	0.0029	0.0211	0.1504	-0.28	-0.28	N/A
FBXO5	ENST00000229758.3	F-box protein 5 	441	1	0	1	0	0	hsa-miR-625-5p	0.0013	0.0092	0.0642	-0.28	-0.28	N/A
C1QA	ENST00000374642.3	complement component 1, q subcomponent, A chain 	5	1	0	0	1	0	hsa-miR-625-5p	0.0012	0.0085	0.0597	-0.28	-0.28	N/A
HSD11B2	ENST00000326152.5	hydroxysteroid (11-beta) dehydrogenase 2 	29	1	0	0	1	0	hsa-miR-625-5p	0.0035	0.0256	0.1816	-0.28	-0.28	N/A
LMO4	ENST00000370544.5	LIM domain only 4 	294	2	0	1	1	0	hsa-miR-625-5p	0.0022	0.0163	0.1062	-0.28	-0.51	N/A
ZNF605	ENST00000360187.4	zinc finger protein 605 	147	1	1	0	0	1	hsa-miR-625-5p	0.0056	0.0409	0.2759	-0.28	-0.29	N/A
PHB2	ENST00000546111.1	prohibitin 2 	120	2	0	0	2	2	hsa-miR-625-5p	0.0017	0.0125	0.0891	-0.28	-0.64	N/A
RING1	ENST00000374656.4	ring finger protein 1 	66	1	0	0	1	0	hsa-miR-625-5p	0.0022	0.0165	0.1162	-0.28	-0.28	N/A
ITM2C	ENST00000326407.6	integral membrane protein 2C 	67220	1	0	1	0	1	hsa-miR-625-5p	0.0040	0.0293	0.2050	-0.28	-0.28	N/A
CHRM2	ENST00000445907.2	cholinergic receptor, muscarinic 2 	5	1	1	0	0	0	hsa-miR-625-5p	0.0035	0.0253	0.1746	-0.28	-0.28	N/A
SIGLEC8	ENST00000321424.3	sialic acid binding Ig-like lectin 8 	5	1	1	0	0	1	hsa-miR-625-5p	0.0033	0.0243	0.1755	-0.28	-0.28	N/A
TCP11L1	ENST00000334274.4	t-complex 11, testis-specific-like 1 	140	2	1	0	1	1	hsa-miR-625-5p	0.0029	0.0209	0.1435	-0.27	-0.71	N/A
PARL	ENST00000317096.4	presenilin associated, rhomboid-like 	1214	1	0	0	1	2	hsa-miR-625-5p	0.0009	0.0069	0.0487	-0.27	-0.35	N/A
LRRC3DN	ENST00000596691.1	LRRC3 downstream neighbor (non-protein coding) 	221	2	0	0	2	1	hsa-miR-625-5p	0.0020	0.0149	0.1037	-0.27	-0.36	N/A
ZNF831	ENST00000371030.2	zinc finger protein 831 	5	1	0	0	1	0	hsa-miR-625-5p	0.0061	0.0447	0.3221	-0.27	-0.27	N/A
KIAA0556	ENST00000261588.4	KIAA0556 	169	1	0	0	1	1	hsa-miR-625-5p	0.0044	0.0325	0.2320	-0.27	-0.27	N/A
PLVAP	ENST00000252590.4	plasmalemma vesicle associated protein 	5	2	0	1	1	0	hsa-miR-625-5p	0.0031	0.0229	0.1634	-0.27	-0.27	N/A
GNG2	ENST00000556752.1	guanine nucleotide binding protein (G protein), gamma 2 	199	1	0	0	1	0	hsa-miR-625-5p	0.0016	0.0121	0.0852	-0.27	-0.27	N/A
IL13RA1	ENST00000371666.3	interleukin 13 receptor, alpha 1 	494	2	2	0	0	1	hsa-miR-625-5p	0.0033	0.0238	0.1624	-0.27	-0.60	N/A
FXYD6	ENST00000540359.1	FXYD domain containing ion transport regulator 6 	42	1	0	0	1	0	hsa-miR-625-5p	0.0014	0.0101	0.0716	-0.27	-0.27	N/A
PIP4K2C	ENST00000354947.5	phosphatidylinositol-5-phosphate 4-kinase, type II, gamma 	457	1	0	1	0	1	hsa-miR-625-5p	0.0049	0.0361	0.2524	-0.27	-0.28	N/A
CTNNA2	ENST00000496558.1	catenin (cadherin-associated protein), alpha 2 	5	1	0	1	0	0	hsa-miR-625-5p	0.0015	0.0113	0.0780	-0.27	-0.27	N/A
SOX2	ENST00000325404.1	SRY (sex determining region Y)-box 2 	506	1	0	1	0	0	hsa-miR-625-5p	0.0014	0.0106	0.0743	-0.27	-0.27	N/A
DYNLRB1	ENST00000357156.2	dynein, light chain, roadblock-type 1 	970	1	0	0	1	0	hsa-miR-625-5p	0.0025	0.0185	0.1318	-0.27	-0.27	N/A
C19orf77	ENST00000591708.1	chromosome 19 open reading frame 77 	9	1	0	0	1	0	hsa-miR-625-5p	0.0010	0.0077	0.0552	-0.27	-0.27	N/A
KIFC2	ENST00000301331.5	kinesin family member C2 	101	1	0	0	1	1	hsa-miR-625-5p	0.0020	0.0146	0.1050	-0.27	-0.27	N/A
FOXD4L1	ENST00000306507.5	forkhead box D4-like 1 	5	1	0	1	0	0	hsa-miR-625-5p	0.0027	0.0195	0.1315	-0.27	-0.27	N/A
MLTK	ENST00000375213.3	Mitogen-activated protein kinase kinase kinase MLT  	734	1	0	1	0	0	hsa-miR-625-5p	0.0020	0.0145	0.0976	-0.27	-0.28	N/A
C15orf38	ENST00000357484.5	chromosome 15 open reading frame 38 	325	3	1	1	1	1	hsa-miR-625-5p	0.0034	0.0252	0.1738	-0.27	-0.81	N/A
BTF3L4	ENST00000489308.2	basic transcription factor 3-like 4 	1245	1	0	1	0	0	hsa-miR-625-5p	0.0017	0.0124	0.0857	-0.27	-0.28	N/A
NAB1	ENST00000337386.5	NGFI-A binding protein 1 (EGR1 binding protein 1) 	279	1	1	0	0	0	hsa-miR-625-5p	0.0026	0.0189	0.1275	-0.27	-0.37	N/A
LIN28B	ENST00000345080.4	lin-28 homolog B (C. elegans) 	118	1	0	1	0	0	hsa-miR-625-5p	0.0031	0.0226	0.1502	-0.27	-0.27	N/A
MX2	ENST00000330714.3	myxovirus (influenza virus) resistance 2 (mouse) 	7	1	0	1	0	1	hsa-miR-625-5p	0.0032	0.0231	0.1591	-0.27	-0.27	N/A
POU3F1	ENST00000373012.2	POU class 3 homeobox 1 	9	1	0	1	0	1	hsa-miR-625-5p	0.0051	0.0377	0.2677	-0.27	-0.27	N/A
NHSL2	ENST00000540800.1	NHS-like 2 	5	2	1	0	1	0	hsa-miR-625-5p	0.0073	0.0535	0.3708	-0.27	-0.27	N/A
SRC	ENST00000373578.2	v-src avian sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog 	170	1	0	0	1	1	hsa-miR-625-5p	0.0036	0.0262	0.1870	-0.27	-0.27	N/A
FAM110A	ENST00000381941.3	family with sequence similarity 110, member A 	73	1	0	0	1	0	hsa-miR-625-5p	0.0013	0.0095	0.0672	-0.27	-0.27	N/A
C17orf74	ENST00000574034.1	chromosome 17 open reading frame 74 	8	1	0	0	1	1	hsa-miR-625-5p	0.0020	0.0145	0.1027	-0.27	-0.27	N/A
CCL11	ENST00000305869.3	chemokine (C-C motif) ligand 11 	12	1	0	1	0	0	hsa-miR-625-5p	0.0016	0.0114	0.0792	-0.27	-0.27	N/A
AGPAT1	ENST00000395496.1	1-acylglycerol-3-phosphate O-acyltransferase 1 	181	1	0	1	0	2	hsa-miR-625-5p	0.0031	0.0226	0.1610	-0.27	-0.28	N/A
GLUL	ENST00000331872.6	glutamate-ammonia ligase 	1073	1	0	1	0	1	hsa-miR-625-5p	0.0023	0.0171	0.1150	-0.27	-0.32	N/A
FBXL20	ENST00000394294.3	F-box and leucine-rich repeat protein 20 	455	3	1	2	0	1	hsa-miR-625-5p	0.0059	0.0428	0.2929	-0.27	-0.62	N/A
SYT4	ENST00000255224.3	synaptotagmin IV 	11	1	0	0	1	1	hsa-miR-625-5p	0.0032	0.0233	0.1604	-0.27	-0.27	N/A
INTS3	ENST00000318967.2	integrator complex subunit 3 	88	1	0	0	1	1	hsa-miR-625-5p	0.0033	0.0244	0.1719	-0.27	-0.27	N/A
GNA11	ENST00000078429.4	guanine nucleotide binding protein (G protein), alpha 11 (Gq class) 	1513	2	0	0	2	2	hsa-miR-625-5p	0.0057	0.0419	0.2995	-0.27	-0.27	N/A
ATP2A3	ENST00000309890.7	ATPase, Ca++ transporting, ubiquitous 	40	1	0	0	1	1	hsa-miR-625-5p	0.0043	0.0316	0.2238	-0.27	-0.27	N/A
SLC26A9	ENST00000367135.3	solute carrier family 26 (anion exchanger), member 9 	18	1	0	0	1	2	hsa-miR-625-5p	0.0061	0.0450	0.3217	-0.27	-0.27	N/A
ATP6V1A	ENST00000273398.3	ATPase, H+ transporting, lysosomal 70kDa, V1 subunit A 	180	1	1	0	0	0	hsa-miR-625-5p	0.0031	0.0224	0.1475	-0.27	-0.27	N/A
TMEM54	ENST00000373463.3	transmembrane protein 54 	35	1	0	0	1	0	hsa-miR-625-5p	0.0014	0.0102	0.0708	-0.27	-0.27	N/A
FNDC7	ENST00000271311.2	fibronectin type III domain containing 7 	5	1	0	0	1	0	hsa-miR-625-5p	0.0020	0.0147	0.1022	-0.27	-0.27	N/A
C11orf45	ENST00000310799.3	chromosome 11 open reading frame 45 	14	1	0	0	1	0	hsa-miR-625-5p	0.0015	0.0111	0.0785	-0.27	-0.27	N/A
FAR1	ENST00000354817.3	fatty acyl CoA reductase 1 	814	2	0	2	0	0	hsa-miR-625-5p	0.0023	0.0170	0.1176	-0.27	-0.29	N/A
PRKCA	ENST00000413366.3	protein kinase C, alpha 	726	2	0	0	2	1	hsa-miR-625-5p	0.0057	0.0423	0.3015	-0.27	-0.34	N/A
C8orf82	ENST00000313465.5	chromosome 8 open reading frame 82 	94	1	0	0	1	2	hsa-miR-625-5p	0.0041	0.0299	0.2113	-0.27	-0.27	N/A
TRPC4AP	ENST00000451813.2	transient receptor potential cation channel, subfamily C, member 4 associated protein 	242	1	1	0	0	1	hsa-miR-625-5p	0.0022	0.0165	0.1165	-0.27	-0.27	N/A
SEPHS1	ENST00000545675.1	selenophosphate synthetase 1 	281	1	0	0	1	0	hsa-miR-625-5p	0.0017	0.0125	0.0856	-0.27	-0.27	N/A
CXCL14	ENST00000337225.5	chemokine (C-X-C motif) ligand 14 	5	1	0	1	0	0	hsa-miR-625-5p	0.0020	0.0150	0.1068	-0.27	-0.27	N/A
GABRA3	ENST00000370314.4	gamma-aminobutyric acid (GABA) A receptor, alpha 3 	55	1	1	0	0	0	hsa-miR-625-5p	0.0034	0.0247	0.1684	-0.27	-0.27	N/A
WDR27	ENST00000448612.1	WD repeat domain 27 	36	1	0	1	0	0	hsa-miR-625-5p	0.0028	0.0201	0.1343	-0.27	-0.27	N/A
TREML1	ENST00000373127.4	triggering receptor expressed on myeloid cells-like 1 	5	1	0	0	1	0	hsa-miR-625-5p	0.0019	0.0142	0.1000	-0.27	-0.27	N/A
CLEC2L	ENST00000422142.2	C-type lectin domain family 2, member L 	194	1	0	1	0	1	hsa-miR-625-5p	0.0029	0.0216	0.1511	-0.27	-0.27	N/A
GAPDH	ENST00000229239.5	glyceraldehyde-3-phosphate dehydrogenase 	421	1	0	0	1	0	hsa-miR-625-5p	0.0007	0.0055	0.0394	-0.27	-0.27	N/A
C19orf26	ENST00000590083.1	chromosome 19 open reading frame 26 	24	2	0	1	1	1	hsa-miR-625-5p	0.0028	0.0206	0.1467	-0.27	-0.27	N/A
HID1	ENST00000425042.2	HID1 domain containing 	5	1	1	0	0	1	hsa-miR-625-5p	0.0034	0.0249	0.1778	-0.27	-0.27	N/A
SOX4	ENST00000244745.1	SRY (sex determining region Y)-box 4 	2736	1	0	0	1	3	hsa-miR-625-5p	0.0043	0.0313	0.2243	-0.27	-0.27	N/A
TCF12	ENST00000267811.5	transcription factor 12 	101	1	1	0	0	0	hsa-miR-625-5p	0.0023	0.0164	0.1091	-0.27	-0.33	N/A
C22orf29	ENST00000407472.1	chromosome 22 open reading frame 29 	351	3	0	1	2	2	hsa-miR-625-5p	0.0044	0.0326	0.2289	-0.27	-0.40	N/A
TACR1	ENST00000305249.5	tachykinin receptor 1 	5	1	0	0	1	0	hsa-miR-625-5p	0.0023	0.0169	0.1207	-0.27	-0.27	N/A
C19orf38	ENST00000397820.4	chromosome 19 open reading frame 38 	18	1	0	0	1	0	hsa-miR-625-5p	0.0016	0.0121	0.0871	-0.27	-0.27	N/A
FAM174B	ENST00000327355.5	family with sequence similarity 174, member B 	16	1	1	0	0	1	hsa-miR-625-5p	0.0025	0.0182	0.1217	-0.27	-0.52	N/A
SMYD1	ENST00000419482.2	SET and MYND domain containing 1 	5	1	0	0	1	0	hsa-miR-625-5p	0.0043	0.0312	0.2197	-0.27	-0.27	N/A
CTDSP1	ENST00000273062.2	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 1 	1299	3	0	0	3	1	hsa-miR-625-5p	0.0029	0.0214	0.1546	-0.27	-0.27	N/A
NKX2-5	ENST00000424406.2	NK2 homeobox 5 	47	1	0	1	0	1	hsa-miR-625-5p	0.0025	0.0183	0.1284	-0.27	-0.28	N/A
LRFN1	ENST00000248668.4	leucine rich repeat and fibronectin type III domain containing 1 	82	1	0	0	1	2	hsa-miR-625-5p	0.0024	0.0179	0.1279	-0.27	-0.27	N/A
OTOR	ENST00000246081.2	otoraplin 	5	1	0	0	1	0	hsa-miR-625-5p	0.0015	0.0112	0.0774	-0.27	-0.27	N/A
PDPK1	ENST00000441549.3	3-phosphoinositide dependent protein kinase-1 	104	1	0	1	0	1	hsa-miR-625-5p	0.0057	0.0420	0.2916	-0.27	-0.28	N/A
CRISP2	ENST00000339139.4	cysteine-rich secretory protein 2 	5	1	0	0	1	0	hsa-miR-625-5p	0.0014	0.0103	0.0711	-0.27	-0.27	N/A
TMTC1	ENST00000256062.5	transmembrane and tetratricopeptide repeat containing 1 	379	2	1	0	1	0	hsa-miR-625-5p	0.0047	0.0343	0.2263	-0.27	-0.30	N/A
CSTF1	ENST00000217109.4	cleavage stimulation factor, 3' pre-RNA, subunit 1, 50kDa 	658	2	0	0	2	0	hsa-miR-625-5p	0.0020	0.0145	0.1019	-0.27	-0.33	N/A
PEA15	ENST00000360472.4	phosphoprotein enriched in astrocytes 15 	5239	1	1	0	0	1	hsa-miR-625-5p	0.0031	0.0230	0.1645	-0.27	-0.27	N/A
CD40LG	ENST00000370629.2	CD40 ligand 	5	1	0	0	1	1	hsa-miR-625-5p	0.0026	0.0190	0.1335	-0.27	-0.27	N/A
RUNDC3A	ENST00000426726.3	RUN domain containing 3A 	11	1	0	0	1	0	hsa-miR-625-5p	0.0029	0.0215	0.1512	-0.27	-0.27	N/A
SORCS2	ENST00000507866.2	sortilin-related VPS10 domain containing receptor 2 	85	1	0	0	1	2	hsa-miR-625-5p	0.0051	0.0375	0.2668	-0.27	-0.27	N/A
TRIM29	ENST00000341846.5	tripartite motif containing 29 	5	1	0	0	1	0	hsa-miR-625-5p	0.0037	0.0275	0.1954	-0.27	-0.27	N/A
KCTD20	ENST00000373731.2	potassium channel tetramerization domain containing 20 	88	2	1	0	1	1	hsa-miR-625-5p	0.0024	0.0178	0.1229	-0.27	-0.52	N/A
FUZ	ENST00000528094.1	fuzzy planar cell polarity protein 	47	1	0	0	1	1	hsa-miR-625-5p	0.0009	0.0064	0.0463	-0.27	-0.33	N/A
YWHAE	ENST00000264335.8	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide 	144	1	0	1	0	1	hsa-miR-625-5p	0.0024	0.0174	0.1208	-0.27	-0.30	N/A
FAIM3	ENST00000420007.2	Fas apoptotic inhibitory molecule 3 	311	1	0	0	1	0	hsa-miR-625-5p	0.0023	0.0170	0.1188	-0.27	-0.27	N/A
SLC25A51	ENST00000380590.3	solute carrier family 25, member 51 	170	1	0	1	0	0	hsa-miR-625-5p	0.0037	0.0268	0.1806	-0.27	-0.28	N/A
CA13	ENST00000321764.3	carbonic anhydrase XIII 	42	1	0	0	1	0	hsa-miR-625-5p	0.0026	0.0191	0.1333	-0.27	-0.27	N/A
SHOC2	ENST00000369452.4	soc-2 suppressor of clear homolog (C. elegans) 	437	1	0	1	0	0	hsa-miR-625-5p	0.0033	0.0244	0.1694	-0.27	-0.27	N/A
GPN1	ENST00000264718.3	GPN-loop GTPase 1 	648	1	0	0	1	0	hsa-miR-625-5p	0.0013	0.0099	0.0686	-0.27	-0.27	N/A
IFIT2	ENST00000371826.3	interferon-induced protein with tetratricopeptide repeats 2 	9	2	0	1	1	0	hsa-miR-625-5p	0.0015	0.0107	0.0755	-0.27	-0.27	N/A
XIRP1	ENST00000396251.1	xin actin-binding repeat containing 1 	5	1	0	0	1	1	hsa-miR-625-5p	0.0047	0.0343	0.2453	-0.27	-0.27	N/A
PDGFRB	ENST00000261799.4	platelet-derived growth factor receptor, beta polypeptide 	320	1	1	0	0	1	hsa-miR-625-5p	0.0044	0.0327	0.2345	-0.27	-0.27	N/A
CDK5R2	ENST00000302625.4	cyclin-dependent kinase 5, regulatory subunit 2 (p39) 	24	1	0	1	0	2	hsa-miR-625-5p	0.0048	0.0349	0.2456	-0.27	-0.27	N/A
FAM89B	ENST00000449319.2	family with sequence similarity 89, member B 	289	1	0	1	0	1	hsa-miR-625-5p	0.0034	0.0250	0.1737	-0.27	-0.27	N/A
ATAD3A	ENST00000536055.1	ATPase family, AAA domain containing 3A 	23	2	0	1	1	0	hsa-miR-625-5p	0.0022	0.0164	0.1169	-0.27	-0.27	N/A
ZFP91	ENST00000316059.6	ZFP91 zinc finger protein 	688	1	0	1	0	3	hsa-miR-625-5p	0.0050	0.0370	0.2594	-0.27	-0.27	N/A
MAP7D1	ENST00000316156.4	MAP7 domain containing 1 	1052	1	0	0	1	1	hsa-miR-625-5p	0.0034	0.0253	0.1776	-0.27	-0.27	N/A
