Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
PIWIL2	ENST00000356766.6	piwi-like RNA-mediated gene silencing 2 	5	2	1	0	1	0	hsa-miR-6511a-3p				-0.24	-0.24	N/A
MRPL10	ENST00000351111.2	mitochondrial ribosomal protein L10 	356	1	1	0	0	0	hsa-miR-6511a-3p				-0.24	-0.24	N/A
GNAI3	ENST00000369851.4	guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 3 	2439	1	0	1	0	0	hsa-miR-6511a-3p				-0.24	-0.25	N/A
UGT2B7	ENST00000508661.1	UDP glucuronosyltransferase 2 family, polypeptide B7 	5	1	0	0	1	0	hsa-miR-6511a-3p				-0.24	-0.24	N/A
MYO1E	ENST00000288235.4	myosin IE 	198	1	1	0	0	1	hsa-miR-6511a-3p				-0.24	-0.26	N/A
STAT3	ENST00000585517.1	signal transducer and activator of transcription 3 (acute-phase response factor) 	478	1	0	0	1	1	hsa-miR-6511b-3p				-0.24	-0.27	N/A
FJX1	ENST00000317811.4	four jointed box 1 (Drosophila) 	823	1	1	0	0	0	hsa-miR-6511a-3p				-0.24	-0.24	N/A
C2CD5	ENST00000333957.4	C2 calcium-dependent domain containing 5 	66	1	0	1	0	0	hsa-miR-6511a-3p				-0.24	-0.24	N/A
APOA4	ENST00000357780.3	apolipoprotein A-IV 	13	1	0	0	1	0	hsa-miR-6511a-3p				-0.24	-0.24	N/A
RTKN2	ENST00000373789.3	rhotekin 2 	192	1	1	0	0	0	hsa-miR-6511a-3p				-0.24	-0.24	N/A
ANP32B	ENST00000339399.4	acidic (leucine-rich) nuclear phosphoprotein 32 family, member B 	1003	1	0	1	0	0	hsa-miR-6511a-3p				-0.24	-0.24	N/A
NXN	ENST00000575801.1	nucleoredoxin 	811	1	0	0	1	1	hsa-miR-6511a-3p				-0.24	-0.25	N/A
SLC12A2	ENST00000262461.2	solute carrier family 12 (sodium/potassium/chloride transporter), member 2 	655	1	0	0	1	0	hsa-miR-6511a-3p				-0.24	-0.25	N/A
NUDT16	ENST00000359850.3	nudix (nucleoside diphosphate linked moiety X)-type motif 16 	622	4	1	1	2	2	hsa-miR-6511a-3p				-0.24	-0.70	N/A
TMED3	ENST00000299705.5	transmembrane emp24 protein transport domain containing 3 	12499	1	0	1	0	1	hsa-miR-6511a-3p				-0.24	-0.24	N/A
HIST1H2AG	ENST00000359193.2	histone cluster 1, H2ag 	145	1	0	1	0	0	hsa-miR-6511a-3p				-0.24	-0.24	N/A
FAM90A1	ENST00000307435.6	family with sequence similarity 90, member A1 	5	1	0	1	0	0	hsa-miR-6511a-3p				-0.24	-0.24	N/A
DLG3	ENST00000194900.4	discs, large homolog 3 (Drosophila) 	185	5	0	2	3	2	hsa-miR-6511a-3p				-0.24	-0.35	N/A
PPM1A	ENST00000395076.4	protein phosphatase, Mg2+/Mn2+ dependent, 1A 	412	2	1	0	1	0	hsa-miR-6511a-3p				-0.24	-0.34	N/A
BLNK	ENST00000224337.5	B-cell linker 	5	1	0	1	0	0	hsa-miR-6511a-3p				-0.24	-0.24	N/A
AP1M1	ENST00000291439.3	adaptor-related protein complex 1, mu 1 subunit 	416	2	1	1	0	0	hsa-miR-6511a-3p				-0.24	-0.24	N/A
RALA	ENST00000005257.2	v-ral simian leukemia viral oncogene homolog A (ras related) 	21	3	1	2	0	0	hsa-miR-6511a-3p				-0.24	-0.50	N/A
ZNF471	ENST00000591537.1	zinc finger protein 471 	30	1	0	1	0	2	hsa-miR-6511a-3p				-0.24	-0.25	N/A
ISCA1	ENST00000375991.4	iron-sulfur cluster assembly 1 	5	1	0	0	1	0	hsa-miR-6511a-3p				-0.24	-0.24	N/A
DUX4L4	ENST00000554637.2	double homeobox 4 like 4 	5	1	0	0	1	0	hsa-miR-6511a-3p				-0.24	-0.24	N/A
AKR7L	ENST00000420396.2	aldo-keto reductase family 7-like 	42	2	1	1	0	0	hsa-miR-6511a-3p				-0.24	-0.43	N/A
ZDHHC24	ENST00000310442.3	zinc finger, DHHC-type containing 24 	304	2	0	0	2	3	hsa-miR-6511b-3p				-0.24	-0.33	N/A
TBRG1	ENST00000441174.3	transforming growth factor beta regulator 1 	275	3	2	1	0	1	hsa-miR-6511a-3p				-0.24	-0.65	N/A
PFKFB4	ENST00000232375.3	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4 	16	2	1	0	1	0	hsa-miR-6511a-3p				-0.23	-0.23	N/A
AL450307.1	ENST00000341866.3	Uncharacterized protein; cDNA FLJ46300 fis, clone TESTI4035989  	5	1	0	1	0	0	hsa-miR-6511a-3p				-0.23	-0.23	N/A
GRK1	ENST00000335678.6	G protein-coupled receptor kinase 1 	5	1	1	0	0	9	hsa-miR-6511a-3p				-0.23	-0.23	N/A
PILRA	ENST00000394000.2	paired immunoglobin-like type 2 receptor alpha 	5	1	0	1	0	0	hsa-miR-6511a-3p				-0.23	-0.23	N/A
NUDT19	ENST00000397061.3	nudix (nucleoside diphosphate linked moiety X)-type motif 19 	341	1	0	0	1	0	hsa-miR-6511a-3p				-0.23	-0.24	N/A
CLEC17A	ENST00000417570.1	C-type lectin domain family 17, member A 	5	1	0	1	0	1	hsa-miR-6511a-3p				-0.23	-0.28	N/A
KNOP1	ENST00000219837.7	lysine-rich nucleolar protein 1 	157	1	0	1	0	3	hsa-miR-6511a-3p				-0.23	-0.29	N/A
GCM1	ENST00000259803.7	glial cells missing homolog 1 (Drosophila) 	5	1	0	0	1	0	hsa-miR-6511a-3p				-0.23	-0.23	N/A
PRDM8	ENST00000504452.1	PR domain containing 8 	634	1	0	0	1	0	hsa-miR-6511a-3p				-0.23	-0.23	N/A
HEPACAM	ENST00000298251.4	hepatic and glial cell adhesion molecule 	5	2	0	1	1	0	hsa-miR-6511a-3p				-0.23	-0.23	N/A
CENPN	ENST00000305850.5	centromere protein N 	532	1	0	1	0	0	hsa-miR-6511a-3p				-0.23	-0.26	N/A
ADM2	ENST00000395738.2	adrenomedullin 2 	129	1	0	0	1	2	hsa-miR-6511a-3p				-0.23	-0.24	N/A
DUX4L7	ENST00000553820.2	double homeobox 4 like 7 	5	1	0	0	1	0	hsa-miR-6511a-3p				-0.23	-0.23	N/A
TMEM246	ENST00000374847.1	transmembrane protein 246 	367	1	0	0	1	0	hsa-miR-6511a-3p				-0.23	-0.23	N/A
C12orf39	ENST00000256969.2	chromosome 12 open reading frame 39 	65	1	0	0	1	0	hsa-miR-6511a-3p				-0.23	-0.30	N/A
DUX4	ENST00000554285.2	double homeobox 4 	5	1	0	0	1	0	hsa-miR-6511a-3p				-0.23	-0.23	N/A
DUX4L3	ENST00000557656.2	double homeobox 4 like 3 	5	1	0	0	1	0	hsa-miR-6511a-3p				-0.23	-0.23	N/A
DUX4L6	ENST00000553722.2	double homeobox 4 like 6 	5	1	0	0	1	0	hsa-miR-6511a-3p				-0.23	-0.23	N/A
LASP1	ENST00000318008.6	LIM and SH3 protein 1 	552	2	0	2	0	2	hsa-miR-6511a-3p				-0.23	-0.24	N/A
ZNF891	ENST00000537226.1	zinc finger protein 891 	9	2	1	1	0	1	hsa-miR-6511a-3p				-0.23	-0.53	N/A
TTL	ENST00000233336.6	tubulin tyrosine ligase 	442	3	1	1	1	0	hsa-miR-6511a-3p				-0.23	-0.26	N/A
BBS1	ENST00000393994.2	Bardet-Biedl syndrome 1 	523	1	0	0	1	1	hsa-miR-6511a-3p				-0.23	-0.23	N/A
TFEB	ENST00000230323.4	transcription factor EB 	5	1	0	0	1	0	hsa-miR-6511a-3p				-0.23	-0.23	N/A
NGB	ENST00000298352.4	neuroglobin 	5	1	0	0	1	1	hsa-miR-6511a-3p				-0.23	-0.23	N/A
CD8A	ENST00000456996.2	CD8a molecule 	34	1	0	1	0	1	hsa-miR-6511a-3p				-0.23	-0.23	N/A
SAMD7	ENST00000428432.2	sterile alpha motif domain containing 7 	5	1	0	0	1	0	hsa-miR-6511a-3p				-0.23	-0.23	N/A
NPTXR	ENST00000333039.2	neuronal pentraxin receptor 	578	1	0	0	1	1	hsa-miR-6511a-3p				-0.23	-0.23	N/A
VWC2	ENST00000340652.4	von Willebrand factor C domain containing 2 	5	2	1	0	1	1	hsa-miR-6511a-3p				-0.23	-0.23	N/A
IRAK3	ENST00000261233.4	interleukin-1 receptor-associated kinase 3 	13	3	0	1	2	1	hsa-miR-6511a-3p				-0.23	-0.29	N/A
VWC2L	ENST00000427124.1	von Willebrand factor C domain containing protein 2-like 	5	1	0	0	1	0	hsa-miR-6511a-3p				-0.23	-0.23	N/A
NKX1-2	ENST00000451024.3	NK1 homeobox 2 	5	1	0	0	1	0	hsa-miR-6511a-3p				-0.23	-0.23	N/A
OTUD3	ENST00000375120.3	OTU domain containing 3 	438	1	1	0	0	1	hsa-miR-6511a-3p				-0.23	-0.24	N/A
CHRND	ENST00000258385.3	cholinergic receptor, nicotinic, delta (muscle) 	5	1	0	0	1	0	hsa-miR-6511a-3p				-0.23	-0.23	N/A
AADACL3	ENST00000332530.3	arylacetamide deacetylase-like 3 	5	2	0	2	0	1	hsa-miR-6511a-3p				-0.23	-0.23	N/A
RP11-111M22.2	ENST00000530460.1	Homo sapiens putative uncharacterized protein FLJ37770-like (LOC100506127), mRNA. 	18	1	0	0	1	0	hsa-miR-6511a-3p				-0.23	-0.23	N/A
COQ10B	ENST00000263960.2	coenzyme Q10 homolog B (S. cerevisiae) 	1070	1	0	1	0	0	hsa-miR-6511a-3p				-0.23	-0.23	N/A
RCAN1	ENST00000482533.1	regulator of calcineurin 1 	715	1	0	0	1	0	hsa-miR-6511a-3p				-0.23	-0.23	N/A
CAMK2A	ENST00000348628.6	calcium/calmodulin-dependent protein kinase II alpha 	5	2	0	1	1	4	hsa-miR-6511a-3p				-0.23	-0.23	N/A
ATP1A2	ENST00000361216.3	ATPase, Na+/K+ transporting, alpha 2 polypeptide 	5	2	0	1	1	0	hsa-miR-6511a-3p				-0.23	-0.23	N/A
ZNF823	ENST00000440527.1	zinc finger protein 823 	7	1	0	1	0	0	hsa-miR-6511a-3p				-0.23	-0.35	N/A
DHRS1	ENST00000288111.7	dehydrogenase/reductase (SDR family) member 1 	82	1	0	1	0	0	hsa-miR-6511b-3p				-0.23	-0.23	N/A
ZNF19	ENST00000288177.5	zinc finger protein 19 	18	1	0	0	1	0	hsa-miR-6511a-3p				-0.23	-0.23	N/A
DCAF12L1	ENST00000371126.1	DDB1 and CUL4 associated factor 12-like 1 	5	1	0	0	1	0	hsa-miR-6511a-3p				-0.23	-0.23	N/A
ZNF23	ENST00000497160.1	zinc finger protein 23 	5	1	0	0	1	0	hsa-miR-6511a-3p				-0.23	-0.23	N/A
E2F1	ENST00000343380.5	E2F transcription factor 1 	479	2	0	1	1	1	hsa-miR-6511a-3p				-0.23	-0.24	N/A
SLC25A24	ENST00000565488.1	solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 24 	1688	2	0	0	2	0	hsa-miR-6511a-3p				-0.23	-0.39	N/A
CNOT4	ENST00000541284.1	CCR4-NOT transcription complex, subunit 4 	27	1	0	0	1	0	hsa-miR-6511a-3p				-0.23	-0.23	N/A
AC093157.1	ENST00000593496.1	Uncharacterized protein  	5	1	0	0	1	0	hsa-miR-6511a-3p				-0.23	-0.23	N/A
MSN	ENST00000360270.5	moesin 	5947	1	1	0	0	0	hsa-miR-6511a-3p				-0.23	-0.23	N/A
SNN	ENST00000329565.5	stannin 	663	3	0	3	0	2	hsa-miR-6511b-3p				-0.23	-0.24	N/A
ZNF107	ENST00000344930.3	zinc finger protein 107 	209	2	1	0	1	0	hsa-miR-6511a-3p				-0.23	-0.33	N/A
ZNF562	ENST00000293648.4	zinc finger protein 562 	130	2	1	1	0	1	hsa-miR-6511a-3p				-0.23	-0.24	N/A
CKS1B	ENST00000308987.5	CDC28 protein kinase regulatory subunit 1B 	186	1	0	0	1	1	hsa-miR-6511a-3p				-0.23	-0.28	N/A
ZFAND2B	ENST00000409594.1	zinc finger, AN1-type domain 2B 	132	1	0	1	0	0	hsa-miR-6511a-3p				-0.23	-0.23	N/A
GREB1	ENST00000381486.2	growth regulation by estrogen in breast cancer 1 	40	1	0	0	1	0	hsa-miR-6511a-3p				-0.23	-0.23	N/A
TPM2	ENST00000378300.5	tropomyosin 2 (beta) 	9695	1	0	1	0	0	hsa-miR-6511a-3p				-0.23	-0.23	N/A
KLF12	ENST00000377669.2	Kruppel-like factor 12 	251	3	1	2	0	1	hsa-miR-6511b-3p				-0.23	-0.25	N/A
CLIC5	ENST00000339561.6	chloride intracellular channel 5 	21	3	0	2	1	3	hsa-miR-6511a-3p				-0.23	-0.30	N/A
CREB3L2	ENST00000330387.6	cAMP responsive element binding protein 3-like 2 	2872	1	0	0	1	1	hsa-miR-6511a-3p				-0.23	-0.25	N/A
BLMH	ENST00000261714.6	bleomycin hydrolase 	1511	1	0	0	1	0	hsa-miR-6511a-3p				-0.23	-0.23	N/A
GJB3	ENST00000373362.3	gap junction protein, beta 3, 31kDa 	18	1	0	0	1	0	hsa-miR-6511a-3p				-0.23	-0.23	N/A
POPDC2	ENST00000264231.3	popeye domain containing 2 	7	1	0	0	1	0	hsa-miR-6511a-3p				-0.23	-0.23	N/A
RCAN3	ENST00000374395.4	RCAN family member 3 	395	2	0	0	2	1	hsa-miR-6511a-3p				-0.23	-0.24	N/A
ZNF740	ENST00000416904.3	zinc finger protein 740 	2137	1	0	0	1	0	hsa-miR-6511a-3p				-0.23	-0.23	N/A
GFOD2	ENST00000268797.7	glucose-fructose oxidoreductase domain containing 2 	36	1	0	0	1	0	hsa-miR-6511a-3p				-0.23	-0.23	N/A
GABRQ	ENST00000370306.2	gamma-aminobutyric acid (GABA) A receptor, theta 	14	2	0	1	1	0	hsa-miR-6511a-3p				-0.22	-0.29	N/A
TERF2	ENST00000254942.3	telomeric repeat binding factor 2 	709	1	0	0	1	0	hsa-miR-6511a-3p				-0.22	-0.25	N/A
L2HGDH	ENST00000267436.4	L-2-hydroxyglutarate dehydrogenase 	893	3	1	0	2	2	hsa-miR-6511a-3p				-0.22	-0.32	N/A
ZNF705D	ENST00000400085.3	zinc finger protein 705D 	5	1	0	0	1	1	hsa-miR-6511a-3p				-0.22	-0.22	N/A
PAK3	ENST00000372007.5	p21 protein (Cdc42/Rac)-activated kinase 3 	8	3	0	1	2	2	hsa-miR-6511a-3p				-0.22	-0.27	N/A
FOXA3	ENST00000302177.2	forkhead box A3 	906	1	0	0	1	0	hsa-miR-6511a-3p				-0.22	-0.22	N/A
KCTD5	ENST00000301738.4	potassium channel tetramerization domain containing 5 	2296	1	1	0	0	0	hsa-miR-6511a-3p				-0.22	-0.22	N/A
KPRP	ENST00000368773.1	keratinocyte proline-rich protein 	5	1	0	0	1	0	hsa-miR-6511a-3p				-0.22	-0.22	N/A
TLDC2	ENST00000217320.3	TBC/LysM-associated domain containing 2 	5	1	0	0	1	0	hsa-miR-6511a-3p				-0.22	-0.22	N/A
PIK3R6	ENST00000311434.9	phosphoinositide-3-kinase, regulatory subunit 6 	5	1	0	0	1	0	hsa-miR-6511a-3p				-0.22	-0.22	N/A
TARDBP	ENST00000240185.3	TAR DNA binding protein 	410	1	1	0	0	0	hsa-miR-6511a-3p				-0.22	-0.22	N/A
CYP4B1	ENST00000271153.4	cytochrome P450, family 4, subfamily B, polypeptide 1 	5	1	0	1	0	0	hsa-miR-6511a-3p				-0.22	-0.22	N/A
ACSS1	ENST00000323482.4	acyl-CoA synthetase short-chain family member 1 	12	3	0	2	1	2	hsa-miR-6511b-3p				-0.22	-0.22	N/A
HOXB3	ENST00000470495.1	homeobox B3 	70	1	1	0	0	0	hsa-miR-6511a-3p				-0.22	-0.22	N/A
LHX9	ENST00000367390.3	LIM homeobox 9 	40	2	0	1	1	0	hsa-miR-6511a-3p				-0.22	-0.24	N/A
PRR3	ENST00000376560.3	proline rich 3 	1145	1	0	0	1	0	hsa-miR-6511a-3p				-0.22	-0.23	N/A
C17orf80	ENST00000359042.2	chromosome 17 open reading frame 80 	740	1	0	0	1	0	hsa-miR-6511a-3p				-0.22	-0.23	N/A
KCNH6	ENST00000583023.1	potassium voltage-gated channel, subfamily H (eag-related), member 6 	5	1	0	0	1	0	hsa-miR-6511a-3p				-0.22	-0.22	N/A
DSG1	ENST00000257192.4	desmoglein 1 	5	2	0	1	1	0	hsa-miR-6511a-3p				-0.22	-0.22	N/A
ZNF705B	ENST00000443676.1	zinc finger protein 705B 	5	1	0	0	1	1	hsa-miR-6511a-3p				-0.22	-0.22	N/A
HEPHL1	ENST00000315765.9	hephaestin-like 1 	5	1	0	0	1	0	hsa-miR-6511a-3p				-0.22	-0.22	N/A
MXRA5	ENST00000217939.6	matrix-remodelling associated 5 	5	1	0	0	1	0	hsa-miR-6511a-3p				-0.22	-0.22	N/A
IPO7	ENST00000379719.3	importin 7 	1331	1	0	0	1	0	hsa-miR-6511a-3p				-0.22	-0.22	N/A
MKX	ENST00000375790.5	mohawk homeobox 	165	1	0	0	1	0	hsa-miR-6511a-3p				-0.22	-0.22	N/A
CXADR	ENST00000356275.6	coxsackie virus and adenovirus receptor 	56	1	0	1	0	0	hsa-miR-6511a-3p				-0.22	-0.22	N/A
PLAC1L	ENST00000278855.2	placenta-specific 1-like 	5	1	0	0	1	0	hsa-miR-6511a-3p				-0.22	-0.22	N/A
ADAMTS10	ENST00000595838.1	ADAM metallopeptidase with thrombospondin type 1 motif, 10 	7	1	0	0	1	0	hsa-miR-6511a-3p				-0.22	-0.22	N/A
PYCR2	ENST00000343818.6	pyrroline-5-carboxylate reductase family, member 2 	1190	1	0	1	0	0	hsa-miR-6511a-3p				-0.22	-0.23	N/A
TRMT112	ENST00000535126.1	tRNA methyltransferase 11-2 homolog (S. cerevisiae) 	283	1	0	0	1	0	hsa-miR-6511a-3p				-0.22	-0.23	N/A
ARSJ	ENST00000315366.7	arylsulfatase family, member J 	386	1	0	1	0	0	hsa-miR-6511a-3p				-0.22	-0.22	N/A
C12orf43	ENST00000536407.2	chromosome 12 open reading frame 43 	172	1	0	0	1	0	hsa-miR-6511a-3p				-0.22	-0.22	N/A
IL7	ENST00000263851.4	interleukin 7 	5	1	0	0	1	0	hsa-miR-6511a-3p				-0.22	-0.22	N/A
C7orf13	ENST00000333319.6	chromosome 7 open reading frame 13 	14	1	1	0	0	1	hsa-miR-6511a-3p				-0.22	-0.39	N/A
CLLU1OS	ENST00000378487.2	chronic lymphocytic leukemia up-regulated 1 opposite strand 	5	1	0	0	1	0	hsa-miR-6511a-3p				-0.22	-0.22	N/A
EDEM1	ENST00000256497.4	ER degradation enhancer, mannosidase alpha-like 1 	948	2	1	0	1	3	hsa-miR-6511a-3p				-0.22	-0.23	N/A
AMOT	ENST00000304758.1	angiomotin 	515	1	0	0	1	2	hsa-miR-6511a-3p				-0.22	-0.22	N/A
RASAL2	ENST00000448150.3	RAS protein activator like 2 	950	1	1	0	0	0	hsa-miR-6511a-3p				-0.22	-0.22	N/A
PTGFRN	ENST00000393203.2	prostaglandin F2 receptor inhibitor 	591	2	1	1	0	0	hsa-miR-6511a-3p				-0.22	-0.41	N/A
ADAMTSL3	ENST00000286744.5	ADAMTS-like 3 	9	1	0	0	1	0	hsa-miR-6511a-3p				-0.22	-0.22	N/A
BTBD1	ENST00000379403.2	BTB (POZ) domain containing 1 	84	1	0	0	1	0	hsa-miR-6511a-3p				-0.22	-0.27	N/A
LMO7	ENST00000341547.4	LIM domain 7 	4663	2	1	1	0	0	hsa-miR-6511a-3p				-0.22	-0.54	N/A
DIRAS2	ENST00000375765.3	DIRAS family, GTP-binding RAS-like 2 	5	2	0	0	2	0	hsa-miR-6511a-3p				-0.22	-0.44	N/A
KAZALD1	ENST00000370200.5	Kazal-type serine peptidase inhibitor domain 1 	186	2	1	0	1	2	hsa-miR-6511b-3p				-0.22	-0.48	N/A
FBXO45	ENST00000311630.6	F-box protein 45 	72	1	0	0	1	0	hsa-miR-6511a-3p				-0.22	-0.22	N/A
JMJD1C	ENST00000399251.1	jumonji domain containing 1C 	60	1	1	0	0	0	hsa-miR-6511a-3p				-0.22	-0.22	N/A
TFAP2A	ENST00000379613.3	transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha) 	367	1	0	1	0	0	hsa-miR-6511a-3p				-0.22	-0.26	N/A
PVRL4	ENST00000368012.3	poliovirus receptor-related 4 	6	1	0	0	1	1	hsa-miR-6511a-3p				-0.22	-0.22	N/A
CRCP	ENST00000415001.2	CGRP receptor component 	1776	1	0	0	1	2	hsa-miR-6511a-3p				-0.22	-0.29	N/A
C20orf194	ENST00000453730.2	chromosome 20 open reading frame 194 	1083	2	0	1	1	0	hsa-miR-6511a-3p				-0.22	-0.22	N/A
ZNF35	ENST00000396056.2	zinc finger protein 35 	71	1	0	0	1	1	hsa-miR-6511a-3p				-0.22	-0.26	N/A
FAM90A26	ENST00000512047.1	family with sequence similarity 90, member A26 	5	1	0	1	0	0	hsa-miR-6511a-3p				-0.22	-0.22	N/A
LRP11	ENST00000239367.2	low density lipoprotein receptor-related protein 11 	3235	1	1	0	0	1	hsa-miR-6511a-3p				-0.22	-0.22	N/A
NPEPPS	ENST00000322157.4	aminopeptidase puromycin sensitive 	2194	1	0	0	1	0	hsa-miR-6511a-3p				-0.22	-0.22	N/A
ZNF560	ENST00000301480.4	zinc finger protein 560 	15	1	1	0	0	0	hsa-miR-6511a-3p				-0.22	-0.34	N/A
LEP	ENST00000308868.4	leptin 	5	1	0	0	1	1	hsa-miR-6511a-3p				-0.22	-0.22	N/A
ZNF76	ENST00000373953.3	zinc finger protein 76 	6	1	0	0	1	0	hsa-miR-6511a-3p				-0.22	-0.22	N/A
CTH	ENST00000411986.2	cystathionase (cystathionine gamma-lyase) 	430	2	0	1	1	1	hsa-miR-6511a-3p				-0.22	-0.24	N/A
DIO2	ENST00000438257.4	deiodinase, iodothyronine, type II 	98	2	1	1	0	2	hsa-miR-6511a-3p				-0.22	-0.38	N/A
FAM107B	ENST00000378470.1	family with sequence similarity 107, member B 	403	2	0	0	2	0	hsa-miR-6511a-3p				-0.22	-0.38	N/A
KLHDC9	ENST00000392192.2	kelch domain containing 9 	38	1	0	1	0	0	hsa-miR-6511a-3p				-0.21	-0.21	N/A
ZNF778	ENST00000433976.2	zinc finger protein 778 	11	2	0	0	2	0	hsa-miR-6511a-3p				-0.21	-0.25	N/A
TBC1D12	ENST00000225235.4	TBC1 domain family, member 12 	172	1	0	1	0	0	hsa-miR-6511a-3p				-0.21	-0.23	N/A
HIPK1	ENST00000369558.1	homeodomain interacting protein kinase 1 	930	3	0	1	2	0	hsa-miR-6511a-3p				-0.21	-0.22	N/A
C6orf120	ENST00000332290.2	chromosome 6 open reading frame 120 	1415	1	1	0	0	0	hsa-miR-6511a-3p				-0.21	-0.27	N/A
EPB41L5	ENST00000443902.2	erythrocyte membrane protein band 4.1 like 5 	108	3	1	0	2	0	hsa-miR-6511a-3p				-0.21	-0.22	N/A
DUX4L5	ENST00000557283.2	double homeobox 4 like 5 	5	1	0	0	1	0	hsa-miR-6511a-3p				-0.21	-0.21	N/A
KCTD11	ENST00000333751.3	potassium channel tetramerization domain containing 11 	42	1	1	0	0	0	hsa-miR-6511a-3p				-0.21	-0.21	N/A
ARF6	ENST00000298316.5	ADP-ribosylation factor 6 	31	1	0	0	1	0	hsa-miR-6511a-3p				-0.21	-0.26	N/A
GABPB2	ENST00000368918.3	GA binding protein transcription factor, beta subunit 2 	35	1	1	0	0	3	hsa-miR-6511a-3p				-0.21	-0.35	N/A
CIAPIN1	ENST00000565961.1	cytokine induced apoptosis inhibitor 1 	423	1	0	1	0	0	hsa-miR-6511a-3p				-0.21	-0.21	N/A
ADO	ENST00000373783.1	2-aminoethanethiol (cysteamine) dioxygenase 	686	2	0	1	1	1	hsa-miR-6511a-3p				-0.21	-0.36	N/A
OPCML	ENST00000331898.7	opioid binding protein/cell adhesion molecule-like 	5	2	0	0	2	0	hsa-miR-6511a-3p				-0.21	-0.21	N/A
GYPA	ENST00000360771.4	glycophorin A (MNS blood group) 	5	1	0	0	1	0	hsa-miR-6511a-3p				-0.21	-0.21	N/A
SOST	ENST00000301691.2	sclerostin 	10	1	0	0	1	0	hsa-miR-6511a-3p				-0.21	-0.21	N/A
C1orf43	ENST00000368521.5	chromosome 1 open reading frame 43 	1718	1	0	0	1	0	hsa-miR-6511a-3p				-0.21	-0.21	N/A
SLC4A8	ENST00000453097.2	solute carrier family 4, sodium bicarbonate cotransporter, member 8 	17	2	0	1	1	1	hsa-miR-6511a-3p				-0.21	-0.31	N/A
ENPP1	ENST00000360971.2	ectonucleotide pyrophosphatase/phosphodiesterase 1 	159	2	1	0	1	0	hsa-miR-6511a-3p				-0.21	-0.26	N/A
KLK12	ENST00000529888.1	kallikrein-related peptidase 12 	5	1	0	0	1	0	hsa-miR-6511a-3p				-0.21	-0.21	N/A
YPEL5	ENST00000379520.3	yippee-like 5 (Drosophila) 	307	1	0	1	0	0	hsa-miR-6511a-3p				-0.21	-0.21	N/A
C6orf211	ENST00000367294.3	chromosome 6 open reading frame 211 	65	1	0	1	0	0	hsa-miR-6511a-3p				-0.21	-0.21	N/A
AC010441.1	ENST00000600109.1		3180	1	0	1	0	1	hsa-miR-6511a-3p				-0.21	-0.21	N/A
AQP7	ENST00000537089.1	aquaporin 7 	10	1	0	0	1	6	hsa-miR-6511a-3p				-0.21	-0.40	N/A
PSEN2	ENST00000340188.4	presenilin 2 (Alzheimer disease 4) 	613	1	0	1	0	0	hsa-miR-6511a-3p				-0.21	-0.21	N/A
GCSAML	ENST00000366488.4	germinal center-associated, signaling and motility-like 	5	1	0	0	1	0	hsa-miR-6511a-3p				-0.21	-0.21	N/A
LAPTM5	ENST00000294507.3	lysosomal protein transmembrane 5 	5	1	0	1	0	0	hsa-miR-6511a-3p				-0.21	-0.21	N/A
C1orf64	ENST00000329454.2	chromosome 1 open reading frame 64 	5	1	0	0	1	0	hsa-miR-6511a-3p				-0.21	-0.21	N/A
TCAP	ENST00000309889.2	titin-cap 	5	1	0	1	0	0	hsa-miR-6511a-3p				-0.21	-0.21	N/A
SLC25A19	ENST00000416858.2	solute carrier family 25 (mitochondrial thiamine pyrophosphate carrier), member 19 	108	1	0	1	0	0	hsa-miR-6511a-3p				-0.21	-0.21	N/A
BLOC1S5	ENST00000397457.2	biogenesis of lysosomal organelles complex-1, subunit 5, muted 	187	1	0	0	1	1	hsa-miR-6511a-3p				-0.21	-0.21	N/A
ZNF322	ENST00000415922.2	zinc finger protein 322 	5	1	0	0	1	0	hsa-miR-6511a-3p				-0.21	-0.21	N/A
MMP8	ENST00000236826.3	matrix metallopeptidase 8 (neutrophil collagenase) 	5	1	0	0	1	0	hsa-miR-6511a-3p				-0.21	-0.21	N/A
MRPL27	ENST00000442592.3	mitochondrial ribosomal protein L27 	503	1	0	0	1	0	hsa-miR-6511a-3p				-0.21	-0.21	N/A
CTD-2162K18.4	ENST00000590750.1	Uncharacterized protein  	51	1	0	1	0	1	hsa-miR-6511a-3p				-0.21	-0.33	N/A
RFX3	ENST00000382004.3	regulatory factor X, 3 (influences HLA class II expression) 	37	3	1	1	1	1	hsa-miR-6511a-3p				-0.21	-0.32	N/A
CHTF8	ENST00000448552.2	CTF8, chromosome transmission fidelity factor 8 homolog (S. cerevisiae) 	13	1	0	0	1	0	hsa-miR-6511a-3p				-0.21	-0.21	N/A
PARS2	ENST00000371279.3	prolyl-tRNA synthetase 2, mitochondrial (putative) 	266	1	0	0	1	0	hsa-miR-6511a-3p				-0.21	-0.21	N/A
