Target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
RPL14	ENST00000416518.1	ribosomal protein L14 	8294	1	0	1	0	0	0	0	0	1	hsa-miR-22-3p	0.0323	0.2025	0.7344	-0.42	-0.42	< 0.1	NULL
C10orf11	ENST00000496424.2	chromosome 10 open reading frame 11 	5	1	1	0	0	0	0	0	0	1	hsa-miR-22-3p	0.0265	0.1728	0.7179	-0.42	-0.42	0.32	NULL
AKT3	ENST00000366539.1	v-akt murine thymoma viral oncogene homolog 3 	168	1	1	0	0	0	0	0	0	1	hsa-miR-22-3p	0.2092	0.6959	1.2509	-0.42	-0.46	0.90	2005, 2007, 2009, 2011
HOMER1	ENST00000508576.1	homer homolog 1 (Drosophila) 	394	2	0	1	1	0	0	0	0	0	hsa-miR-22-3p	0.0954	0.5219	1.4490	-0.42	-0.43	0.51	2009, 2011
TACR3	ENST00000304883.2	tachykinin receptor 3 	5	1	1	0	0	0	0	0	0	1	hsa-miR-22-3p	0.0719	0.3988	1.2036	-0.42	-0.42	0.16	2011
MAX	ENST00000284165.6	MYC associated factor X 	51	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.1024	0.4964	1.2778	-0.42	-0.42	0.46	2011
CLIP2	ENST00000223398.6	CAP-GLY domain containing linker protein 2 	2111	1	0	1	0	4	0	3	1	0	hsa-miR-22-3p	0.1269	0.7927	2.9964	-0.41	-0.41	0.60	2007, 2011
INO80E	ENST00000563197.1	INO80 complex subunit E 	3687	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0412	0.2434	0.7406	-0.41	-0.41	0.52	2009, 2011
PALM	ENST00000338448.5	paralemmin 	341	1	0	1	0	1	1	0	0	0	hsa-miR-22-3p	0.0810	0.4431	1.3754	-0.41	-0.41	0.45	NULL
RCOR1	ENST00000262241.6	REST corepressor 1 	403	1	0	0	1	1	0	1	0	3	hsa-miR-22-3p	0.0896	0.5684	2.3284	-0.41	-0.41	0.72	2007, 2009, 2011
SMLR1	ENST00000541421.2	small leucine-rich protein 1 	35	1	1	0	0	1	0	1	0	2	hsa-miR-22-3p	0.0444	0.2469	0.7478	-0.41	-1.00	0.28	2011
RSBN1	ENST00000261441.5	round spermatid basic protein 1 	54	1	1	0	0	0	0	0	0	0	hsa-miR-22-3p	0.1430	0.5509	0.9812	-0.41	-0.44	0.82	2005, 2007, 2009, 2011
PFDN6	ENST00000395131.1	prefoldin subunit 6 	183	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0401	0.2381	0.7367	-0.41	-0.41	0.47	2011
C19orf70	ENST00000587950.1	chromosome 19 open reading frame 70 	197	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0283	0.1774	0.6226	-0.41	-0.41	0.83	2009, 2011
MTMR2	ENST00000346299.5	myotubularin related protein 2 	625	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0580	0.3112	0.7619	-0.41	-0.41	0.83	2011
KIRREL3	ENST00000525144.2	kin of IRRE like 3 (Drosophila) 	16	1	1	0	0	0	0	0	0	0	hsa-miR-22-3p	0.0882	0.4355	1.0589	-0.41	-0.41	0.74	2011
ZNF609	ENST00000326648.3	zinc finger protein 609 	103	1	1	0	0	0	0	0	0	2	hsa-miR-22-3p	0.0740	0.4886	2.3086	-0.41	-0.42	0.83	2007, 2009, 2011
CPEB1	ENST00000450751.2	cytoplasmic polyadenylation element binding protein 1 	5	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.1077	0.4810	0.9697	-0.41	-0.41	0.60	2005, 2007, 2009, 2011
STAG2	ENST00000371160.1	stromal antigen 2 	216	1	1	0	0	0	0	0	0	0	hsa-miR-22-3p	0.1311	0.5687	1.4272	-0.40	-0.49	0.86	2005, 2007, 2009, 2011
HOXA4	ENST00000360046.5	homeobox A4 	55	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0631	0.3304	0.8001	-0.40	-0.43	0.51	2005, 2007, 2009, 2011
RMDN3	ENST00000260385.6	regulator of microtubule dynamics 3 	86	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0796	0.4184	1.1080	-0.40	-0.40	0.43	NULL
SRSF10	ENST00000343255.5	serine/arginine-rich splicing factor 10 	1920	1	1	0	0	0	0	0	0	1	hsa-miR-22-3p	0.0527	0.3213	1.1458	-0.40	-0.42	0.90	2005, 2007, 2009, 2011
PTGS1	ENST00000362012.2	prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase) 	399	1	0	1	0	1	0	1	0	0	hsa-miR-22-3p	0.1261	0.5496	1.1889	-0.40	-0.47	0.81	2009, 2011
CHD9	ENST00000566029.1	chromodomain helicase DNA binding protein 9 	447	1	1	0	0	0	0	0	0	0	hsa-miR-22-3p	0.1370	0.7775	2.7117	-0.39	-0.41	0.85	2005, 2007, 2009, 2011
NCMAP	ENST00000374392.2	noncompact myelin associated protein 	17	1	0	1	0	1	0	1	0	1	hsa-miR-22-3p	0.0586	0.3328	0.9903	-0.39	-0.48	0.69	2007, 2009, 2011
MURC	ENST00000307584.5	muscle-related coiled-coil protein 	75	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.1441	0.5735	1.0826	-0.39	-0.39	0.50	2011
CHD7	ENST00000423902.2	chromodomain helicase DNA binding protein 7 	925	1	0	1	0	0	0	0	0	1	hsa-miR-22-3p	0.1288	0.5867	1.4865	-0.39	-0.46	0.94	2011
STOX2	ENST00000308497.4	storkhead box 2 	379	1	1	0	0	0	0	0	0	3	hsa-miR-22-3p	0.1689	0.7572	2.2185	-0.38	-0.39	0.77	NULL
CSNK1A1	ENST00000261798.5	casein kinase 1, alpha 1 	769	1	0	1	0	0	0	0	0	3	hsa-miR-22-3p	0.0739	0.4312	1.5097	-0.38	-0.62	0.49	NULL
WWC2	ENST00000403733.3	WW and C2 domain containing 2 	717	1	0	1	0	0	0	0	0	2	hsa-miR-22-3p	0.1351	0.6195	1.6437	-0.38	-0.40	0.68	2009, 2011
KCNK10	ENST00000340700.5	potassium channel, subfamily K, member 10 	5	1	1	0	0	0	0	0	0	0	hsa-miR-22-3p	0.0728	0.3756	0.9190	-0.38	-0.38	0.90	2007, 2011
IPO7	ENST00000379719.3	importin 7 	1331	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.1351	0.6065	1.4101	-0.38	-0.38	0.81	2005, 2007, 2009, 2011
MAGI2	ENST00000419488.1	membrane associated guanylate kinase, WW and PDZ domain containing 2 	43	1	1	0	0	0	0	0	0	1	hsa-miR-22-3p	0.1203	0.5441	1.2589	-0.38	-0.38	0.82	2009, 2011
SLC7A7	ENST00000285850.7	solute carrier family 7 (amino acid transporter light chain, y+L system), member 7 	27	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0510	0.2853	0.7635	-0.38	-0.38	0.49	2011
NXT2	ENST00000372106.1	nuclear transport factor 2-like export factor 2 	390	1	0	1	0	0	0	0	0	1	hsa-miR-22-3p	0.0732	0.3810	0.9574	-0.38	-0.38	0.48	2009, 2011
SEC22A	ENST00000481965.2	SEC22 vesicle trafficking protein homolog A (S. cerevisiae) 	294	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0334	0.2035	0.6557	-0.38	-0.38	< 0.1	NULL
FBXO41	ENST00000295133.5	F-box protein 41 	175	1	0	1	0	2	0	2	0	2	hsa-miR-22-3p	0.1567	0.9080	3.0831	-0.37	-0.41	0.70	2009, 2011
RAB3C	ENST00000282878.4	RAB3C, member RAS oncogene family 	242	1	0	1	0	0	0	0	0	1	hsa-miR-22-3p	0.0419	0.2451	0.7212	-0.37	-0.37	0.70	NULL
MUM1L1	ENST00000357175.2	melanoma associated antigen (mutated) 1-like 1 	50	1	1	0	0	0	0	0	0	0	hsa-miR-22-3p	0.0892	0.4508	1.1299	-0.37	-0.37	0.26	2009, 2011
ARHGEF26	ENST00000356448.4	Rho guanine nucleotide exchange factor (GEF) 26 	164	1	1	0	0	0	0	0	0	0	hsa-miR-22-3p	0.0651	0.3397	0.8034	-0.37	-0.37	0.11	2011
PDS5A	ENST00000303538.8	PDS5, regulator of cohesion maintenance, homolog A (S. cerevisiae) 	1518	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.1115	0.4954	1.0578	-0.37	-0.38	0.80	2005, 2007, 2009, 2011
MON2	ENST00000546600.1	MON2 homolog (S. cerevisiae) 	784	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.1351	0.6377	1.6694	-0.37	-0.37	0.70	2009, 2011
TESK2	ENST00000372084.1	testis-specific kinase 2 	11	1	1	0	0	0	0	0	0	0	hsa-miR-22-3p	0.0275	0.1813	0.7877	-0.36	-0.36	0.14	NULL
H2AFX	ENST00000530167.1	H2A histone family, member X 	1339	1	0	0	1	1	0	1	0	0	hsa-miR-22-3p	0.0427	0.2814	1.2029	-0.36	-0.36	0.52	2005, 2007, 2011
DNM3	ENST00000367731.1	dynamin 3 	59	1	1	0	0	0	0	0	0	0	hsa-miR-22-3p	0.0998	0.4718	1.0890	-0.36	-0.36	0.39	2005, 2007, 2009, 2011
THAP1	ENST00000345117.2	THAP domain containing, apoptosis associated protein 1 	196	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0489	0.2791	0.7960	-0.36	-0.36	< 0.1	NULL
MEGF11	ENST00000360698.4	multiple EGF-like-domains 11 	7	1	0	0	1	1	0	1	0	1	hsa-miR-22-3p	0.0613	0.4035	1.8724	-0.36	-0.36	< 0.1	NULL
MALL	ENST00000272462.2	mal, T-cell differentiation protein-like 	5	1	0	1	0	0	0	0	0	2	hsa-miR-22-3p	0.0532	0.3366	1.3309	-0.36	-0.36	0.52	NULL
MTHFD2	ENST00000394053.2	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase 	330	2	0	2	0	0	0	0	0	1	hsa-miR-22-3p	0.0702	0.3992	1.2334	-0.36	-0.55	0.83	2005, 2007, 2009, 2011
MAPK1	ENST00000215832.6	mitogen-activated protein kinase 1 	630	1	0	1	0	1	1	0	0	0	hsa-miR-22-3p	0.1174	0.4967	0.9452	-0.36	-0.61	0.68	NULL
WASF1	ENST00000392587.2	WAS protein family, member 1 	55	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0726	0.3735	0.8975	-0.36	-0.36	0.62	2005, 2007, 2009, 2011
MEIS2	ENST00000397624.3	Meis homeobox 2 	63	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0458	0.2722	0.8791	-0.36	-0.36	0.55	2009, 2011
SLC7A2	ENST00000494857.1	solute carrier family 7 (cationic amino acid transporter, y+ system), member 2 	1233	1	1	0	0	0	0	0	0	1	hsa-miR-22-3p	0.1085	0.5807	1.8280	-0.35	-0.36	0.77	2009, 2011
RPL36A-HNRNPH2	ENST00000409170.3	RPL36A-HNRNPH2 readthrough 	85	1	1	0	0	0	0	0	0	1	hsa-miR-22-3p	0.0485	0.2799	0.8538	-0.35	-0.38	< 0.1	NULL
CNKSR2	ENST00000379510.3	connector enhancer of kinase suppressor of Ras 2 	85	1	1	0	0	0	0	0	0	1	hsa-miR-22-3p	0.0911	0.4414	1.0905	-0.35	-0.41	0.48	2011
KAT6B	ENST00000287239.4	K(lysine) acetyltransferase 6B 	266	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.1294	0.5842	1.4772	-0.35	-0.35	0.64	2009, 2011
MECP2	ENST00000303391.6	methyl CpG binding protein 2 (Rett syndrome) 	1474	1	0	1	0	0	0	0	0	3	hsa-miR-22-3p	0.0991	0.4670	1.0508	-0.35	-0.35	0.56	2005, 2007, 2009, 2011
NPAS3	ENST00000346562.2	neuronal PAS domain protein 3 	9	1	0	1	0	0	0	0	0	1	hsa-miR-22-3p	0.1155	0.5717	1.5476	-0.35	-0.35	0.66	2011
SMAP1	ENST00000370452.3	small ArfGAP 1 	64	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0443	0.2587	0.7777	-0.35	-0.35	0.46	2005, 2007, 2011
BLOC1S1	ENST00000549147.1	biogenesis of lysosomal organelles complex-1, subunit 1 	429	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0222	0.1437	0.5535	-0.35	-0.35	< 0.1	NULL
ZMYM4	ENST00000314607.6	zinc finger, MYM-type 4 	280	1	0	1	0	0	0	0	0	2	hsa-miR-22-3p	0.1938	0.7632	1.7489	-0.34	-0.37	0.72	2009
MYCBP	ENST00000397572.2	MYC binding protein 	85	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0696	0.3446	0.7858	-0.34	-0.42	0.54	2009, 2011
PRKAR2A	ENST00000265563.8	protein kinase, cAMP-dependent, regulatory, type II, alpha 	583	1	1	0	0	1	0	0	1	1	hsa-miR-22-3p	0.0815	0.4563	1.4133	-0.34	-0.35	0.56	NULL
EMX2	ENST00000442245.4	empty spiracles homeobox 2 	54	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0823	0.3990	0.8350	-0.34	-0.34	0.48	2005, 2007
BCL9L	ENST00000334801.3	B-cell CLL/lymphoma 9-like 	91	2	0	2	0	1	1	0	0	1	hsa-miR-22-3p	0.1063	0.5873	1.7804	-0.34	-0.43	0.77	2005, 2007, 2009, 2011
ERI2	ENST00000569729.1	ERI1 exoribonuclease family member 2 	96	1	0	1	0	1	0	0	1	0	hsa-miR-22-3p	0.0574	0.3432	1.1884	-0.34	-0.44	< 0.1	NULL
SLC6A17	ENST00000331565.4	solute carrier family 6 (neutral amino acid transporter), member 17 	5	1	0	1	0	0	0	0	0	2	hsa-miR-22-3p	0.1521	0.6517	1.5676	-0.34	-0.34	0.64	2009, 2011
DPF2	ENST00000528416.1	D4, zinc and double PHD fingers family 2 	1164	1	0	1	0	2	0	2	0	4	hsa-miR-22-3p	0.0631	0.3999	1.5528	-0.34	-0.49	0.62	2005, 2007, 2011
CCDC149	ENST00000428116.2	coiled-coil domain containing 149 	187	1	0	1	0	1	0	1	0	1	hsa-miR-22-3p	0.0248	0.1583	0.5926	-0.34	-0.63	0.14	NULL
RCC2	ENST00000375436.4	regulator of chromosome condensation 2 	180	1	0	1	0	1	0	0	1	1	hsa-miR-22-3p	0.0991	0.5474	1.8853	-0.34	-0.34	0.81	2007, 2009, 2011
KHNYN	ENST00000251343.5	KH and NYN domain containing 	421	1	0	1	0	1	0	1	0	1	hsa-miR-22-3p	0.0646	0.3746	1.2769	-0.34	-0.35	0.67	2005, 2007, 2009, 2011
FNBP4	ENST00000263773.5	formin binding protein 4 	91	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0780	0.4039	1.0644	-0.34	-0.34	0.50	2005, 2007, 2011
KAT5	ENST00000377046.3	K(lysine) acetyltransferase 5 	313	1	0	1	0	0	0	0	0	1	hsa-miR-22-3p	0.0508	0.3026	1.0299	-0.33	-0.33	0.51	2009, 2011
SPOCK1	ENST00000394945.1	sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 1 	935	1	0	1	0	1	0	1	0	0	hsa-miR-22-3p	0.0739	0.4139	1.2187	-0.33	-0.34	0.58	NULL
EIF4EBP2	ENST00000373218.4	eukaryotic translation initiation factor 4E binding protein 2 	690	1	1	0	0	1	0	0	1	2	hsa-miR-22-3p	0.0393	0.2618	1.2209	-0.33	-0.52	0.30	2011
DNAJC16	ENST00000375847.3	DnaJ (Hsp40) homolog, subfamily C, member 16 	366	1	0	1	0	1	0	1	0	2	hsa-miR-22-3p	0.1228	0.7304	2.4794	-0.33	-0.36	0.49	2009, 2011
NPNT	ENST00000379987.2	nephronectin 	518	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0644	0.3856	1.3757	-0.33	-0.33	0.75	2009, 2011
OSM	ENST00000215781.2	oncostatin M 	5	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0727	0.3829	0.9939	-0.33	-0.33	0.54	2011
LRRC16A	ENST00000329474.6	leucine rich repeat containing 16A 	718	1	1	0	0	0	0	0	0	0	hsa-miR-22-3p	0.0509	0.2965	0.9393	-0.33	-0.33	0.17	2005, 2007
UGCG	ENST00000374279.3	UDP-glucose ceramide glucosyltransferase 	1200	1	0	1	0	0	0	0	0	1	hsa-miR-22-3p	0.0821	0.4129	1.0138	-0.33	-0.34	0.43	NULL
ITGB3BP	ENST00000371092.3	integrin beta 3 binding protein (beta3-endonexin) 	1136	1	0	0	1	1	0	1	0	0	hsa-miR-22-3p	0.0376	0.2269	0.7227	-0.33	-0.53	0.54	2005, 2007
WNT10B	ENST00000407467.1	wingless-type MMTV integration site family, member 10B 	13	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0341	0.2209	0.9192	-0.33	-0.33	< 0.1	NULL
BIN1	ENST00000376113.2	bridging integrator 1 	48	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0570	0.3163	0.8993	-0.32	-0.35	0.51	2005, 2007, 2011
PALD1	ENST00000263563.6	phosphatase domain containing, paladin 1 	108	1	0	1	0	0	0	0	0	1	hsa-miR-22-3p	0.0894	0.4680	1.3981	-0.32	-0.32	0.54	2005, 2007, 2009, 2011
EDNRA	ENST00000339690.5	endothelin receptor type A 	35	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0841	0.4124	0.9269	-0.32	-0.32	< 0.1	NULL
PCGF5	ENST00000336126.5	polycomb group ring finger 5 	176	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0882	0.4049	0.8225	-0.32	-0.36	0.59	2009, 2011
C1orf95	ENST00000366788.3	chromosome 1 open reading frame 95 	28	1	0	1	0	0	0	0	0	3	hsa-miR-22-3p	0.0464	0.3033	1.3035	-0.32	-0.36	0.43	NULL
TGFBR1	ENST00000374994.4	transforming growth factor, beta receptor 1 	249	1	0	1	0	0	0	0	0	1	hsa-miR-22-3p	0.1186	0.5983	1.7256	-0.32	-0.35	0.48	2007, 2009, 2011
TNFSF15	ENST00000374045.4	tumor necrosis factor (ligand) superfamily, member 15 	29	1	0	1	0	1	0	1	0	1	hsa-miR-22-3p	0.0863	0.5016	1.7066	-0.32	-0.32	0.42	2011
KATNBL1	ENST00000256544.3	katanin p80 subunit B-like 1 	105	1	0	0	1	0	0	0	0	1	hsa-miR-22-3p	0.0257	0.1716	0.7618	-0.32	-0.32	0.52	2005, 2007, 2009, 2011
ZNF618	ENST00000288466.7	zinc finger protein 618 	778	1	0	1	0	2	0	2	0	0	hsa-miR-22-3p	0.1389	0.7166	2.0069	-0.32	-0.32	0.88	2007, 2009, 2011
SLC39A2	ENST00000554422.1	solute carrier family 39 (zinc transporter), member 2 	5	1	0	1	0	2	0	0	2	1	hsa-miR-22-3p	0.0243	0.1634	0.7491	-0.31	-0.53	< 0.1	NULL
NECAP1	ENST00000339754.5	NECAP endocytosis associated 1 	13	1	0	1	0	0	0	0	0	2	hsa-miR-22-3p	0.0392	0.2460	0.9380	-0.31	-0.31	0.57	2005, 2007, 2009, 2011
BAG5	ENST00000299204.4	BCL2-associated athanogene 5 	267	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0922	0.4333	0.9183	-0.31	-0.32	0.48	NULL
POGK	ENST00000367875.1	pogo transposable element with KRAB domain 	377	1	1	0	0	0	0	0	0	1	hsa-miR-22-3p	0.1356	0.5660	1.4113	-0.31	-0.40	0.90	2007, 2009, 2011
CBX6	ENST00000407418.3	chromobox homolog 6 	215	2	0	2	0	0	0	0	0	2	hsa-miR-22-3p	0.0829	0.4856	1.6218	-0.31	-0.31	0.78	2009, 2011
CALCR	ENST00000359558.2	calcitonin receptor 	5	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0700	0.3572	0.8042	-0.31	-0.31	0.59	2005, 2007, 2009, 2011
STX4	ENST00000313843.3	syntaxin 4 	53	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0671	0.3950	1.3345	-0.31	-0.31	0.52	NULL
CAPN1	ENST00000533820.1	calpain 1, (mu/I) large subunit 	538	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0769	0.4617	1.6845	-0.31	-0.31	0.61	2011
VSNL1	ENST00000406397.1	visinin-like 1 	89	1	0	0	1	0	0	0	0	0	hsa-miR-22-3p	0.0340	0.2127	0.7795	-0.31	-0.31	0.54	2005, 2007, 2009, 2011
CADM3	ENST00000368125.4	cell adhesion molecule 3 	5	1	0	1	0	0	0	0	0	1	hsa-miR-22-3p	0.0303	0.2080	1.0446	-0.31	-0.31	0.45	2011
RASL10B	ENST00000268864.3	RAS-like, family 10, member B 	1495	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0653	0.3545	0.9641	-0.31	-0.31	0.49	2011
GPR161	ENST00000367838.1	G protein-coupled receptor 161 	1712	1	1	0	0	1	0	1	0	2	hsa-miR-22-3p	0.1266	0.6716	1.9384	-0.30	-0.38	0.50	NULL
SH2D1B	ENST00000367929.2	SH2 domain containing 1B 	5	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0287	0.1820	0.6762	-0.30	-0.30	0.45	2011
CAMK2N1	ENST00000375078.3	calcium/calmodulin-dependent protein kinase II inhibitor 1 	6631	1	0	0	1	0	0	0	0	0	hsa-miR-22-3p	0.0356	0.2140	0.6671	-0.30	-0.30	0.53	2007
GLDN	ENST00000335449.6	gliomedin 	9	1	0	1	0	1	0	1	0	0	hsa-miR-22-3p	0.0457	0.2875	1.0973	-0.30	-0.30	0.65	2009, 2011
CASP10	ENST00000360132.3	caspase 10, apoptosis-related cysteine peptidase 	55	1	0	1	0	1	0	1	0	0	hsa-miR-22-3p	0.0572	0.3669	1.4176	-0.30	-0.30	< 0.1	NULL
SLC6A1	ENST00000287766.4	solute carrier family 6 (neurotransmitter transporter), member 1 	5	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0973	0.4501	0.9287	-0.30	-0.30	0.54	2007, 2009, 2011
GLIPR2	ENST00000396613.3	GLI pathogenesis-related 2 	218	1	0	1	0	1	0	1	0	4	hsa-miR-22-3p	0.0351	0.2202	0.8984	-0.30	-0.99	0.59	2009, 2011
PCNP	ENST00000296024.5	PEST proteolytic signal containing nuclear protein 	944	1	0	1	0	0	0	0	0	2	hsa-miR-22-3p	0.0452	0.2625	0.7799	-0.30	-0.34	0.65	NULL
TUB	ENST00000305253.4	tubby bipartite transcription factor 	743	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.1244	0.6241	1.9136	-0.29	-0.29	0.58	2009, 2011
SNRK	ENST00000429705.2	SNF related kinase 	153	1	0	1	0	0	0	0	0	1	hsa-miR-22-3p	0.1063	0.5218	1.3945	-0.29	-0.29	0.55	2005, 2007, 2009, 2011
ZNHIT6	ENST00000431532.2	zinc finger, HIT-type containing 6 	201	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0650	0.3438	0.8494	-0.29	-0.29	0.47	2011
TMED4	ENST00000457408.2	transmembrane emp24 protein transport domain containing 4 	3117	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0732	0.3660	0.8078	-0.29	-0.30	0.41	NULL
RGS14	ENST00000408923.3	regulator of G-protein signaling 14 	123	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0344	0.2260	1.0135	-0.29	-0.29	0.48	2009, 2011
EPC1	ENST00000319778.6	enhancer of polycomb homolog 1 (Drosophila) 	102	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0848	0.4181	0.9739	-0.29	-0.29	0.63	2009, 2011
SLC2A1	ENST00000426263.3	solute carrier family 2 (facilitated glucose transporter), member 1 	13928	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0402	0.2423	0.8018	-0.29	-0.29	0.54	2005, 2007, 2009, 2011
CACUL1	ENST00000369151.3	CDK2-associated, cullin domain 1 	213	1	0	0	1	1	0	0	1	2	hsa-miR-22-3p	0.0322	0.2221	1.1501	-0.29	-0.40	0.51	NULL
TP53INP1	ENST00000448464.2	tumor protein p53 inducible nuclear protein 1 	39	2	0	2	0	0	0	0	0	1	hsa-miR-22-3p	0.0915	0.4005	0.9698	-0.29	-0.78	0.91	2005, 2007, 2009, 2011
TTYH3	ENST00000258796.7	tweety family member 3 	188	1	0	1	0	2	1	1	0	1	hsa-miR-22-3p	0.0615	0.4177	2.0248	-0.29	-0.29	0.54	2005, 2007, 2011
SATB2	ENST00000417098.1	SATB homeobox 2 	820	1	0	1	0	0	0	0	0	2	hsa-miR-22-3p	0.0806	0.4259	1.2361	-0.29	-0.32	0.49	2005, 2007, 2009, 2011
DPP10	ENST00000410059.1	dipeptidyl-peptidase 10 (non-functional) 	5	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0813	0.4418	1.3293	-0.29	-0.29	0.75	2005, 2007, 2009, 2011
TNFRSF1B	ENST00000376259.3	tumor necrosis factor receptor superfamily, member 1B 	243	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0733	0.3818	0.9775	-0.28	-0.28	0.53	2009, 2011
KDM6B	ENST00000254846.5	lysine (K)-specific demethylase 6B 	8	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0678	0.3954	1.3942	-0.28	-0.28	0.51	2007, 2009, 2011
BRSK2	ENST00000382179.1	BR serine/threonine kinase 2 	15	1	0	1	0	1	0	1	0	3	hsa-miR-22-3p	0.0907	0.5048	1.4706	-0.28	-0.29	0.68	2005, 2007, 2009, 2011
RNF44	ENST00000274811.4	ring finger protein 44 	1623	1	0	0	1	1	0	1	0	0	hsa-miR-22-3p	0.0401	0.2724	1.3556	-0.28	-0.28	0.51	2005, 2007, 2009, 2011
ITGA10	ENST00000369304.3	integrin, alpha 10 	62	1	0	1	0	0	0	0	0	1	hsa-miR-22-3p	0.0877	0.4874	1.5913	-0.28	-0.28	0.46	2009, 2011
PPARGC1B	ENST00000309241.5	peroxisome proliferator-activated receptor gamma, coactivator 1 beta 	12	2	0	1	1	2	0	2	0	4	hsa-miR-22-3p	0.1332	0.8184	3.1584	-0.28	-0.36	0.86	2011
LIF	ENST00000403987.3	leukemia inhibitory factor 	55	1	0	1	0	1	0	1	0	1	hsa-miR-22-3p	0.0497	0.3205	1.2908	-0.28	-0.31	0.57	2011
EZH1	ENST00000428826.2	enhancer of zeste homolog 1 (Drosophila) 	70	1	1	0	0	0	0	0	0	1	hsa-miR-22-3p	0.0623	0.3533	1.1039	-0.28	-0.28	0.17	NULL
TTC9	ENST00000256367.2	tetratricopeptide repeat domain 9 	39	1	0	1	0	1	0	1	0	0	hsa-miR-22-3p	0.0649	0.3806	1.2095	-0.28	-0.42	0.61	2009, 2011
RGP1	ENST00000378078.4	RGP1 retrograde golgi transport homolog (S. cerevisiae) 	203	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0451	0.2712	0.9410	-0.28	-0.30	0.62	NULL
MST4	ENST00000394334.2	Serine/threonine-protein kinase MST4  	47	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0457	0.2497	0.6299	-0.28	-0.34	0.44	NULL
TMEM164	ENST00000372073.1	transmembrane protein 164 	711	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0716	0.3658	0.9192	-0.27	-0.31	0.54	2011
