Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
ARFGAP1	ENST00000370275.4	ADP-ribosylation factor GTPase activating protein 1 	510	2	0	2	0	0	hsa-miR-3615				-0.28	-0.28	N/A
FKRP	ENST00000318584.5	fukutin related protein 	989	1	0	1	0	0	hsa-miR-3615				-0.28	-0.28	N/A
NKX2-5	ENST00000424406.2	NK2 homeobox 5 	47	1	0	1	0	0	hsa-miR-3615				-0.28	-0.32	N/A
TYW1	ENST00000359626.5	tRNA-yW synthesizing protein 1 homolog (S. cerevisiae) 	7	1	0	1	0	0	hsa-miR-3615				-0.28	-0.28	N/A
POTEI	ENST00000451531.2	POTE ankyrin domain family, member I 	5	1	0	1	0	1	hsa-miR-3615				-0.28	-0.28	N/A
GADD45B	ENST00000215631.4	growth arrest and DNA-damage-inducible, beta 	2346	1	0	0	1	0	hsa-miR-3615				-0.28	-0.28	N/A
USP13	ENST00000263966.3	ubiquitin specific peptidase 13 (isopeptidase T-3) 	379	1	1	0	0	0	hsa-miR-3615				-0.28	-0.30	N/A
PBOV1	ENST00000527246.2	prostate and breast cancer overexpressed 1 	5	1	0	1	0	0	hsa-miR-3615				-0.28	-0.28	N/A
ARRB1	ENST00000420843.2	arrestin, beta 1 	598	1	0	0	1	0	hsa-miR-3615				-0.28	-0.28	N/A
SFN	ENST00000339276.4	stratifin 	5	1	0	1	0	0	hsa-miR-3615				-0.28	-0.28	N/A
C12orf74	ENST00000544406.2	chromosome 12 open reading frame 74 	5	1	0	1	0	0	hsa-miR-3615				-0.28	-0.28	N/A
PET100	ENST00000594797.1	PET100 homolog (S. cerevisiae) 	5	1	0	1	0	0	hsa-miR-3615				-0.28	-0.28	N/A
STPG1	ENST00000374409.1	sperm-tail PG-rich repeat containing 1 	24	1	0	1	0	0	hsa-miR-3615				-0.28	-0.28	N/A
PDK2	ENST00000503176.1	pyruvate dehydrogenase kinase, isozyme 2 	681	1	0	1	0	0	hsa-miR-3615				-0.28	-0.28	N/A
C17orf49	ENST00000439424.2	chromosome 17 open reading frame 49 	2093	1	0	0	1	0	hsa-miR-3615				-0.28	-0.28	N/A
SLC7A4	ENST00000403586.1	solute carrier family 7, member 4 	5	1	0	1	0	0	hsa-miR-3615				-0.28	-0.28	N/A
TPM3	ENST00000368531.2	tropomyosin 3 	669	1	0	1	0	0	hsa-miR-3615				-0.28	-0.29	N/A
FRA10AC1	ENST00000536233.1	fragile site, folic acid type, rare, fra(10)(q23.3) or fra(10)(q24.2) candidate 1 	289	1	0	0	1	0	hsa-miR-3615				-0.28	-0.28	N/A
MZF1	ENST00000594234.1	myeloid zinc finger 1 	482	1	0	0	1	1	hsa-miR-3615				-0.28	-0.28	N/A
PSTPIP1	ENST00000558012.1	proline-serine-threonine phosphatase interacting protein 1 	19	1	0	1	0	0	hsa-miR-3615				-0.27	-0.27	N/A
LMTK2	ENST00000297293.5	lemur tyrosine kinase 2 	51	1	0	1	0	0	hsa-miR-3615				-0.27	-0.27	N/A
ZFYVE19	ENST00000355341.4	zinc finger, FYVE domain containing 19 	200	1	0	0	1	0	hsa-miR-3615				-0.27	-0.27	N/A
GABRD	ENST00000378585.4	gamma-aminobutyric acid (GABA) A receptor, delta 	5	1	0	1	0	0	hsa-miR-3615				-0.27	-0.27	N/A
CDIP1	ENST00000564828.1	cell death-inducing p53 target 1 	1857	1	0	1	0	0	hsa-miR-3615				-0.27	-0.27	N/A
CCNJL	ENST00000393977.3	cyclin J-like 	66	1	0	1	0	1	hsa-miR-3615				-0.27	-0.29	N/A
SCML4	ENST00000369022.2	sex comb on midleg-like 4 (Drosophila) 	10	2	0	0	2	1	hsa-miR-3615				-0.27	-0.39	N/A
MXRA8	ENST00000445648.2	matrix-remodelling associated 8 	216	1	0	1	0	0	hsa-miR-3615				-0.27	-0.27	N/A
CACHD1	ENST00000371073.2	cache domain containing 1 	2071	1	0	0	1	0	hsa-miR-3615				-0.27	-0.27	N/A
PDIA3	ENST00000300289.5	protein disulfide isomerase family A, member 3 	884	1	0	1	0	0	hsa-miR-3615				-0.27	-0.27	N/A
SV2C	ENST00000502798.2	synaptic vesicle glycoprotein 2C 	30	1	1	0	0	0	hsa-miR-3615				-0.27	-0.27	N/A
FAHD1	ENST00000427358.2	fumarylacetoacetate hydrolase domain containing 1 	130	1	0	0	1	0	hsa-miR-3615				-0.27	-0.27	N/A
SLC39A13	ENST00000524928.1	solute carrier family 39 (zinc transporter), member 13 	845	1	0	0	1	1	hsa-miR-3615				-0.27	-0.27	N/A
PLCD4	ENST00000450993.2	phospholipase C, delta 4 	11	1	0	0	1	0	hsa-miR-3615				-0.27	-0.27	N/A
TBC1D3H	ENST00000394359.3	TBC1 domain family, member 3H 	5	1	0	0	1	0	hsa-miR-3615				-0.27	-0.27	N/A
PNMAL1	ENST00000313683.10	paraneoplastic Ma antigen family-like 1 	313	1	0	0	1	0	hsa-miR-3615				-0.27	-0.27	N/A
RP5-850E9.3	ENST00000488788.2	Uncharacterized protein  	10	1	0	0	1	1	hsa-miR-3615				-0.27	-0.27	N/A
HINFP	ENST00000350777.2	histone H4 transcription factor 	410	1	0	1	0	0	hsa-miR-3615				-0.27	-0.27	N/A
ADAMTS13	ENST00000371916.1	ADAM metallopeptidase with thrombospondin type 1 motif, 13 	41	1	0	0	1	1	hsa-miR-3615				-0.27	-0.27	N/A
TBC1D3B	ENST00000454519.3	TBC1 domain family, member 3B 	5	1	0	0	1	0	hsa-miR-3615				-0.27	-0.27	N/A
TAB1	ENST00000216160.6	TGF-beta activated kinase 1/MAP3K7 binding protein 1 	577	2	2	0	0	0	hsa-miR-3615				-0.27	-0.47	N/A
SNAPC4	ENST00000298532.2	small nuclear RNA activating complex, polypeptide 4, 190kDa 	875	1	0	0	1	0	hsa-miR-3615				-0.27	-0.27	N/A
MNX1	ENST00000252971.6	motor neuron and pancreas homeobox 1 	887	1	0	1	0	1	hsa-miR-3615				-0.27	-0.27	N/A
CATSPER3	ENST00000282611.6	cation channel, sperm associated 3 	8	1	0	1	0	0	hsa-miR-3615				-0.27	-0.27	N/A
GPR158	ENST00000376351.3	G protein-coupled receptor 158 	5	1	0	1	0	0	hsa-miR-3615				-0.27	-0.27	N/A
CLGN	ENST00000325617.5	calmegin 	288	1	0	1	0	0	hsa-miR-3615				-0.27	-0.27	N/A
DACT3	ENST00000300875.4	dishevelled-binding antagonist of beta-catenin 3 	59	1	0	1	0	0	hsa-miR-3615				-0.27	-0.27	N/A
NT5C	ENST00000582170.1	5', 3'-nucleotidase, cytosolic 	649	1	0	1	0	0	hsa-miR-3615				-0.26	-0.27	N/A
SHOX2	ENST00000490689.2	short stature homeobox 2 	66	1	0	0	1	0	hsa-miR-3615				-0.26	-0.26	N/A
HOXA9	ENST00000396345.1	homeobox A9 	151	1	0	1	0	0	hsa-miR-3615				-0.26	-0.26	N/A
CHMP6	ENST00000325167.5	charged multivesicular body protein 6 	227	1	0	1	0	0	hsa-miR-3615				-0.26	-0.26	N/A
JMJD7	ENST00000397299.4	jumonji domain containing 7 	311	1	0	0	1	0	hsa-miR-3615				-0.26	-0.26	N/A
CDR2	ENST00000268383.2	cerebellar degeneration-related protein 2, 62kDa 	70	1	0	0	1	0	hsa-miR-3615				-0.26	-0.26	N/A
SH2D7	ENST00000328828.5	SH2 domain containing 7 	5	1	0	1	0	0	hsa-miR-3615				-0.26	-0.26	N/A
VDR	ENST00000395324.2	vitamin D (1,25- dihydroxyvitamin D3) receptor 	416	2	0	2	0	0	hsa-miR-3615				-0.26	-0.26	N/A
C18orf25	ENST00000282059.6	chromosome 18 open reading frame 25 	688	1	0	1	0	0	hsa-miR-3615				-0.26	-0.27	N/A
C11orf96	ENST00000339446.3	chromosome 11 open reading frame 96 	475	1	0	1	0	0	hsa-miR-3615				-0.26	-0.26	N/A
STAU2	ENST00000522695.1	staufen double-stranded RNA binding protein 2 	306	1	0	0	1	0	hsa-miR-3615				-0.26	-0.26	N/A
PBX1	ENST00000367897.1	pre-B-cell leukemia homeobox 1 	18	1	1	0	0	0	hsa-miR-3615				-0.26	-0.37	N/A
CEBPD	ENST00000408965.3	CCAAT/enhancer binding protein (C/EBP), delta 	61	1	0	0	1	0	hsa-miR-3615				-0.26	-0.26	N/A
FAM73B	ENST00000277475.5	family with sequence similarity 73, member B 	651	1	1	0	0	0	hsa-miR-3615				-0.26	-0.26	N/A
S1PR1	ENST00000305352.6	sphingosine-1-phosphate receptor 1 	251	1	1	0	0	0	hsa-miR-3615				-0.26	-0.61	N/A
ALCAM	ENST00000306107.5	activated leukocyte cell adhesion molecule 	371	1	0	1	0	1	hsa-miR-3615				-0.26	-0.26	N/A
ARSG	ENST00000448504.2	arylsulfatase G 	73	1	0	1	0	0	hsa-miR-3615				-0.26	-0.26	N/A
RGS9BP	ENST00000334176.3	regulator of G protein signaling 9 binding protein 	13	1	0	1	0	0	hsa-miR-3615				-0.26	-0.26	N/A
AC097381.1	ENST00000429019.3		5	1	0	0	1	0	hsa-miR-3615				-0.26	-0.26	N/A
EXOSC2	ENST00000372358.5	exosome component 2 	852	1	0	0	1	0	hsa-miR-3615				-0.25	-0.25	N/A
RUSC2	ENST00000455600.1	RUN and SH3 domain containing 2 	575	1	0	1	0	0	hsa-miR-3615				-0.25	-0.25	N/A
STK11IP	ENST00000456909.1	serine/threonine kinase 11 interacting protein 	20	1	0	0	1	0	hsa-miR-3615				-0.25	-0.25	N/A
UPF3B	ENST00000276201.2	UPF3 regulator of nonsense transcripts homolog B (yeast) 	11	1	0	0	1	0	hsa-miR-3615				-0.25	-0.25	N/A
F2RL3	ENST00000248076.3	coagulation factor II (thrombin) receptor-like 3 	5	1	0	0	1	0	hsa-miR-3615				-0.25	-0.25	N/A
FAM101A	ENST00000546355.1	family with sequence similarity 101, member A 	34	1	0	1	0	0	hsa-miR-3615				-0.25	-0.25	N/A
SSNA1	ENST00000322310.5	Sjogren syndrome nuclear autoantigen 1 	160	1	0	1	0	0	hsa-miR-3615				-0.25	-0.25	N/A
RS1	ENST00000379984.3	retinoschisin 1 	5	1	0	0	1	0	hsa-miR-3615				-0.25	-0.25	N/A
PSD	ENST00000020673.5	pleckstrin and Sec7 domain containing 	5	1	0	1	0	0	hsa-miR-3615				-0.25	-0.25	N/A
AP005482.1	ENST00000400514.2	Uncharacterized protein  	44	1	0	0	1	1	hsa-miR-3615				-0.25	-0.30	N/A
RAX	ENST00000256852.7	retina and anterior neural fold homeobox 	5	1	0	1	0	1	hsa-miR-3615				-0.25	-0.25	N/A
KIAA1644	ENST00000381176.4	KIAA1644 	10	1	0	0	1	0	hsa-miR-3615				-0.25	-0.25	N/A
RTN4RL1	ENST00000331238.6	reticulon 4 receptor-like 1 	82	1	0	1	0	0	hsa-miR-3615				-0.25	-0.25	N/A
RHOV	ENST00000220507.4	ras homolog family member V 	125	1	0	0	1	0	hsa-miR-3615				-0.25	-0.25	N/A
C1orf200	ENST00000377320.3	chromosome 1 open reading frame 200 	5	1	0	1	0	0	hsa-miR-3615				-0.25	-0.25	N/A
TBC1D3C	ENST00000308078.7	TBC1 domain family, member 3C 	5	1	0	0	1	0	hsa-miR-3615				-0.25	-0.25	N/A
BRCA1	ENST00000468300.1	breast cancer 1, early onset 	396	1	0	1	0	0	hsa-miR-3615				-0.25	-0.25	N/A
PXK	ENST00000463280.1	PX domain containing serine/threonine kinase 	220	1	0	0	1	0	hsa-miR-3615				-0.25	-0.25	N/A
TBC1D3G	ENST00000330458.7	TBC1 domain family, member 3G 	5	1	0	0	1	0	hsa-miR-3615				-0.25	-0.25	N/A
NNAT	ENST00000062104.2	neuronatin 	5	1	0	0	1	0	hsa-miR-3615				-0.25	-0.25	N/A
FN1	ENST00000357009.2	fibronectin 1 	1064	1	0	1	0	0	hsa-miR-3615				-0.25	-0.30	N/A
NDUFS7	ENST00000313408.7	NADH dehydrogenase (ubiquinone) Fe-S protein 7, 20kDa (NADH-coenzyme Q reductase) 	3661	1	0	1	0	1	hsa-miR-3615				-0.25	-0.25	N/A
ROBO2	ENST00000461745.1	roundabout, axon guidance receptor, homolog 2 (Drosophila) 	22	1	0	1	0	0	hsa-miR-3615				-0.24	-0.24	N/A
PIEZO1	ENST00000327397.7	piezo-type mechanosensitive ion channel component 1 	3837	1	0	1	0	0	hsa-miR-3615				-0.24	-0.24	N/A
C12orf66	ENST00000544871.1	chromosome 12 open reading frame 66 	98	1	1	0	0	0	hsa-miR-3615				-0.24	-0.39	N/A
GGT6	ENST00000301395.3	gamma-glutamyltransferase 6 	5	1	0	1	0	0	hsa-miR-3615				-0.24	-0.24	N/A
TRIM15	ENST00000376694.4	tripartite motif containing 15 	5	1	0	0	1	0	hsa-miR-3615				-0.24	-0.24	N/A
SCUBE1	ENST00000290460.7	signal peptide, CUB domain, EGF-like 1 	7	1	0	0	1	0	hsa-miR-3615				-0.24	-0.24	N/A
KLHDC8A	ENST00000367155.3	kelch domain containing 8A 	8	1	0	1	0	0	hsa-miR-3615				-0.24	-0.24	N/A
CELSR1	ENST00000262738.3	cadherin, EGF LAG seven-pass G-type receptor 1 	1359	1	1	0	0	0	hsa-miR-3615				-0.24	-0.24	N/A
NPAS2	ENST00000335681.5	neuronal PAS domain protein 2 	559	1	0	1	0	0	hsa-miR-3615				-0.24	-0.24	N/A
PLIN5	ENST00000381848.3	perilipin 5 	125	1	0	1	0	0	hsa-miR-3615				-0.24	-0.24	N/A
METTL2B	ENST00000480046.1	methyltransferase like 2B 	22	1	0	0	1	0	hsa-miR-3615				-0.24	-0.24	N/A
AP5S1	ENST00000379573.2	adaptor-related protein complex 5, sigma 1 subunit 	492	1	0	1	0	0	hsa-miR-3615				-0.24	-0.24	N/A
SLC25A35	ENST00000577745.1	solute carrier family 25, member 35 	376	1	0	0	1	0	hsa-miR-3615				-0.24	-0.24	N/A
TPBGL	ENST00000562197.2	trophoblast glycoprotein-like 	8	1	0	1	0	0	hsa-miR-3615				-0.24	-0.24	N/A
ONECUT3	ENST00000382349.4	one cut homeobox 3 	5	1	0	0	1	1	hsa-miR-3615				-0.24	-0.24	N/A
DCAF4L1	ENST00000333141.5	DDB1 and CUL4 associated factor 4-like 1 	5	1	0	1	0	0	hsa-miR-3615				-0.24	-0.24	N/A
CD3E	ENST00000361763.4	CD3e molecule, epsilon (CD3-TCR complex) 	5	1	0	0	1	0	hsa-miR-3615				-0.24	-0.24	N/A
KCNJ15	ENST00000328656.4	potassium inwardly-rectifying channel, subfamily J, member 15 	5	1	0	1	0	1	hsa-miR-3615				-0.24	-0.24	N/A
ACTRT3	ENST00000330368.2	actin-related protein T3 	244	1	1	0	0	2	hsa-miR-3615				-0.24	-0.43	N/A
FADS2	ENST00000257261.6	fatty acid desaturase 2 	285	1	0	1	0	0	hsa-miR-3615				-0.24	-0.24	N/A
STARD13	ENST00000336934.5	StAR-related lipid transfer (START) domain containing 13 	314	1	0	0	1	1	hsa-miR-3615				-0.24	-0.25	N/A
MEX3B	ENST00000558133.1	mex-3 RNA binding family member B 	1401	1	0	1	0	2	hsa-miR-3615				-0.24	-0.24	N/A
PKIG	ENST00000372894.3	protein kinase (cAMP-dependent, catalytic) inhibitor gamma 	1619	1	0	0	1	0	hsa-miR-3615				-0.24	-0.24	N/A
SNX29	ENST00000566228.1	sorting nexin 29 	266	1	1	0	0	0	hsa-miR-3615				-0.24	-0.24	N/A
PINX1	ENST00000426190.2	PIN2/TERF1 interacting, telomerase inhibitor 1 	224	1	0	1	0	0	hsa-miR-3615				-0.24	-0.24	N/A
TTC22	ENST00000371276.4	tetratricopeptide repeat domain 22 	5	1	0	1	0	0	hsa-miR-3615				-0.24	-0.24	N/A
NBPF14	ENST00000369219.1	neuroblastoma breakpoint family, member 14 	10	1	0	1	0	0	hsa-miR-3615				-0.24	-0.24	N/A
BTBD3	ENST00000254977.3	BTB (POZ) domain containing 3 	3798	1	0	1	0	0	hsa-miR-3615				-0.24	-0.25	N/A
SSPN	ENST00000242729.2	sarcospan 	25	1	0	0	1	0	hsa-miR-3615				-0.24	-0.24	N/A
DVL1	ENST00000378891.5	dishevelled segment polarity protein 1 	384	1	0	0	1	1	hsa-miR-3615				-0.24	-0.24	N/A
CNBP	ENST00000502976.1	CCHC-type zinc finger, nucleic acid binding protein 	2257	1	0	0	1	0	hsa-miR-3615				-0.24	-0.24	N/A
EPS8L1	ENST00000201647.6	EPS8-like 1 	55	1	0	1	0	0	hsa-miR-3615				-0.23	-0.23	N/A
KCNAB3	ENST00000303790.2	potassium voltage-gated channel, shaker-related subfamily, beta member 3 	35	1	0	0	1	0	hsa-miR-3615				-0.23	-0.23	N/A
ZNF317	ENST00000247956.6	zinc finger protein 317 	433	1	1	0	0	0	hsa-miR-3615				-0.23	-0.23	N/A
LRRD1	ENST00000343318.5	leucine-rich repeats and death domain containing 1 	9	1	0	1	0	0	hsa-miR-3615				-0.23	-0.23	N/A
MAP3K13	ENST00000448876.1	mitogen-activated protein kinase kinase kinase 13 	226	1	0	0	1	0	hsa-miR-3615				-0.23	-0.23	N/A
ADRB1	ENST00000369295.2	adrenoceptor beta 1 	12	1	0	0	1	0	hsa-miR-3615				-0.23	-0.23	N/A
ADCY6	ENST00000357869.3	adenylate cyclase 6 	6	1	0	1	0	0	hsa-miR-3615				-0.23	-0.23	N/A
BHMT2	ENST00000255192.3	betaine--homocysteine S-methyltransferase 2 	297	1	0	0	1	0	hsa-miR-3615				-0.23	-0.23	N/A
DNAH17-AS1	ENST00000598378.1	DNAH17 antisense RNA 1 	23	1	0	0	1	0	hsa-miR-3615				-0.23	-0.23	N/A
C17orf105	ENST00000449302.3	chromosome 17 open reading frame 105 	5	1	0	0	1	0	hsa-miR-3615				-0.23	-0.23	N/A
UNC93B1	ENST00000227471.2	unc-93 homolog B1 (C. elegans) 	5	1	0	1	0	0	hsa-miR-3615				-0.23	-0.23	N/A
ICAM4	ENST00000393717.2	intercellular adhesion molecule 4 (Landsteiner-Wiener blood group) 	235	1	0	1	0	0	hsa-miR-3615				-0.23	-0.23	N/A
TBC1D3F	ENST00000378174.5	TBC1 domain family, member 3F 	5	1	0	0	1	0	hsa-miR-3615				-0.23	-0.23	N/A
ARF6	ENST00000298316.5	ADP-ribosylation factor 6 	31	1	0	0	1	0	hsa-miR-3615				-0.23	-0.23	N/A
TBC1D3	ENST00000339023.4	TBC1 domain family, member 3 	5	1	0	0	1	0	hsa-miR-3615				-0.23	-0.23	N/A
TMEM215	ENST00000342743.5	transmembrane protein 215 	5	1	0	1	0	1	hsa-miR-3615				-0.23	-0.29	N/A
JMJD4	ENST00000366758.3	jumonji domain containing 4 	1570	1	0	1	0	0	hsa-miR-3615				-0.23	-0.27	N/A
ZXDC	ENST00000389709.3	ZXD family zinc finger C 	83	1	0	1	0	0	hsa-miR-3615				-0.23	-0.23	N/A
XKR4	ENST00000327381.6	XK, Kell blood group complex subunit-related family, member 4 	5	3	1	1	1	0	hsa-miR-3615				-0.23	-0.23	N/A
NUP50	ENST00000347635.4	nucleoporin 50kDa 	57	1	0	0	1	0	hsa-miR-3615				-0.23	-0.23	N/A
AP3M1	ENST00000355264.4	adaptor-related protein complex 3, mu 1 subunit 	601	1	0	1	0	0	hsa-miR-3615				-0.23	-0.23	N/A
JPH1	ENST00000342232.4	junctophilin 1 	53	1	0	0	1	1	hsa-miR-3615				-0.23	-0.24	N/A
UPK3BL	ENST00000340457.8	uroplakin 3B-like 	5	1	0	0	1	0	hsa-miR-3615				-0.23	-0.23	N/A
OLIG3	ENST00000367734.2	oligodendrocyte transcription factor 3 	5	1	0	0	1	0	hsa-miR-3615				-0.23	-0.23	N/A
ARMC10	ENST00000323716.3	armadillo repeat containing 10 	147	1	1	0	0	0	hsa-miR-3615				-0.23	-0.39	N/A
FAM57B	ENST00000564806.1	family with sequence similarity 57, member B 	5	1	0	1	0	0	hsa-miR-3615				-0.23	-0.23	N/A
TNS3	ENST00000311160.9	tensin 3 	28	1	0	1	0	0	hsa-miR-3615				-0.23	-0.23	N/A
ERG	ENST00000398905.1	v-ets avian erythroblastosis virus E26 oncogene homolog 	184	1	0	0	1	0	hsa-miR-3615				-0.23	-0.23	N/A
C11orf86	ENST00000308963.4	chromosome 11 open reading frame 86 	5	1	0	1	0	0	hsa-miR-3615				-0.23	-0.23	N/A
ZBTB8B	ENST00000609129.1	zinc finger and BTB domain containing 8B 	18	1	0	0	1	2	hsa-miR-3615				-0.23	-0.36	N/A
BOD1L2	ENST00000585477.1	biorientation of chromosomes in cell division 1-like 2 	5	1	0	0	1	0	hsa-miR-3615				-0.23	-0.23	N/A
TRIP11	ENST00000267622.4	thyroid hormone receptor interactor 11 	13	1	0	1	0	0	hsa-miR-3615				-0.23	-0.23	N/A
TMEM115	ENST00000266025.3	transmembrane protein 115 	1346	1	0	1	0	0	hsa-miR-3615				-0.23	-0.23	N/A
ARHGAP31	ENST00000264245.4	Rho GTPase activating protein 31 	32	2	0	0	2	0	hsa-miR-3615				-0.23	-0.24	N/A
CNNM2	ENST00000369878.4	cyclin M2 	517	1	0	0	1	0	hsa-miR-3615				-0.23	-0.23	N/A
FRMD4B	ENST00000398540.3	FERM domain containing 4B 	12	1	0	1	0	0	hsa-miR-3615				-0.23	-0.23	N/A
CHST6	ENST00000332272.4	carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 6 	37	1	0	1	0	1	hsa-miR-3615				-0.22	-0.26	N/A
RNASEK	ENST00000548577.1	ribonuclease, RNase K 	4671	1	0	0	1	0	hsa-miR-3615				-0.22	-0.23	N/A
REXO1L1	ENST00000379010.2	REX1, RNA exonuclease 1 homolog (S. cerevisiae)-like 1 	5	1	0	1	0	0	hsa-miR-3615				-0.22	-0.22	N/A
RTF1	ENST00000389629.4	Rtf1, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae) 	1869	1	0	0	1	1	hsa-miR-3615				-0.22	-0.25	N/A
AHDC1	ENST00000247087.5	AT hook, DNA binding motif, containing 1 	174	1	0	0	1	0	hsa-miR-3615				-0.22	-0.22	N/A
SCYL1	ENST00000524944.1	SCY1-like 1 (S. cerevisiae) 	45	1	0	1	0	0	hsa-miR-3615				-0.22	-0.22	N/A
SCAMP4	ENST00000316097.8	secretory carrier membrane protein 4 	223	1	0	1	0	0	hsa-miR-3615				-0.22	-0.22	N/A
CPD	ENST00000225719.4	carboxypeptidase D 	1766	1	1	0	0	0	hsa-miR-3615				-0.22	-0.24	N/A
PTCD1	ENST00000292478.4	pentatricopeptide repeat domain 1 	22	1	0	0	1	0	hsa-miR-3615				-0.22	-0.22	N/A
VPS37D	ENST00000451519.1	vacuolar protein sorting 37 homolog D (S. cerevisiae) 	173	1	0	1	0	0	hsa-miR-3615				-0.22	-0.22	N/A
PCF11	ENST00000298281.4	PCF11 cleavage and polyadenylation factor subunit 	218	1	1	0	0	0	hsa-miR-3615				-0.22	-0.32	N/A
KLHDC7B	ENST00000395676.2	kelch domain containing 7B 	13	1	1	0	0	0	hsa-miR-3615				-0.22	-0.36	N/A
PPP6R1	ENST00000412770.2	protein phosphatase 6, regulatory subunit 1 	292	1	0	0	1	0	hsa-miR-3615				-0.22	-0.26	N/A
EFEMP2	ENST00000307998.6	EGF containing fibulin-like extracellular matrix protein 2 	2062	1	0	1	0	0	hsa-miR-3615				-0.22	-0.23	N/A
PEPD	ENST00000244137.7	peptidase D 	725	1	0	0	1	0	hsa-miR-3615				-0.22	-0.22	N/A
RENBP	ENST00000412763.1	renin binding protein 	5	1	0	1	0	0	hsa-miR-3615				-0.22	-0.22	N/A
EIF3H	ENST00000521861.1	eukaryotic translation initiation factor 3, subunit H 	27	1	1	0	0	0	hsa-miR-3615				-0.22	-0.33	N/A
AL033381.1	ENST00000314040.1	Uncharacterized protein; cDNA FLJ34594 fis, clone KIDNE2009109  	5	1	0	0	1	0	hsa-miR-3615				-0.22	-0.22	N/A
POMGNT1	ENST00000396420.3	protein O-linked mannose N-acetylglucosaminyltransferase 1 (beta 1,2-) 	2123	1	0	1	0	0	hsa-miR-3615				-0.21	-0.21	N/A
CTD-2162K18.4	ENST00000590750.1	Uncharacterized protein  	51	1	0	0	1	1	hsa-miR-3615				-0.21	-0.25	N/A
PLEK	ENST00000234313.7	pleckstrin 	5	1	0	1	0	0	hsa-miR-3615				-0.21	-0.21	N/A
TSC1	ENST00000298552.3	tuberous sclerosis 1 	838	1	1	0	0	2	hsa-miR-3615				-0.21	-0.23	N/A
BCKDHA	ENST00000269980.2	branched chain keto acid dehydrogenase E1, alpha polypeptide 	3943	1	0	1	0	0	hsa-miR-3615				-0.21	-0.21	N/A
MFAP4	ENST00000497081.2	microfibrillar-associated protein 4 	67	1	0	1	0	0	hsa-miR-3615				-0.21	-0.21	N/A
NR1I2	ENST00000393716.2	nuclear receptor subfamily 1, group I, member 2 	14	1	0	1	0	0	hsa-miR-3615				-0.21	-0.21	N/A
ZNF682	ENST00000397165.2	zinc finger protein 682 	117	1	0	1	0	0	hsa-miR-3615				-0.21	-0.23	N/A
ZNF555	ENST00000334241.4	zinc finger protein 555 	64	1	1	0	0	0	hsa-miR-3615				-0.21	-0.48	N/A
RBBP8NL	ENST00000252998.1	RBBP8 N-terminal like 	5	1	0	1	0	0	hsa-miR-3615				-0.21	-0.21	N/A
TMEM235	ENST00000586400.1	transmembrane protein 235 	5	1	0	1	0	0	hsa-miR-3615				-0.21	-0.21	N/A
CNGA2	ENST00000329903.4	cyclic nucleotide gated channel alpha 2 	5	1	0	1	0	0	hsa-miR-3615				-0.21	-0.21	N/A
MCTP1	ENST00000515393.1	multiple C2 domains, transmembrane 1 	81	1	0	0	1	0	hsa-miR-3615				-0.21	-0.21	N/A
CYBB	ENST00000378588.4	cytochrome b-245, beta polypeptide 	12	1	0	1	0	0	hsa-miR-3615				-0.21	-0.21	N/A
GALM	ENST00000272252.5	galactose mutarotase (aldose 1-epimerase) 	963	1	0	1	0	0	hsa-miR-3615				-0.21	-0.27	N/A
SULF2	ENST00000359930.4	sulfatase 2 	103	1	0	0	1	0	hsa-miR-3615				-0.21	-0.21	N/A
POLR2J2	ENST00000591000.1	DNA-directed RNA polymerase II subunit RPB11-b1  	5	1	0	0	1	0	hsa-miR-3615				-0.21	-0.21	N/A
GYG2	ENST00000381163.3	glycogenin 2 	67	1	0	1	0	0	hsa-miR-3615				-0.21	-0.22	N/A
SENP5	ENST00000323460.5	SUMO1/sentrin specific peptidase 5 	125	1	1	0	0	0	hsa-miR-3615				-0.21	-0.27	N/A
CTC-435M10.3	ENST00000540732.1	2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial; Uncharacterized protein  	3943	1	0	1	0	0	hsa-miR-3615				-0.21	-0.21	N/A
C7orf26	ENST00000344417.5	chromosome 7 open reading frame 26 	20	1	0	1	0	0	hsa-miR-3615				-0.21	-0.21	N/A
TRIM46	ENST00000392451.2	tripartite motif containing 46 	69	1	0	1	0	0	hsa-miR-3615				-0.21	-0.21	N/A
CBX4	ENST00000269397.4	chromobox homolog 4 	3211	1	0	0	1	0	hsa-miR-3615				-0.21	-0.21	N/A
LRRC4	ENST00000249363.3	leucine rich repeat containing 4 	26	1	0	1	0	0	hsa-miR-3615				-0.21	-0.21	N/A
SCARF1	ENST00000571272.1	scavenger receptor class F, member 1 	5	1	0	1	0	0	hsa-miR-3615				-0.21	-0.21	N/A
AC024940.1	ENST00000313737.4		5	1	0	0	1	0	hsa-miR-3615				-0.21	-0.21	N/A
