Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
AP3D1	ENST00000355272.6	adaptor-related protein complex 3, delta 1 subunit 	464	1	0	0	1	0	hsa-let-7d-3p				-0.20	-0.25	N/A
SH3BP5	ENST00000383791.3	SH3-domain binding protein 5 (BTK-associated) 	4289	1	0	0	1	0	hsa-let-7d-3p				-0.20	-0.20	N/A
SMCHD1	ENST00000320876.6	structural maintenance of chromosomes flexible hinge domain containing 1 	270	1	0	0	1	0	hsa-let-7d-3p				-0.20	-0.24	N/A
KCTD15	ENST00000284006.6	potassium channel tetramerization domain containing 15 	2483	1	0	0	1	0	hsa-let-7d-3p				-0.20	-0.22	N/A
ANKRD34C	ENST00000421388.2	ankyrin repeat domain 34C 	5	1	0	1	0	0	hsa-let-7d-3p				-0.20	-0.20	N/A
METTL6	ENST00000443029.1	methyltransferase like 6 	20	1	0	0	1	0	hsa-let-7d-3p				-0.20	-0.20	N/A
GOLGA6L10	ENST00000439287.4	Putative golgin subfamily A member 6-like protein 10  	0	1	0	0	1	0	hsa-let-7d-3p				-0.20	-0.20	N/A
PHC1	ENST00000433083.2	polyhomeotic homolog 1 (Drosophila) 	5	1	0	0	1	0	hsa-let-7d-3p				-0.20	-0.20	N/A
JHDM1D	ENST00000397560.2	jumonji C domain containing histone demethylase 1 homolog D (S. cerevisiae) 	470	1	0	0	1	0	hsa-let-7d-3p				-0.20	-0.22	N/A
GOLGA6L9	ENST00000358583.3	Homo sapiens golgin subfamily A member 6-like protein 9-like (LOC101927658), mRNA. 	5	1	0	0	1	0	hsa-let-7d-3p				-0.20	-0.20	N/A
PDCL	ENST00000259467.4	phosducin-like 	154	1	0	1	0	0	hsa-let-7d-3p				-0.19	-0.23	N/A
GOLGA6L4	ENST00000510439.2	golgin A6 family-like 4 	5	1	0	0	1	0	hsa-let-7d-3p				-0.19	-0.19	N/A
ZNF532	ENST00000336078.4	zinc finger protein 532 	5	1	0	1	0	0	hsa-let-7d-3p				-0.19	-0.19	N/A
HEATR1	ENST00000366582.3	HEAT repeat containing 1 	282	1	0	1	0	0	hsa-let-7d-3p				-0.19	-0.20	N/A
CD47	ENST00000361309.5	CD47 molecule 	520	1	1	0	0	1	hsa-let-7d-3p				-0.19	-0.58	N/A
TNFAIP8L1	ENST00000327473.4	tumor necrosis factor, alpha-induced protein 8-like 1 	603	1	0	0	1	0	hsa-let-7d-3p				-0.19	-0.23	N/A
GPR107	ENST00000372410.3	G protein-coupled receptor 107 	1429	1	0	0	1	0	hsa-let-7d-3p				-0.19	-0.23	N/A
RP13-996F3.5	ENST00000559949.1	Uncharacterized protein  	0	1	0	0	1	0	hsa-let-7d-3p				-0.19	-0.19	N/A
BCAT1	ENST00000261192.7	branched chain amino-acid transaminase 1, cytosolic 	1346	1	0	0	1	0	hsa-let-7d-3p				-0.19	-0.20	N/A
PDE2A	ENST00000334456.5	phosphodiesterase 2A, cGMP-stimulated 	75	1	0	1	0	0	hsa-let-7d-3p				-0.19	-0.19	N/A
PHOX2B	ENST00000226382.2	paired-like homeobox 2b 	5	1	0	0	1	0	hsa-let-7d-3p				-0.19	-0.19	N/A
FAM230A	ENST00000434783.3	family with sequence similarity 230, member A 	5	1	0	0	1	2	hsa-let-7d-3p				-0.19	-0.19	N/A
PPAPDC2	ENST00000381883.2	phosphatidic acid phosphatase type 2 domain containing 2 	263	1	0	1	0	0	hsa-let-7d-3p				-0.18	-0.24	N/A
PHYHIPL	ENST00000373880.4	phytanoyl-CoA 2-hydroxylase interacting protein-like 	26	1	1	0	0	0	hsa-let-7d-3p				-0.18	-0.53	N/A
PIGN	ENST00000357637.5	phosphatidylinositol glycan anchor biosynthesis, class N 	211	1	0	1	0	0	hsa-let-7d-3p				-0.18	-0.31	N/A
NUP37	ENST00000552283.1	nucleoporin 37kDa 	458	1	1	0	0	1	hsa-let-7d-3p				-0.18	-0.67	N/A
FUT11	ENST00000394790.1	fucosyltransferase 11 (alpha (1,3) fucosyltransferase) 	622	1	0	0	1	0	hsa-let-7d-3p				-0.18	-0.23	N/A
SLC6A6	ENST00000454876.2	solute carrier family 6 (neurotransmitter transporter), member 6 	280	1	0	0	1	0	hsa-let-7d-3p				-0.18	-0.19	N/A
ABCA1	ENST00000374736.3	ATP-binding cassette, sub-family A (ABC1), member 1 	184	1	0	0	1	0	hsa-let-7d-3p				-0.18	-0.18	N/A
RGL1	ENST00000304685.4	ral guanine nucleotide dissociation stimulator-like 1 	188	1	0	1	0	0	hsa-let-7d-3p				-0.18	-0.18	N/A
SLC4A4	ENST00000340595.3	solute carrier family 4 (sodium bicarbonate cotransporter), member 4 	400	1	0	0	1	0	hsa-let-7d-3p				-0.18	-0.18	N/A
MYO1H	ENST00000310903.5	myosin IH 	5	1	0	0	1	0	hsa-let-7d-3p				-0.18	-0.18	N/A
KLF9	ENST00000377126.2	Kruppel-like factor 9 	20	1	0	0	1	0	hsa-let-7d-3p				-0.18	-0.27	N/A
NRF1	ENST00000393230.2	nuclear respiratory factor 1 	321	1	0	1	0	0	hsa-let-7d-3p				-0.18	-0.22	N/A
ALDH3A2	ENST00000339618.4	aldehyde dehydrogenase 3 family, member A2 	940	1	0	0	1	0	hsa-let-7d-3p				-0.18	-0.28	N/A
ARRDC4	ENST00000268042.6	arrestin domain containing 4 	10	1	0	1	0	0	hsa-let-7d-3p				-0.17	-0.17	N/A
C3orf70	ENST00000335012.2	chromosome 3 open reading frame 70 	19	1	0	0	1	0	hsa-let-7d-3p				-0.17	-0.17	N/A
PLCE1	ENST00000371380.3	phospholipase C, epsilon 1 	7	1	0	0	1	0	hsa-let-7d-3p				-0.17	-0.17	N/A
TMEM170A	ENST00000357613.4	transmembrane protein 170A 	70	1	0	0	1	0	hsa-let-7d-3p				-0.17	-0.27	N/A
ASRGL1	ENST00000415229.2	asparaginase like 1 	20	1	0	1	0	0	hsa-let-7d-3p				-0.17	-0.17	N/A
OCLN	ENST00000355237.2	occludin 	5	1	0	0	1	0	hsa-let-7d-3p				-0.17	-0.17	N/A
ABCA10	ENST00000416101.2	ATP-binding cassette, sub-family A (ABC1), member 10 	7	1	0	0	1	0	hsa-let-7d-3p				-0.17	-0.17	N/A
ABCC4	ENST00000412704.1	ATP-binding cassette, sub-family C (CFTR/MRP), member 4 	721	1	0	1	0	0	hsa-let-7d-3p				-0.17	-0.17	N/A
MARCH6	ENST00000274140.5	membrane-associated ring finger (C3HC4) 6, E3 ubiquitin protein ligase 	14086	1	0	0	1	0	hsa-let-7d-3p				-0.17	-0.19	N/A
ZNF71	ENST00000328070.6	zinc finger protein 71 	152	2	0	1	1	0	hsa-let-7d-3p				-0.17	-0.32	N/A
TMED7-TICAM2	ENST00000333314.3	TMED7-TICAM2 readthrough 	202	1	0	0	1	0	hsa-let-7d-3p				-0.17	-0.23	N/A
MAVS	ENST00000428216.2	mitochondrial antiviral signaling protein 	211	1	0	0	1	0	hsa-let-7d-3p				-0.17	-0.24	N/A
FLVCR1	ENST00000366971.4	feline leukemia virus subgroup C cellular receptor 1 	322	1	0	1	0	0	hsa-let-7d-3p				-0.17	-0.23	N/A
SKA1	ENST00000285116.3	spindle and kinetochore associated complex subunit 1 	86	1	0	1	0	0	hsa-let-7d-3p				-0.17	-0.19	N/A
TICAM2	ENST00000408996.4	toll-like receptor adaptor molecule 2 	202	1	0	0	1	0	hsa-let-7d-3p				-0.17	-0.23	N/A
NECAB1	ENST00000417640.2	N-terminal EF-hand calcium binding protein 1 	5	1	0	1	0	0	hsa-let-7d-3p				-0.17	-0.17	N/A
TET3	ENST00000409262.3	tet methylcytosine dioxygenase 3 	1437	1	1	0	0	0	hsa-let-7d-3p				-0.16	-0.16	N/A
FNDC3A	ENST00000492622.2	fibronectin type III domain containing 3A 	122	1	0	0	1	0	hsa-let-7d-3p				-0.16	-0.24	N/A
MCTP1	ENST00000515393.1	multiple C2 domains, transmembrane 1 	81	1	0	0	1	0	hsa-let-7d-3p				-0.16	-0.23	N/A
SLC2A13	ENST00000280871.4	solute carrier family 2 (facilitated glucose transporter), member 13 	47	1	0	0	1	0	hsa-let-7d-3p				-0.16	-0.20	N/A
MLLT3	ENST00000380338.4	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 3 	385	1	0	1	0	1	hsa-let-7d-3p				-0.16	-0.23	N/A
DCUN1D3	ENST00000324344.4	DCN1, defective in cullin neddylation 1, domain containing 3 	53	1	0	0	1	0	hsa-let-7d-3p				-0.16	-0.26	N/A
BSN	ENST00000296452.4	bassoon presynaptic cytomatrix protein 	31	1	0	0	1	0	hsa-let-7d-3p				-0.16	-0.16	N/A
SEMA5A	ENST00000382496.5	sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A 	98	1	0	0	1	0	hsa-let-7d-3p				-0.15	-0.16	N/A
GAB1	ENST00000262995.4	GRB2-associated binding protein 1 	26	1	0	0	1	1	hsa-let-7d-3p				-0.15	-0.30	N/A
GABRG1	ENST00000295452.4	gamma-aminobutyric acid (GABA) A receptor, gamma 1 	5	1	0	0	1	0	hsa-let-7d-3p				-0.15	-0.15	N/A
RP11-766F14.2	ENST00000511828.1	Protein LOC285556  	5	1	0	0	1	0	hsa-let-7d-3p				-0.15	-0.15	N/A
KIAA0825	ENST00000513200.3	KIAA0825 	34	1	0	1	0	0	hsa-let-7d-3p				-0.15	-0.18	N/A
PTPN4	ENST00000263708.2	protein tyrosine phosphatase, non-receptor type 4 (megakaryocyte) 	215	1	0	1	0	1	hsa-let-7d-3p				-0.15	-0.23	N/A
CTD-2368P22.1	ENST00000550135.1	HCG1811579; Uncharacterized protein  	25	1	0	0	1	0	hsa-let-7d-3p				-0.15	-0.15	N/A
AAK1	ENST00000409085.4	AP2 associated kinase 1 	27	1	0	1	0	0	hsa-let-7d-3p				-0.15	-0.15	N/A
ZBTB21	ENST00000398505.3	zinc finger and BTB domain containing 21 	802	1	0	0	1	0	hsa-let-7d-3p				-0.15	-0.15	N/A
ZC3HAV1	ENST00000242351.5	zinc finger CCCH-type, antiviral 1 	45	1	0	1	0	0	hsa-let-7d-3p				-0.15	-0.15	N/A
GTF3C4	ENST00000372146.4	general transcription factor IIIC, polypeptide 4, 90kDa 	1598	1	0	0	1	0	hsa-let-7d-3p				-0.14	-0.16	N/A
SERINC3	ENST00000342374.4	serine incorporator 3 	1218	1	0	1	0	0	hsa-let-7d-3p				-0.14	-0.15	N/A
ADAM12	ENST00000368679.4	ADAM metallopeptidase domain 12 	758	1	0	1	0	0	hsa-let-7d-3p				-0.14	-0.14	N/A
TBL1X	ENST00000407597.2	transducin (beta)-like 1X-linked 	125	1	0	0	1	0	hsa-let-7d-3p				-0.14	-0.16	N/A
ZNF264	ENST00000263095.6	zinc finger protein 264 	412	1	0	1	0	2	hsa-let-7d-3p				-0.14	-0.15	N/A
RAB27B	ENST00000262094.5	RAB27B, member RAS oncogene family 	5	1	0	1	0	0	hsa-let-7d-3p				-0.14	-0.14	N/A
CXCR5	ENST00000292174.4	chemokine (C-X-C motif) receptor 5 	5	1	0	1	0	0	hsa-let-7d-3p				-0.14	-0.14	N/A
BTBD7	ENST00000334746.5	BTB (POZ) domain containing 7 	590	1	0	0	1	0	hsa-let-7d-3p				-0.13	-0.16	N/A
MFSD8	ENST00000296468.3	major facilitator superfamily domain containing 8 	260	1	0	0	1	0	hsa-let-7d-3p				-0.13	-0.22	N/A
CREG2	ENST00000324768.5	cellular repressor of E1A-stimulated genes 2 	38	1	0	0	1	0	hsa-let-7d-3p				-0.13	-0.18	N/A
ZNF85	ENST00000328178.8	zinc finger protein 85 	35	1	0	0	1	0	hsa-let-7d-3p				-0.13	-0.22	N/A
GBP1	ENST00000370473.4	guanylate binding protein 1, interferon-inducible 	40	1	0	0	1	0	hsa-let-7d-3p				-0.13	-0.32	N/A
PTPRD	ENST00000381196.4	protein tyrosine phosphatase, receptor type, D 	101	1	0	1	0	0	hsa-let-7d-3p				-0.13	-0.23	N/A
LPP	ENST00000312675.4	LIM domain containing preferred translocation partner in lipoma 	1894	1	0	1	0	0	hsa-let-7d-3p				-0.12	-0.12	N/A
HOOK3	ENST00000307602.4	hook microtubule-tethering protein 3 	403	1	0	0	1	0	hsa-let-7d-3p				-0.12	-0.14	N/A
GRSF1	ENST00000254799.6	G-rich RNA sequence binding factor 1 	4414	1	0	0	1	0	hsa-let-7d-3p				-0.12	-0.21	N/A
INO80D	ENST00000403263.1	INO80 complex subunit D 	5	1	1	0	0	0	hsa-let-7d-3p				-0.12	-0.12	N/A
ZBTB3	ENST00000394807.3	zinc finger and BTB domain containing 3 	96	1	1	0	0	0	hsa-let-7d-3p				-0.12	-0.41	N/A
RIF1	ENST00000243326.5	RAP1 interacting factor homolog (yeast) 	213	1	0	1	0	1	hsa-let-7d-3p				-0.11	-0.23	N/A
PCLO	ENST00000333891.9	piccolo presynaptic cytomatrix protein 	22	1	0	0	1	0	hsa-let-7d-3p				-0.11	-0.11	N/A
ERBB4	ENST00000342788.4	v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 4 	27	1	0	1	0	0	hsa-let-7d-3p				-0.11	-0.11	N/A
CYP20A1	ENST00000356079.4	cytochrome P450, family 20, subfamily A, polypeptide 1 	170	2	0	0	2	0	hsa-let-7d-3p				-0.11	-0.26	N/A
SLC15A2	ENST00000489711.1	solute carrier family 15 (oligopeptide transporter), member 2 	21	1	0	0	1	0	hsa-let-7d-3p				-0.11	-0.23	N/A
CELF1	ENST00000395290.2	CUGBP, Elav-like family member 1 	153	1	0	1	0	0	hsa-let-7d-3p				-0.11	-0.20	N/A
KLF12	ENST00000377669.2	Kruppel-like factor 12 	251	1	0	0	1	0	hsa-let-7d-3p				-0.11	-0.12	N/A
SGMS2	ENST00000394684.4	sphingomyelin synthase 2 	111	1	0	1	0	1	hsa-let-7d-3p				-0.11	-0.17	N/A
CCNL2	ENST00000408952.5	cyclin L2 	699	1	0	1	0	0	hsa-let-7d-3p				-0.11	-0.33	N/A
HOOK1	ENST00000371208.3	hook microtubule-tethering protein 1 	804	1	0	1	0	0	hsa-let-7d-3p				-0.10	-0.10	N/A
PRSS12	ENST00000296498.3	protease, serine, 12 (neurotrypsin, motopsin) 	57	1	0	0	1	0	hsa-let-7d-3p				-0.10	-0.23	N/A
URB2	ENST00000258243.2	URB2 ribosome biogenesis 2 homolog (S. cerevisiae) 	383	1	0	0	1	0	hsa-let-7d-3p				-0.10	-0.20	N/A
PRICKLE1	ENST00000455697.1	prickle homolog 1 (Drosophila) 	146	1	1	0	0	0	hsa-let-7d-3p				-0.10	-0.33	N/A
ZNF417	ENST00000312026.5	zinc finger protein 417 	19	1	0	1	0	1	hsa-let-7d-3p				-0.10	-0.14	N/A
KLB	ENST00000257408.4	klotho beta 	95	1	0	1	0	0	hsa-let-7d-3p				-0.10	-0.24	N/A
TIGD7	ENST00000396862.1	tigger transposable element derived 7 	22	1	1	0	0	0	hsa-let-7d-3p				-0.10	-0.66	N/A
QKI	ENST00000392127.2	QKI, KH domain containing, RNA binding 	323	1	0	1	0	0	hsa-let-7d-3p				-0.09	-0.10	N/A
ZNF845	ENST00000458035.1	zinc finger protein 845 	67	1	0	0	1	0	hsa-let-7d-3p				-0.09	-0.18	N/A
THAP2	ENST00000308086.2	THAP domain containing, apoptosis associated protein 2 	109	1	1	0	0	0	hsa-let-7d-3p				-0.09	-0.51	N/A
UHRF1BP1L	ENST00000279907.7	UHRF1 binding protein 1-like 	369	1	0	1	0	0	hsa-let-7d-3p				-0.09	-0.16	N/A
PDGFD	ENST00000393158.2	platelet derived growth factor D 	52	1	0	1	0	0	hsa-let-7d-3p				-0.09	-0.25	N/A
NBEAL1	ENST00000449802.1	neurobeachin-like 1 	42	1	0	1	0	0	hsa-let-7d-3p				-0.09	-0.10	N/A
LMBR1	ENST00000353442.5	limb development membrane protein 1 	1435	1	0	0	1	0	hsa-let-7d-3p				-0.09	-0.26	N/A
CHSY1	ENST00000254190.3	chondroitin sulfate synthase 1 	200	1	0	0	1	1	hsa-let-7d-3p				-0.09	-0.25	N/A
IL2RB	ENST00000216223.5	interleukin 2 receptor, beta 	5	1	0	1	0	0	hsa-let-7d-3p				-0.09	-0.09	N/A
KCNH5	ENST00000322893.7	potassium voltage-gated channel, subfamily H (eag-related), member 5 	157	1	0	0	1	0	hsa-let-7d-3p				-0.08	-0.11	N/A
PTBP2	ENST00000609116.1	polypyrimidine tract binding protein 2 	70	1	0	1	0	0	hsa-let-7d-3p				-0.08	-0.19	N/A
TRPC3	ENST00000264811.5	transient receptor potential cation channel, subfamily C, member 3 	37	1	0	1	0	0	hsa-let-7d-3p				-0.08	-0.12	N/A
CTBP2	ENST00000337195.5	C-terminal binding protein 2 	16	1	0	0	1	0	hsa-let-7d-3p				-0.08	-0.24	N/A
RNF157	ENST00000269391.6	ring finger protein 157 	163	1	0	1	0	0	hsa-let-7d-3p				-0.08	-0.08	N/A
THBS2	ENST00000366787.3	thrombospondin 2 	372	1	0	1	0	0	hsa-let-7d-3p				-0.08	-0.23	N/A
CHCHD4	ENST00000295767.5	coiled-coil-helix-coiled-coil-helix domain containing 4 	8	1	0	0	1	0	hsa-let-7d-3p				-0.08	-0.21	N/A
WRN	ENST00000298139.5	Werner syndrome, RecQ helicase-like 	560	2	0	1	1	0	hsa-let-7d-3p				-0.08	-0.35	N/A
AGO3	ENST00000373191.4	argonaute RISC catalytic component 3 	198	1	0	1	0	0	hsa-let-7d-3p				-0.08	-0.15	N/A
NEDD4L	ENST00000256832.7	neural precursor cell expressed, developmentally down-regulated 4-like, E3 ubiquitin protein ligase 	617	1	0	0	1	1	hsa-let-7d-3p				-0.07	-0.28	N/A
ZC3H12B	ENST00000338957.4	zinc finger CCCH-type containing 12B 	29	1	0	1	0	0	hsa-let-7d-3p				-0.07	-0.07	N/A
PPCDC	ENST00000342932.3	phosphopantothenoylcysteine decarboxylase 	26	1	0	0	1	0	hsa-let-7d-3p				-0.07	-0.22	N/A
FAM20B	ENST00000263733.4	family with sequence similarity 20, member B 	113	1	0	1	0	0	hsa-let-7d-3p				-0.07	-0.16	N/A
EFCAB6	ENST00000356087.4	EF-hand calcium binding domain 6 	23	1	0	1	0	0	hsa-let-7d-3p				-0.07	-0.09	N/A
GPR133	ENST00000376682.4	G protein-coupled receptor 133 	57	1	0	1	0	0	hsa-let-7d-3p				-0.07	-0.35	N/A
TMEM30A	ENST00000230461.6	transmembrane protein 30A 	1221	1	0	1	0	0	hsa-let-7d-3p				-0.07	-0.19	N/A
C12orf5	ENST00000179259.4	chromosome 12 open reading frame 5 	520	1	0	0	1	0	hsa-let-7d-3p				-0.07	-0.34	N/A
LDLRAD4	ENST00000399848.3	low density lipoprotein receptor class A domain containing 4 	314	1	0	1	0	1	hsa-let-7d-3p				-0.06	-0.16	N/A
PHF14	ENST00000403050.3	PHD finger protein 14 	112	1	1	0	0	0	hsa-let-7d-3p				-0.06	-0.44	N/A
TMPPE	ENST00000416695.2	transmembrane protein with metallophosphoesterase domain 	22	1	1	0	0	0	hsa-let-7d-3p				-0.06	-0.25	N/A
ZNF804B	ENST00000333190.4	zinc finger protein 804B 	0	1	0	1	0	0	hsa-let-7d-3p				-0.06	-0.06	N/A
SIT1	ENST00000259608.3	signaling threshold regulating transmembrane adaptor 1 	7	1	0	1	0	0	hsa-let-7d-3p				-0.06	-0.21	N/A
METTL14	ENST00000388822.5	methyltransferase like 14 	520	2	1	0	1	0	hsa-let-7d-3p				-0.06	-0.52	N/A
VPS35	ENST00000299138.7	vacuolar protein sorting 35 homolog (S. cerevisiae) 	1801	1	0	0	1	0	hsa-let-7d-3p				-0.06	-0.19	N/A
SLC30A7	ENST00000370112.4	solute carrier family 30 (zinc transporter), member 7 	204	1	0	1	0	0	hsa-let-7d-3p				-0.06	-0.29	N/A
GXYLT2	ENST00000389617.4	glucoside xylosyltransferase 2 	207	1	0	0	1	0	hsa-let-7d-3p				-0.06	-0.20	N/A
ASXL2	ENST00000435504.4	additional sex combs like 2 (Drosophila) 	139	1	1	0	0	0	hsa-let-7d-3p				-0.06	-0.22	N/A
KLF8	ENST00000468660.1	Kruppel-like factor 8 	8	1	0	0	1	0	hsa-let-7d-3p				-0.06	-0.16	N/A
CXADR	ENST00000356275.6	coxsackie virus and adenovirus receptor 	56	1	0	0	1	0	hsa-let-7d-3p				-0.05	-0.25	N/A
ADAM22	ENST00000398204.4	ADAM metallopeptidase domain 22 	115	1	0	1	0	0	hsa-let-7d-3p				-0.05	-0.12	N/A
MOB4	ENST00000233892.4	MOB family member 4, phocein 	123	1	0	1	0	0	hsa-let-7d-3p				-0.05	-0.26	N/A
EMR2	ENST00000315576.3	egf-like module containing, mucin-like, hormone receptor-like 2 	11	1	0	0	1	0	hsa-let-7d-3p				-0.05	-0.11	N/A
GLTSCR1L	ENST00000314073.5	GLTSCR1-like 	59	1	0	1	0	0	hsa-let-7d-3p				-0.05	-0.05	N/A
LRRC3DN	ENST00000596691.1	LRRC3 downstream neighbor (non-protein coding) 	221	1	0	1	0	0	hsa-let-7d-3p				-0.05	-0.24	N/A
C2orf72	ENST00000373640.4	chromosome 2 open reading frame 72 	3885	1	0	0	1	0	hsa-let-7d-3p				-0.05	-0.29	N/A
LRIG2	ENST00000361127.5	leucine-rich repeats and immunoglobulin-like domains 2 	348	1	0	1	0	0	hsa-let-7d-3p				-0.04	-0.05	N/A
SHF	ENST00000560540.1	Src homology 2 domain containing F 	112	1	0	0	1	0	hsa-let-7d-3p				-0.04	-0.29	N/A
RRP15	ENST00000366932.3	ribosomal RNA processing 15 homolog (S. cerevisiae) 	243	1	0	0	1	0	hsa-let-7d-3p				-0.04	-0.20	N/A
ANKRD9	ENST00000559651.1	ankyrin repeat domain 9 	766	1	0	0	1	0	hsa-let-7d-3p				-0.04	-0.29	N/A
KLHL15	ENST00000328046.8	kelch-like family member 15 	42	1	0	0	1	0	hsa-let-7d-3p				-0.04	-0.22	N/A
PHC3	ENST00000495893.2	polyhomeotic homolog 3 (Drosophila) 	366	1	0	0	1	0	hsa-let-7d-3p				-0.04	-0.15	N/A
LIFR	ENST00000263409.4	leukemia inhibitory factor receptor alpha 	44	1	1	0	0	0	hsa-let-7d-3p				-0.04	-0.31	N/A
CALU	ENST00000535011.2	calumenin 	3079	1	0	0	1	0	hsa-let-7d-3p				-0.04	-0.20	N/A
ACVR2A	ENST00000241416.7	activin A receptor, type IIA 	109	1	0	0	1	0	hsa-let-7d-3p				-0.04	-0.28	N/A
ZZZ3	ENST00000370801.3	zinc finger, ZZ-type containing 3 	338	1	0	1	0	0	hsa-let-7d-3p				-0.04	-0.12	N/A
C11orf1	ENST00000260276.3	chromosome 11 open reading frame 1 	18	1	0	1	0	0	hsa-let-7d-3p				-0.04	-0.15	N/A
DMRTA1	ENST00000325870.2	DMRT-like family A1 	124	1	0	1	0	0	hsa-let-7d-3p				-0.04	-0.17	N/A
STAMBP	ENST00000394070.2	STAM binding protein 	1274	1	1	0	0	0	hsa-let-7d-3p				-0.04	-0.40	N/A
HSPE1-MOB4	ENST00000604458.1	HSPE1-MOB4 readthrough 	123	1	0	1	0	0	hsa-let-7d-3p				-0.04	-0.24	N/A
RIMKLA	ENST00000431473.3	ribosomal modification protein rimK-like family member A 	100	1	0	1	0	0	hsa-let-7d-3p				-0.04	-0.20	N/A
HACE1	ENST00000262903.4	HECT domain and ankyrin repeat containing E3 ubiquitin protein ligase 1 	191	9	0	9	0	0	hsa-let-7d-3p				-0.04	-0.98	N/A
ZMYND11	ENST00000381591.1	zinc finger, MYND-type containing 11 	43	1	0	0	1	0	hsa-let-7d-3p				-0.04	-0.27	N/A
TATDN3	ENST00000526997.1	TatD DNase domain containing 3 	282	1	0	1	0	0	hsa-let-7d-3p				-0.04	-0.36	N/A
MLXIP	ENST00000319080.7	MLX interacting protein 	69	1	0	0	1	0	hsa-let-7d-3p				-0.04	-0.14	N/A
REPS2	ENST00000357277.3	RALBP1 associated Eps domain containing 2 	36	1	0	0	1	0	hsa-let-7d-3p				-0.04	-0.24	N/A
HNMT	ENST00000280097.3	histamine N-methyltransferase 	530	1	0	0	1	0	hsa-let-7d-3p				-0.03	-0.17	N/A
BDNF	ENST00000439476.2	brain-derived neurotrophic factor 	2696	1	1	0	0	0	hsa-let-7d-3p				-0.03	-0.36	N/A
MMADHC	ENST00000303319.5	methylmalonic aciduria (cobalamin deficiency) cblD type, with homocystinuria 	250	1	0	1	0	0	hsa-let-7d-3p				-0.03	-0.28	N/A
SHC4	ENST00000332408.4	SHC (Src homology 2 domain containing) family, member 4 	61	1	0	1	0	0	hsa-let-7d-3p				-0.03	-0.19	N/A
GFM1	ENST00000486715.1	G elongation factor, mitochondrial 1 	586	1	0	1	0	0	hsa-let-7d-3p				-0.03	-0.26	N/A
C2CD4A	ENST00000355522.5	C2 calcium-dependent domain containing 4A 	23	1	0	0	1	0	hsa-let-7d-3p				-0.02	-0.28	N/A
IRS4	ENST00000372129.2	insulin receptor substrate 4 	56	1	0	0	1	0	hsa-let-7d-3p				-0.02	-0.19	N/A
XPOT	ENST00000332707.5	exportin, tRNA 	887	1	0	1	0	0	hsa-let-7d-3p				-0.02	-0.25	N/A
COL12A1	ENST00000322507.8	collagen, type XII, alpha 1 	482	1	0	1	0	0	hsa-let-7d-3p				-0.02	-0.11	N/A
CFL2	ENST00000341223.3	cofilin 2 (muscle) 	902	1	1	0	0	1	hsa-let-7d-3p				-0.02	-0.52	N/A
SNRPD3	ENST00000215829.3	small nuclear ribonucleoprotein D3 polypeptide 18kDa 	3251	1	0	1	0	0	hsa-let-7d-3p				-0.02	-0.14	N/A
CDH7	ENST00000397968.2	cadherin 7, type 2 	42	1	0	0	1	0	hsa-let-7d-3p				-0.02	-0.21	N/A
YME1L1	ENST00000326799.3	YME1-like 1 ATPase 	477	1	0	0	1	0	hsa-let-7d-3p				-0.02	-0.28	N/A
ST8SIA1	ENST00000396037.4	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1 	5	1	0	1	0	0	hsa-let-7d-3p				-0.02	-0.02	N/A
CMSS1	ENST00000421999.2	cms1 ribosomal small subunit homolog (yeast) 	423	1	0	0	1	0	hsa-let-7d-3p				-0.02	-0.28	N/A
KDM5C	ENST00000375401.3	lysine (K)-specific demethylase 5C 	422	1	1	0	0	0	hsa-let-7d-3p				-0.02	-0.42	N/A
CCSER2	ENST00000224756.8	coiled-coil serine-rich protein 2 	123	1	0	1	0	0	hsa-let-7d-3p				-0.02	-0.21	N/A
GSR	ENST00000221130.5	glutathione reductase 	858	1	1	0	0	0	hsa-let-7d-3p				-0.02	-0.35	N/A
VPS8	ENST00000287546.4	vacuolar protein sorting 8 homolog (S. cerevisiae) 	120	2	0	1	1	0	hsa-let-7d-3p				-0.02	-0.41	N/A
URB1	ENST00000382751.3	URB1 ribosome biogenesis 1 homolog (S. cerevisiae) 	667	1	0	0	1	0	hsa-let-7d-3p				-0.02	-0.17	N/A
TBRG4	ENST00000258770.3	transforming growth factor beta regulator 4 	129	1	0	0	1	1	hsa-let-7d-3p				-0.02	-0.31	N/A
ESF1	ENST00000202816.1	ESF1, nucleolar pre-rRNA processing protein, homolog (S. cerevisiae) 	180	1	0	0	1	1	hsa-let-7d-3p				-0.02	-0.20	N/A
CA5B	ENST00000454127.2	carbonic anhydrase VB, mitochondrial 	245	1	0	0	1	0	hsa-let-7d-3p				-0.02	-0.20	N/A
