Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
OPALIN	ENST00000371172.3	oligodendrocytic myelin paranodal and inner loop protein 	5	1	1	0	0	0	hsa-miR-4742-3p				-0.14	-0.14	N/A
SRSF12	ENST00000452027.2	serine/arginine-rich splicing factor 12 	53	1	0	0	1	1	hsa-miR-4742-3p				-0.14	-0.16	N/A
TBC1D23	ENST00000344949.5	TBC1 domain family, member 23 	238	1	0	1	0	0	hsa-miR-4742-3p				-0.14	-0.14	N/A
PPM1D	ENST00000305921.3	protein phosphatase, Mg2+/Mn2+ dependent, 1D 	896	1	0	1	0	2	hsa-miR-4742-3p				-0.14	-0.16	N/A
PYROXD2	ENST00000370575.4	pyridine nucleotide-disulphide oxidoreductase domain 2 	15	1	0	0	1	0	hsa-miR-4742-3p				-0.14	-0.18	N/A
LANCL3	ENST00000378621.3	LanC lantibiotic synthetase component C-like 3 (bacterial) 	15	4	1	1	2	4	hsa-miR-4742-3p				-0.14	-0.33	N/A
ZBTB26	ENST00000373656.3	zinc finger and BTB domain containing 26 	83	1	0	1	0	0	hsa-miR-4742-3p				-0.14	-0.14	N/A
CTD-2140B24.4	ENST00000540096.2	Zinc finger protein 268  	156	2	0	0	2	11	hsa-miR-4742-3p				-0.14	-0.28	N/A
GOLPH3L	ENST00000271732.3	golgi phosphoprotein 3-like 	274	2	1	1	0	0	hsa-miR-4742-3p				-0.14	-0.23	N/A
RP11-347C12.3	ENST00000550538.1	Uncharacterized protein  	5	1	0	1	0	0	hsa-miR-4742-3p				-0.14	-0.14	N/A
RP11-345J4.3	ENST00000549950.1	Uncharacterized protein  	5	1	0	1	0	0	hsa-miR-4742-3p				-0.14	-0.14	N/A
IYD	ENST00000344419.3	iodotyrosine deiodinase 	5	3	1	2	0	2	hsa-miR-4742-3p				-0.14	-0.14	N/A
CYB5D2	ENST00000301391.3	cytochrome b5 domain containing 2 	668	1	0	1	0	1	hsa-miR-4742-3p				-0.14	-0.14	N/A
C2orf50	ENST00000381585.3	chromosome 2 open reading frame 50 	5	2	0	1	1	0	hsa-miR-4742-3p				-0.14	-0.14	N/A
COA5	ENST00000328709.3	cytochrome c oxidase assembly factor 5 	72	2	0	1	1	0	hsa-miR-4742-3p				-0.13	-0.21	N/A
ZNF281	ENST00000294740.3	zinc finger protein 281 	595	1	0	0	1	1	hsa-miR-4742-3p				-0.13	-0.16	N/A
NETO2	ENST00000562435.1	neuropilin (NRP) and tolloid (TLL)-like 2 	723	4	2	2	0	2	hsa-miR-4742-3p				-0.13	-0.33	N/A
ELL2	ENST00000237853.4	elongation factor, RNA polymerase II, 2 	397	2	0	0	2	1	hsa-miR-4742-3p				-0.13	-0.14	N/A
SCRN3	ENST00000272732.6	secernin 3 	80	3	0	2	1	2	hsa-miR-4742-3p				-0.13	-0.17	N/A
WDPCP	ENST00000272321.7	WD repeat containing planar cell polarity effector 	92	2	0	1	1	0	hsa-miR-4742-3p				-0.13	-0.17	N/A
CCDC102A	ENST00000258214.2	coiled-coil domain containing 102A 	481	1	0	1	0	0	hsa-miR-4742-3p				-0.13	-0.13	N/A
GOLIM4	ENST00000470487.1	golgi integral membrane protein 4 	48	1	0	1	0	0	hsa-miR-4742-3p				-0.13	-0.13	N/A
INSM2	ENST00000307169.3	insulinoma-associated 2 	5	1	1	0	0	1	hsa-miR-4742-3p				-0.13	-0.13	N/A
ANP32E	ENST00000533654.1	acidic (leucine-rich) nuclear phosphoprotein 32 family, member E 	572	1	0	1	0	0	hsa-miR-4742-3p				-0.13	-0.15	N/A
LINC00632	ENST00000370535.3	long intergenic non-protein coding RNA 632 	5	1	0	0	1	0	hsa-miR-4742-3p				-0.13	-0.13	N/A
RNF19A	ENST00000519449.1	ring finger protein 19A, RBR E3 ubiquitin protein ligase 	1674	1	0	1	0	0	hsa-miR-4742-3p				-0.13	-0.13	N/A
FCRL1	ENST00000368176.3	Fc receptor-like 1 	5	1	0	1	0	0	hsa-miR-4742-3p				-0.13	-0.13	N/A
HOOK3	ENST00000307602.4	hook microtubule-tethering protein 3 	403	2	1	1	0	2	hsa-miR-4742-3p				-0.13	-0.26	N/A
CISD2	ENST00000273986.4	CDGSH iron sulfur domain 2 	13	4	1	3	0	1	hsa-miR-4742-3p				-0.13	-0.72	N/A
MLLT3	ENST00000380338.4	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 3 	385	5	2	1	2	1	hsa-miR-4742-3p				-0.13	-0.37	N/A
ETV1	ENST00000430479.1	ets variant 1 	160	2	1	0	1	0	hsa-miR-4742-3p				-0.13	-0.17	N/A
ZNF678	ENST00000343776.5	zinc finger protein 678 	89	1	0	1	0	2	hsa-miR-4742-3p				-0.13	-0.14	N/A
SLC39A9	ENST00000031146.4	solute carrier family 39, member 9 	824	2	1	1	0	1	hsa-miR-4742-3p				-0.13	-0.14	N/A
LCP2	ENST00000046794.5	lymphocyte cytosolic protein 2 (SH2 domain containing leukocyte protein of 76kDa) 	5	1	0	1	0	0	hsa-miR-4742-3p				-0.13	-0.13	N/A
VPS4A	ENST00000254950.11	vacuolar protein sorting 4 homolog A (S. cerevisiae) 	430	1	1	0	0	0	hsa-miR-4742-3p				-0.13	-0.13	N/A
GADL1	ENST00000282538.5	glutamate decarboxylase-like 1 	5	1	0	1	0	0	hsa-miR-4742-3p				-0.13	-0.13	N/A
FAM43A	ENST00000329759.4	family with sequence similarity 43, member A 	287	1	0	0	1	0	hsa-miR-4742-3p				-0.13	-0.13	N/A
POLR3G	ENST00000504930.1	polymerase (RNA) III (DNA directed) polypeptide G (32kD) 	67	1	0	1	0	0	hsa-miR-4742-3p				-0.13	-0.13	N/A
ZC3H6	ENST00000343936.4	zinc finger CCCH-type containing 6 	10	3	1	1	1	2	hsa-miR-4742-3p				-0.13	-0.13	N/A
DOK6	ENST00000382713.5	docking protein 6 	8	1	0	1	0	1	hsa-miR-4742-3p				-0.13	-0.13	N/A
AL590483.1	ENST00000598000.1	Uncharacterized protein; cDNA FLJ42623 fis, clone BRACE3015894  	5	1	0	1	0	0	hsa-miR-4742-3p				-0.13	-0.13	N/A
DUSP2	ENST00000288943.4	dual specificity phosphatase 2 	41	1	0	0	1	1	hsa-miR-4742-3p				-0.13	-0.13	N/A
FUT9	ENST00000302103.5	fucosyltransferase 9 (alpha (1,3) fucosyltransferase) 	5	2	0	1	1	0	hsa-miR-4742-3p				-0.13	-0.13	N/A
MAGT1	ENST00000358075.6	magnesium transporter 1 	937	2	0	2	0	1	hsa-miR-4742-3p				-0.13	-0.15	N/A
LIG4	ENST00000356922.4	ligase IV, DNA, ATP-dependent 	113	1	0	1	0	0	hsa-miR-4742-3p				-0.13	-0.14	N/A
RP11-10A14.4	ENST00000518496.1	Uncharacterized protein  	9	1	1	0	0	0	hsa-miR-4742-3p				-0.13	-0.33	N/A
SREK1IP1	ENST00000513458.4	SREK1-interacting protein 1 	145	4	1	0	3	0	hsa-miR-4742-3p				-0.13	-0.23	N/A
ZNF470	ENST00000330619.8	zinc finger protein 470 	12	2	1	0	1	1	hsa-miR-4742-3p				-0.13	-0.14	N/A
MARCH1	ENST00000274056.7	membrane-associated ring finger (C3HC4) 1, E3 ubiquitin protein ligase 	5	2	1	1	0	2	hsa-miR-4742-3p				-0.13	-0.13	N/A
ZSCAN30	ENST00000333206.5	zinc finger and SCAN domain containing 30 	274	1	1	0	0	0	hsa-miR-4742-3p				-0.13	-0.13	N/A
UBL3	ENST00000380680.4	ubiquitin-like 3 	431	2	0	1	1	0	hsa-miR-4742-3p				-0.13	-0.29	N/A
MACROD2	ENST00000217246.4	MACRO domain containing 2 	5	3	0	2	1	2	hsa-miR-4742-3p				-0.13	-0.13	N/A
ZNF146	ENST00000443387.2	zinc finger protein 146 	3086	2	0	0	2	1	hsa-miR-4742-3p				-0.13	-0.18	N/A
SBSPON	ENST00000297354.6	somatomedin B and thrombospondin, type 1 domain containing 	8	1	0	1	0	1	hsa-miR-4742-3p				-0.13	-0.19	N/A
THBS1	ENST00000260356.5	thrombospondin 1 	46844	1	1	0	0	0	hsa-miR-4742-3p				-0.13	-0.13	N/A
NSL1	ENST00000422588.2	NSL1, MIS12 kinetochore complex component 	180	5	0	3	2	2	hsa-miR-4742-3p				-0.13	-0.26	N/A
GSKIP	ENST00000555181.1	GSK3B interacting protein 	1581	1	0	1	0	0	hsa-miR-4742-3p				-0.13	-0.13	N/A
ABCG8	ENST00000272286.2	ATP-binding cassette, sub-family G (WHITE), member 8 	197	2	1	0	1	0	hsa-miR-4742-3p				-0.13	-0.14	N/A
ARV1	ENST00000310256.2	ARV1 homolog (S. cerevisiae) 	705	1	0	0	1	0	hsa-miR-4742-3p				-0.13	-0.13	N/A
AARD	ENST00000378279.3	alanine and arginine rich domain containing protein 	7	3	1	1	1	0	hsa-miR-4742-3p				-0.13	-0.55	N/A
THNSL1	ENST00000524413.1	threonine synthase-like 1 (S. cerevisiae) 	140	1	1	0	0	0	hsa-miR-4742-3p				-0.13	-0.17	N/A
MYL12A	ENST00000217652.3	myosin, light chain 12A, regulatory, non-sarcomeric 	52535	1	0	0	1	0	hsa-miR-4742-3p				-0.13	-0.13	N/A
CASP14	ENST00000427043.3	caspase 14, apoptosis-related cysteine peptidase 	5	1	0	1	0	0	hsa-miR-4742-3p				-0.13	-0.13	N/A
LLPH	ENST00000266604.2	LLP homolog, long-term synaptic facilitation (Aplysia) 	88	4	0	3	1	0	hsa-miR-4742-3p				-0.13	-0.58	N/A
EPM2A	ENST00000367519.3	epilepsy, progressive myoclonus type 2A, Lafora disease (laforin) 	197	1	1	0	0	0	hsa-miR-4742-3p				-0.13	-0.13	N/A
ST8SIA4	ENST00000231461.5	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4 	5	2	0	1	1	0	hsa-miR-4742-3p				-0.13	-0.13	N/A
UTY	ENST00000331397.4	ubiquitously transcribed tetratricopeptide repeat containing, Y-linked 	5	3	0	0	3	0	hsa-miR-4742-3p				-0.13	-0.13	N/A
AACS	ENST00000261686.6	acetoacetyl-CoA synthetase 	1594	1	0	0	1	1	hsa-miR-4742-3p				-0.13	-0.13	N/A
AL161915.1	ENST00000391366.1	Uncharacterized protein  	18	1	1	0	0	1	hsa-miR-4742-3p				-0.13	-0.18	N/A
TRAPPC10	ENST00000291574.4	trafficking protein particle complex 10 	302	2	1	0	1	0	hsa-miR-4742-3p				-0.13	-0.13	N/A
APAF1	ENST00000333991.1	apoptotic peptidase activating factor 1 	23	1	0	1	0	0	hsa-miR-4742-3p				-0.13	-0.15	N/A
ITCH	ENST00000374864.4	itchy E3 ubiquitin protein ligase 	769	1	1	0	0	0	hsa-miR-4742-3p				-0.13	-0.15	N/A
GRAMD3	ENST00000285689.3	GRAM domain containing 3 	232	1	0	1	0	0	hsa-miR-4742-3p				-0.13	-0.13	N/A
ZCCHC4	ENST00000302874.4	zinc finger, CCHC domain containing 4 	199	2	0	1	1	0	hsa-miR-4742-3p				-0.13	-0.23	N/A
TRAF3	ENST00000560371.1	TNF receptor-associated factor 3 	833	1	0	1	0	0	hsa-miR-4742-3p				-0.13	-0.13	N/A
CEP85L	ENST00000368491.3	centrosomal protein 85kDa-like 	14	2	0	2	0	1	hsa-miR-4742-3p				-0.13	-0.26	N/A
NET1	ENST00000355029.4	neuroepithelial cell transforming 1 	73	1	0	0	1	0	hsa-miR-4742-3p				-0.13	-0.13	N/A
DEFB118	ENST00000253381.2	defensin, beta 118 	5	1	0	0	1	0	hsa-miR-4742-3p				-0.13	-0.13	N/A
LANCL2	ENST00000254770.2	LanC lantibiotic synthetase component C-like 2 (bacterial) 	237	2	0	1	1	0	hsa-miR-4742-3p				-0.13	-0.15	N/A
SGCD	ENST00000435422.3	sarcoglycan, delta (35kDa dystrophin-associated glycoprotein) 	39	2	0	2	0	2	hsa-miR-4742-3p				-0.13	-0.16	N/A
C11orf16	ENST00000326053.5	chromosome 11 open reading frame 16 	5	1	0	0	1	0	hsa-miR-4742-3p				-0.13	-0.13	N/A
NKX1-2	ENST00000451024.3	NK1 homeobox 2 	5	1	0	1	0	0	hsa-miR-4742-3p				-0.13	-0.13	N/A
ZDBF2	ENST00000374423.3	zinc finger, DBF-type containing 2 	102	1	0	1	0	1	hsa-miR-4742-3p				-0.13	-0.13	N/A
NUP188	ENST00000372577.2	nucleoporin 188kDa 	3481	1	0	0	1	0	hsa-miR-4742-3p				-0.13	-0.13	N/A
TMEM155	ENST00000394396.1	transmembrane protein 155 	5	1	0	1	0	0	hsa-miR-4742-3p				-0.13	-0.13	N/A
SLC31A1	ENST00000374212.4	solute carrier family 31 (copper transporter), member 1 	171	2	0	2	0	0	hsa-miR-4742-3p				-0.13	-0.23	N/A
ZFHX2	ENST00000419474.3	zinc finger homeobox 2 	7	1	1	0	0	1	hsa-miR-4742-3p				-0.13	-0.13	N/A
ZNF589	ENST00000427617.2	zinc finger protein 589 	20	2*	0	1	0	1	hsa-miR-4742-3p				-0.13	-0.17	N/A
PEX3	ENST00000367591.4	peroxisomal biogenesis factor 3 	314	1	0	1	0	0	hsa-miR-4742-3p				-0.13	-0.15	N/A
SFXN1	ENST00000321442.5	sideroflexin 1 	1018	2	0	1	1	2	hsa-miR-4742-3p				-0.13	-0.36	N/A
C1QTNF2	ENST00000393975.3	C1q and tumor necrosis factor related protein 2 	9	1	1	0	0	1	hsa-miR-4742-3p				-0.13	-0.24	N/A
RFFL	ENST00000315249.7	ring finger and FYVE-like domain containing E3 ubiquitin protein ligase 	670	1	1	0	0	2	hsa-miR-4742-3p				-0.13	-0.27	N/A
PRR23C	ENST00000413199.1	proline rich 23C 	5	1	0	1	0	1	hsa-miR-4742-3p				-0.13	-0.13	N/A
HPGDS	ENST00000295256.5	hematopoietic prostaglandin D synthase 	5	1	0	1	0	0	hsa-miR-4742-3p				-0.13	-0.13	N/A
FRG2C	ENST00000308062.3	FSHD region gene 2 family, member C 	7	1	0	1	0	0	hsa-miR-4742-3p				-0.13	-0.13	N/A
FRG2	ENST00000504750.1	FSHD region gene 2 	5	1	0	1	0	0	hsa-miR-4742-3p				-0.13	-0.13	N/A
PPP1R13B	ENST00000423488.2	protein phosphatase 1, regulatory subunit 13B 	105	1	0	1	0	0	hsa-miR-4742-3p				-0.13	-0.13	N/A
DZIP1	ENST00000347108.3	DAZ interacting zinc finger protein 1 	360	1	0	1	0	0	hsa-miR-4742-3p				-0.13	-0.13	N/A
CATSPER1	ENST00000312106.5	cation channel, sperm associated 1 	5	1	0	0	1	0	hsa-miR-4742-3p				-0.13	-0.13	N/A
MYOZ2	ENST00000307128.5	myozenin 2 	5	1	0	1	0	0	hsa-miR-4742-3p				-0.13	-0.13	N/A
STS	ENST00000217961.4	steroid sulfatase (microsomal), isozyme S 	64	2	0	1	1	1	hsa-miR-4742-3p				-0.13	-0.13	N/A
FRG2B	ENST00000443774.1	FSHD region gene 2 family, member B 	5	1	0	1	0	0	hsa-miR-4742-3p				-0.13	-0.13	N/A
COL8A1	ENST00000261037.3	collagen, type VIII, alpha 1 	601	1	1	0	0	0	hsa-miR-4742-3p				-0.13	-0.14	N/A
ANGPTL3	ENST00000371129.3	angiopoietin-like 3 	59	1	1	0	0	0	hsa-miR-4742-3p				-0.13	-0.23	N/A
GP6	ENST00000417454.1	glycoprotein VI (platelet) 	5	1	0	1	0	0	hsa-miR-4742-3p				-0.12	-0.12	N/A
NFKBIZ	ENST00000394054.2	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, zeta 	236	1	0	1	0	0	hsa-miR-4742-3p				-0.12	-0.12	N/A
USP28	ENST00000003302.4	ubiquitin specific peptidase 28 	85	1	1	0	0	0	hsa-miR-4742-3p				-0.12	-0.12	N/A
TMC1	ENST00000297784.5	transmembrane channel-like 1 	5	1	0	1	0	0	hsa-miR-4742-3p				-0.12	-0.12	N/A
DDAH1	ENST00000535924.2	dimethylarginine dimethylaminohydrolase 1 	46	1	0	0	1	0	hsa-miR-4742-3p				-0.12	-0.12	N/A
NADK2	ENST00000397338.1	NAD kinase 2, mitochondrial 	1039	1	1	0	0	0	hsa-miR-4742-3p				-0.12	-0.18	N/A
DCAF13	ENST00000297579.5	DDB1 and CUL4 associated factor 13 	141	2	0	2	0	0	hsa-miR-4742-3p				-0.12	-0.23	N/A
ZBTB37	ENST00000367701.5	zinc finger and BTB domain containing 37 	213	1	0	1	0	5	hsa-miR-4742-3p				-0.12	-0.14	N/A
RGS7BP	ENST00000334025.2	regulator of G-protein signaling 7 binding protein 	5	1	0	0	1	1	hsa-miR-4742-3p				-0.12	-0.12	N/A
CASZ1	ENST00000377022.3	castor zinc finger 1 	5	1	1	0	0	0	hsa-miR-4742-3p				-0.12	-0.12	N/A
DYNC1I2	ENST00000409453.1	dynein, cytoplasmic 1, intermediate chain 2 	69	1	0	0	1	1	hsa-miR-4742-3p				-0.12	-0.12	N/A
NEK7	ENST00000367385.4	NIMA-related kinase 7 	12	1	0	1	0	1	hsa-miR-4742-3p				-0.12	-0.30	N/A
FCGR3A	ENST00000367969.3	Fc fragment of IgG, low affinity IIIa, receptor (CD16a) 	5	2	0	1	1	0	hsa-miR-4742-3p				-0.12	-0.12	N/A
ZNF256	ENST00000598928.1	zinc finger protein 256 	18	1	0	0	1	0	hsa-miR-4742-3p				-0.12	-0.12	N/A
ZSCAN29	ENST00000562072.1	zinc finger and SCAN domain containing 29 	32	1	0	1	0	0	hsa-miR-4742-3p				-0.12	-0.12	N/A
ZSCAN23	ENST00000289788.4	zinc finger and SCAN domain containing 23 	5	1	0	1	0	1	hsa-miR-4742-3p				-0.12	-0.12	N/A
GNPDA2	ENST00000509756.1	glucosamine-6-phosphate deaminase 2 	117	1	0	1	0	2	hsa-miR-4742-3p				-0.12	-0.14	N/A
SF3B3	ENST00000302516.5	splicing factor 3b, subunit 3, 130kDa 	2541	1	0	1	0	2	hsa-miR-4742-3p				-0.12	-0.14	N/A
TRIM24	ENST00000343526.4	tripartite motif containing 24 	182	2	0	2	0	1	hsa-miR-4742-3p				-0.12	-0.15	N/A
TBL1XR1	ENST00000430069.1	transducin (beta)-like 1 X-linked receptor 1 	334	3	1	1	1	2	hsa-miR-4742-3p				-0.12	-0.41	N/A
SRGAP3	ENST00000383836.3	SLIT-ROBO Rho GTPase activating protein 3 	38	1	0	1	0	0	hsa-miR-4742-3p				-0.12	-0.14	N/A
ZNF543	ENST00000321545.4	zinc finger protein 543 	51	1	0	1	0	0	hsa-miR-4742-3p				-0.12	-0.15	N/A
HLF	ENST00000226067.5	hepatic leukemia factor 	15	1	0	0	1	1	hsa-miR-4742-3p				-0.12	-0.12	N/A
FOXC1	ENST00000380874.2	forkhead box C1 	1301	2	0	1	1	0	hsa-miR-4742-3p				-0.12	-0.17	N/A
SEC16B	ENST00000308284.6	SEC16 homolog B (S. cerevisiae) 	251	2	0	2	0	0	hsa-miR-4742-3p				-0.12	-0.21	N/A
HIST1H2BN	ENST00000606613.1	histone cluster 1, H2bn 	29	2	1	0	1	0	hsa-miR-4742-3p				-0.12	-0.26	N/A
SH3D19	ENST00000409598.4	SH3 domain containing 19 	245	1	1	0	0	1	hsa-miR-4742-3p				-0.12	-0.19	N/A
OPRK1	ENST00000265572.3	opioid receptor, kappa 1 	5	1	0	1	0	0	hsa-miR-4742-3p				-0.12	-0.12	N/A
PLCXD3	ENST00000377801.3	phosphatidylinositol-specific phospholipase C, X domain containing 3 	81	5	1	2	2	2	hsa-miR-4742-3p				-0.12	-0.13	N/A
ERBB4	ENST00000342788.4	v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 4 	27	3	0	1	2	0	hsa-miR-4742-3p				-0.12	-0.12	N/A
MTRF1L	ENST00000367231.5	mitochondrial translational release factor 1-like 	7	2	0	0	2	0	hsa-miR-4742-3p				-0.12	-0.12	N/A
FSCB	ENST00000340446.4	fibrous sheath CABYR binding protein 	5	1	0	1	0	0	hsa-miR-4742-3p				-0.12	-0.12	N/A
DSEL	ENST00000310045.7	dermatan sulfate epimerase-like 	26	3	3	0	0	0	hsa-miR-4742-3p				-0.12	-0.17	N/A
ANKRD40	ENST00000285243.6	ankyrin repeat domain 40 	409	1	0	1	0	0	hsa-miR-4742-3p				-0.12	-0.12	N/A
CLDN11	ENST00000064724.3	claudin 11 	1116	1	0	0	1	0	hsa-miR-4742-3p				-0.12	-0.12	N/A
CNOT6	ENST00000393356.1	CCR4-NOT transcription complex, subunit 6 	300	2	0	1	1	1	hsa-miR-4742-3p				-0.12	-0.20	N/A
H2AFV	ENST00000381124.5	H2A histone family, member V 	9640	1	1	0	0	0	hsa-miR-4742-3p				-0.12	-0.39	N/A
EIF2B2	ENST00000266126.5	eukaryotic translation initiation factor 2B, subunit 2 beta, 39kDa 	1210	4	0	0	4	0	hsa-miR-4742-3p				-0.12	-0.21	N/A
PPP6R1	ENST00000412770.2	protein phosphatase 6, regulatory subunit 1 	292	1	0	0	1	0	hsa-miR-4742-3p				-0.12	-0.12	N/A
CD40LG	ENST00000370629.2	CD40 ligand 	5	1	0	1	0	0	hsa-miR-4742-3p				-0.12	-0.12	N/A
OR6F1	ENST00000302084.2	olfactory receptor, family 6, subfamily F, member 1 	5	1	0	0	1	0	hsa-miR-4742-3p				-0.12	-0.12	N/A
ZBTB8A	ENST00000316459.4	zinc finger and BTB domain containing 8A 	287	1	0	0	1	0	hsa-miR-4742-3p				-0.12	-0.14	N/A
TMEM128	ENST00000254742.2	transmembrane protein 128 	5	1	0	0	1	0	hsa-miR-4742-3p				-0.12	-0.12	N/A
CTSD	ENST00000236671.2	cathepsin D 	2057	1	0	1	0	0	hsa-miR-4742-3p				-0.12	-0.12	N/A
CMPK1	ENST00000371873.5	cytidine monophosphate (UMP-CMP) kinase 1, cytosolic 	4366	1	1	0	0	1	hsa-miR-4742-3p				-0.12	-0.12	N/A
ETAA1	ENST00000272342.5	Ewing tumor-associated antigen 1 	53	1	0	0	1	0	hsa-miR-4742-3p				-0.12	-0.19	N/A
KDELC2	ENST00000323468.5	KDEL (Lys-Asp-Glu-Leu) containing 2 	667	1	0	1	0	0	hsa-miR-4742-3p				-0.12	-0.13	N/A
TGIF1	ENST00000330513.5	TGFB-induced factor homeobox 1 	354	2	1	1	0	1	hsa-miR-4742-3p				-0.12	-0.24	N/A
SLC12A1	ENST00000396577.3	solute carrier family 12 (sodium/potassium/chloride transporter), member 1 	5	1	0	0	1	0	hsa-miR-4742-3p				-0.12	-0.12	N/A
BMP5	ENST00000370830.3	bone morphogenetic protein 5 	5	1	0	1	0	0	hsa-miR-4742-3p				-0.12	-0.12	N/A
MS4A1	ENST00000534668.1	membrane-spanning 4-domains, subfamily A, member 1 	5	1	1	0	0	0	hsa-miR-4742-3p				-0.12	-0.12	N/A
ARHGEF35	ENST00000378115.2	Rho guanine nucleotide exchange factor (GEF) 35 	5	1	0	1	0	0	hsa-miR-4742-3p				-0.12	-0.12	N/A
SORBS3	ENST00000240123.7	sorbin and SH3 domain containing 3 	1126	1	1	0	0	0	hsa-miR-4742-3p				-0.12	-0.12	N/A
DNAJC3	ENST00000602402.1	DnaJ (Hsp40) homolog, subfamily C, member 3 	125	2	1	1	0	0	hsa-miR-4742-3p				-0.12	-0.14	N/A
USH2A	ENST00000307340.3	Usher syndrome 2A (autosomal recessive, mild) 	5	2	1	1	0	0	hsa-miR-4742-3p				-0.12	-0.12	N/A
MANEA	ENST00000358812.4	mannosidase, endo-alpha 	41	1	0	1	0	0	hsa-miR-4742-3p				-0.12	-0.13	N/A
ZC3H18	ENST00000301011.5	zinc finger CCCH-type containing 18 	15	1	1	0	0	0	hsa-miR-4742-3p				-0.12	-0.39	N/A
PLXNB2	ENST00000449103.1	plexin B2 	82	1	0	1	0	0	hsa-miR-4742-3p				-0.12	-0.13	N/A
TMEM170B	ENST00000379426.1	transmembrane protein 170B 	489	2	0	1	1	3	hsa-miR-4742-3p				-0.12	-0.18	N/A
PHKB	ENST00000455779.1	phosphorylase kinase, beta 	973	1	0	0	1	0	hsa-miR-4742-3p				-0.12	-0.14	N/A
APPL1	ENST00000288266.3	adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 1 	908	1	0	0	1	3	hsa-miR-4742-3p				-0.12	-0.13	N/A
GPR27	ENST00000304411.2	G protein-coupled receptor 27 	781	1	0	1	0	0	hsa-miR-4742-3p				-0.12	-0.12	N/A
PUS7L	ENST00000416848.2	pseudouridylate synthase 7 homolog (S. cerevisiae)-like 	67	1	0	0	1	0	hsa-miR-4742-3p				-0.12	-0.12	N/A
KBTBD6	ENST00000379485.1	kelch repeat and BTB (POZ) domain containing 6 	51	1	1	0	0	0	hsa-miR-4742-3p				-0.12	-0.12	N/A
SPDYE2	ENST00000341656.4	speedy/RINGO cell cycle regulator family member E2 	5	1	0	1	0	0	hsa-miR-4742-3p				-0.12	-0.12	N/A
TDGF1	ENST00000296145.5	teratocarcinoma-derived growth factor 1 	5	1	0	1	0	0	hsa-miR-4742-3p				-0.12	-0.12	N/A
SHOC2	ENST00000369452.4	soc-2 suppressor of clear homolog (C. elegans) 	437	2	0	1	1	3	hsa-miR-4742-3p				-0.12	-0.15	N/A
RPE	ENST00000429907.1	ribulose-5-phosphate-3-epimerase 	333	2	0	0	2	0	hsa-miR-4742-3p				-0.12	-0.13	N/A
UBR7	ENST00000013070.6	ubiquitin protein ligase E3 component n-recognin 7 (putative) 	468	1	0	1	0	0	hsa-miR-4742-3p				-0.12	-0.13	N/A
MYPN	ENST00000358913.5	myopalladin 	73	4	2	2	0	2	hsa-miR-4742-3p				-0.12	-0.20	N/A
SH3BGRL2	ENST00000369838.4	SH3 domain binding glutamic acid-rich protein like 2 	32	3*	1	1	0	0	hsa-miR-4742-3p				-0.12	-0.33	N/A
TRAK1	ENST00000341421.3	trafficking protein, kinesin binding 1 	362	2	1	1	0	0	hsa-miR-4742-3p				-0.12	-0.12	N/A
EGR3	ENST00000519492.1	early growth response 3 	21	1	0	1	0	1	hsa-miR-4742-3p				-0.12	-0.16	N/A
NKAPL	ENST00000343684.3	NFKB activating protein-like 	5	1	0	0	1	0	hsa-miR-4742-3p				-0.12	-0.12	N/A
GRM5	ENST00000418177.2	glutamate receptor, metabotropic 5 	5	1	1	0	0	0	hsa-miR-4742-3p				-0.12	-0.12	N/A
GPRIN1	ENST00000303991.4	G protein regulated inducer of neurite outgrowth 1 	15	1	1	0	0	0	hsa-miR-4742-3p				-0.12	-0.12	N/A
ZNF536	ENST00000355537.3	zinc finger protein 536 	5	1	1	0	0	0	hsa-miR-4742-3p				-0.12	-0.12	N/A
SLCO5A1	ENST00000260126.4	solute carrier organic anion transporter family, member 5A1 	9	4	1	1	2	1	hsa-miR-4742-3p				-0.12	-0.12	N/A
AL033381.1	ENST00000314040.1	Uncharacterized protein; cDNA FLJ34594 fis, clone KIDNE2009109  	5	1	0	0	1	1	hsa-miR-4742-3p				-0.12	-0.12	N/A
FCGR3B	ENST00000367964.2	Fc fragment of IgG, low affinity IIIb, receptor (CD16b) 	5	1	0	1	0	0	hsa-miR-4742-3p				-0.12	-0.12	N/A
SLC30A6	ENST00000282587.5	solute carrier family 30 (zinc transporter), member 6 	711	2	0	2	0	1	hsa-miR-4742-3p				-0.12	-0.14	N/A
CBR4	ENST00000306193.3	carbonyl reductase 4 	90	1	0	0	1	1	hsa-miR-4742-3p				-0.12	-0.17	N/A
PLA2G3	ENST00000215885.3	phospholipase A2, group III 	5	1	0	0	1	1	hsa-miR-4742-3p				-0.12	-0.12	N/A
